hotel_name,price_per_night,timestamp
Anantara (Qasr al Sarab),357,2019-05-02 00:12:12.251762
Anantara (Qasr al Sarab),358,2019-05-09 08:12:14.452525
Anantara (Qasr al Sarab),356,2019-05-05 10:12:20.504442
Anantara (Qasr al Sarab),356,2019-05-04 21:12:18.548999
Anantara (Qasr al Sarab),357,2019-05-08 18:12:17.837706
Anantara (Qasr al Sarab),356,2019-05-06 09:12:15.492671
Anantara (Qasr al Sarab),356,2019-05-10 20:12:12.852063
Anantara (Qasr al Sarab),357,2019-05-02 07:12:24.504056
Anantara (Qasr al Sarab),358,2019-05-09 21:12:14.982574
Anantara (Qasr al Sarab),358,2019-05-09 03:12:13.714256
Anantara (Qasr al Sarab),356,2019-05-06 15:12:20.794091
Anantara (Qasr al Sarab),357,2019-05-03 04:12:20.462452
Anantara (Qasr al Sarab),357,2019-05-03 23:12:20.516053
Anantara (Qasr al Sarab),356,2019-05-05 22:12:14.602769
Anantara (Qasr al Sarab),356,2019-05-06 12:12:14.839654
Anantara (Qasr al Sarab),357,2019-05-03 19:12:20.453054
Anantara (Qasr al Sarab),357,2019-05-02 01:12:14.000867
Anantara (Qasr al Sarab),357,2019-05-08 22:12:14.366581
Anantara (Qasr al Sarab),358,2019-05-09 05:12:14.241044
Anantara (Qasr al Sarab),356,2019-05-05 13:12:15.909738
Anantara (Qasr al Sarab),356,2019-05-07 18:12:17.072215
Anantara (Qasr al Sarab),356,2019-05-06 11:12:16.581697
Anantara (Qasr al Sarab),355,2019-05-11 22:12:16.173682
Anantara (Qasr al Sarab),355,2019-05-11 08:12:15.161100
Anantara (Qasr al Sarab),356,2019-05-05 19:12:17.171544
Anantara (Qasr al Sarab),355,2019-05-12 07:12:18.331214
Anantara (Qasr al Sarab),356,2019-05-04 07:12:21.730141
Anantara (Qasr al Sarab),356,2019-05-07 00:12:17.502251
Anantara (Qasr al Sarab),357,2019-05-08 03:12:13.856594
Anantara (Qasr al Sarab),356,2019-05-11 01:12:20.053357
Anantara (Qasr al Sarab),356,2019-05-05 12:12:15.803425
Anantara (Qasr al Sarab),356,2019-05-10 23:12:14.694166
Anantara (Qasr al Sarab),358,2019-05-10 00:12:14.508143
Anantara (Qasr al Sarab),357,2019-05-03 20:12:23.985919
Anantara (Qasr al Sarab),356,2019-05-07 14:12:14.949347
Anantara (Qasr al Sarab),357,2019-05-03 14:12:14.404322
Anantara (Qasr al Sarab),357,2019-05-09 00:12:16.569130
Anantara (Qasr al Sarab),355,2019-05-11 04:12:17.174089
Anantara (Qasr al Sarab),356,2019-05-10 12:12:17.133170
Anantara (Qasr al Sarab),358,2019-05-09 14:12:20.461517
Anantara (Qasr al Sarab),357,2019-05-02 15:12:14.067798
Anantara (Qasr al Sarab),357,2019-05-08 02:12:16.078176
Anantara (Qasr al Sarab),356,2019-05-05 00:12:19.360836
Anantara (Qasr al Sarab),356,2019-05-04 16:12:20.085131
Anantara (Qasr al Sarab),356,2019-05-10 16:12:18.189751
Anantara (Qasr al Sarab),356,2019-05-05 11:12:18.117205
Anantara (Qasr al Sarab),357,2019-05-08 19:12:14.609438
Anantara (Qasr al Sarab),358,2019-05-09 19:12:15.136463
Anantara (Qasr al Sarab),356,2019-05-05 16:12:15.782072
Anantara (Qasr al Sarab),355,2019-05-11 15:12:14.329041
Anantara (Qasr al Sarab),357,2019-05-02 11:12:15.988993
Anantara (Qasr al Sarab),356,2019-05-10 15:12:38.584825
Anantara (Qasr al Sarab),356,2019-05-10 13:12:15.341851
Anantara (Qasr al Sarab),357,2019-05-03 11:12:14.825625
Anantara (Qasr al Sarab),356,2019-05-10 14:12:15.084078
Anantara (Qasr al Sarab),356,2019-05-08 01:12:18.106083
Anantara (Qasr al Sarab),356,2019-05-06 02:12:14.344250
Anantara (Qasr al Sarab),356,2019-05-06 18:12:14.635685
Anantara (Qasr al Sarab),356,2019-05-06 20:12:15.899053
Anantara (Qasr al Sarab),356,2019-05-04 05:12:16.273345
Anantara (Qasr al Sarab),355,2019-05-11 13:12:14.647058
Anantara (Qasr al Sarab),357,2019-05-02 22:12:13.986563
Anantara (Qasr al Sarab),357,2019-05-02 20:12:14.725529
Anantara (Qasr al Sarab),357,2019-05-02 06:12:14.509173
Anantara (Qasr al Sarab),356,2019-05-05 17:12:20.232207
Anantara (Qasr al Sarab),356,2019-05-04 04:12:14.504729
Anantara (Qasr al Sarab),355,2019-05-12 01:12:19.616262
Anantara (Qasr al Sarab),356,2019-05-07 04:12:15.450634
Anantara (Qasr al Sarab),356,2019-05-06 05:12:20.970130
Anantara (Qasr al Sarab),356,2019-05-06 19:12:14.656788
Anantara (Qasr al Sarab),356,2019-05-07 13:12:16.233526
Anantara (Qasr al Sarab),357,2019-05-08 13:12:19.225145
Anantara (Qasr al Sarab),356,2019-05-10 08:12:17.247421
Anantara (Qasr al Sarab),357,2019-05-03 09:12:14.805320
Anantara (Qasr al Sarab),357,2019-05-02 13:12:14.841651
Anantara (Qasr al Sarab),356,2019-05-07 10:12:16.785567
Anantara (Qasr al Sarab),356,2019-05-06 14:12:14.107991
Anantara (Qasr al Sarab),358,2019-05-10 01:12:14.683416
Anantara (Qasr al Sarab),356,2019-05-07 20:12:16.010013
Anantara (Qasr al Sarab),357,2019-05-03 22:12:15.791640
Anantara (Qasr al Sarab),357,2019-05-02 12:12:15.407789
Anantara (Qasr al Sarab),357,2019-05-02 03:12:13.832644
Anantara (Qasr al Sarab),358,2019-05-09 15:12:17.789357
Anantara (Qasr al Sarab),357,2019-05-03 08:12:15.977354
