price_per_night,timestamp
 100,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 93,2019-05-03 02:12:01.787336
 93,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
 71,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 93,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 61,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 93,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 154,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 93,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 93,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
 100,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
0,2019-05-03 02:12:01.787336
