Basel,2033856
Bern,1625975
Zürich,2165800
Luzern,1000867
Zurich,5022244
Lucerne,613351
NYC,111629276
Mallorca,8401797
Saufen,208569
Ballermann,102654
HeleneFischer,336194
Ilovemami,7085
Foodporn,191332776
Instalook,8431942
OOTD,243059383
