Mean_Zero,Mean,Timestamp,Delta
304.0,304.0,2019-05-11 08,0.0
277.8,277.8,2019-04-26 05,0.0
285.0,285.0,2019-04-23 00,0.0
283.8,283.8,2019-05-04 22,0.0
310.4,310.4,2019-05-11 02,0.0
265.0,331.25,2019-05-11 18,-66.25
306.4,306.4,2019-05-09 06,0.0
277.8,277.8,2019-05-01 13,0.0
281.0,281.0,2019-04-24 16,0.0
301.6,301.6,2019-05-05 22,0.0
275.2,275.2,2019-05-01 04,0.0
274.2,274.2,2019-04-22 15,0.0
279.8,279.8,2019-04-20 19,0.0
294.8,294.8,2019-05-04 18,0.0
275.6,275.6,2019-04-29 23,0.0
275.2,275.2,2019-05-01 02,0.0
307.8,307.8,2019-05-10 16,0.0
297.0,297.0,2019-05-06 17,0.0
279.4,279.4,2019-04-22 02,0.0
306.2,306.2,2019-05-08 06,0.0
275.6,275.6,2019-04-29 10,0.0
295.4,295.4,2019-05-08 07,0.0
278.8,278.8,2019-05-03 04,0.0
274.2,274.2,2019-04-22 11,0.0
309.8,309.8,2019-05-08 10,0.0
295.4,295.4,2019-05-08 18,0.0
304.8,304.8,2019-05-10 13,0.0
306.2,306.2,2019-05-09 16,0.0
279.8,279.8,2019-05-02 23,0.0
274.0,274.0,2019-04-20 09,0.0
275.0,275.0,2019-04-23 22,0.0
322.2,322.2,2019-05-06 04,0.0
300.4,300.4,2019-05-05 11,0.0
317.6,317.6,2019-05-06 22,0.0
304.0,304.0,2019-05-11 06,0.0
279.4,279.4,2019-04-21 00,0.0
277.6,277.6,2019-04-27 00,0.0
280.0,280.0,2019-05-02 16,0.0
298.0,298.0,2019-04-27 12,0.0
301.2,301.2,2019-04-24 22,0.0
274.0,274.0,2019-04-21 02,0.0
277.2,277.2,2019-04-27 16,0.0
284.2,284.2,2019-04-24 21,0.0
202.6,253.25,2019-05-10 09,-50.650000000000006
280.4,280.4,2019-04-24 19,0.0
296.4,296.4,2019-05-03 17,0.0
280.2,280.2,2019-04-26 20,0.0
302.4,302.4,2019-05-07 18,0.0
303.8,303.8,2019-05-12 00,0.0
285.0,285.0,2019-04-22 07,0.0
291.6,291.6,2019-04-25 07,0.0
275.6,275.6,2019-04-29 03,0.0
316.8,316.8,2019-05-08 13,0.0
275.2,275.2,2019-05-01 07,0.0
296.6,296.6,2019-04-28 20,0.0
295.6,295.6,2019-05-09 01,0.0
311.8,311.8,2019-04-27 17,0.0
275.8,275.8,2019-04-28 03,0.0
181.4,226.75,2019-05-11 09,-45.349999999999994
300.0,300.0,2019-05-07 16,0.0
295.2,295.2,2019-05-04 08,0.0
306.0,306.0,2019-05-06 16,0.0
305.8,305.8,2019-05-10 23,0.0
297.6,297.6,2019-04-29 18,0.0
299.0,299.0,2019-04-28 18,0.0
173.2,216.5,2019-05-08 02,-43.30000000000001
293.2,293.2,2019-05-11 21,0.0
280.0,350.0,2019-04-21 23,-70.0
304.0,304.0,2019-05-11 07,0.0
300.0,300.0,2019-05-03 12,0.0
175.0,218.75,2019-05-10 01,-43.75
316.0,316.0,2019-05-07 13,0.0
254.4,318.0,2019-04-30 19,-63.599999999999994
303.8,303.8,2019-05-12 07,0.0
256.6,320.75,2019-05-09 03,-64.14999999999998
284.8,284.8,2019-04-20 08,0.0
162.8,203.5,2019-04-22 14,-40.69999999999999
277.2,277.2,2019-05-02 03,0.0
317.4,317.4,2019-05-06 05,0.0
280.8,280.8,2019-04-24 02,0.0
277.4,277.4,2019-04-26 00,0.0
290.6,290.6,2019-04-21 14,0.0
280.6,280.6,2019-04-28 21,0.0
305.2,305.2,2019-05-10 04,0.0
295.0,295.0,2019-05-04 02,0.0
277.4,277.4,2019-04-25 20,0.0
280.2,280.2,2019-05-01 20,0.0
281.8,281.8,2019-04-28 17,0.0
307.0,307.0,2019-05-08 22,0.0
294.6,294.6,2019-04-28 06,0.0
280.2,280.2,2019-05-01 19,0.0
291.4,291.4,2019-05-06 21,0.0
293.2,293.2,2019-05-11 22,0.0
275.6,275.6,2019-04-24 11,0.0
322.4,322.4,2019-05-05 21,0.0
274.0,274.0,2019-04-22 22,0.0
285.0,285.0,2019-04-22 00,0.0
274.8,274.8,2019-04-25 13,0.0
280.8,280.8,2019-04-26 02,0.0
301.8,301.8,2019-04-24 10,0.0
183.8,229.75,2019-05-11 10,-45.94999999999999
279.8,279.8,2019-04-21 01,0.0
310.8,310.8,2019-05-06 11,0.0
282.0,282.0,2019-04-22 13,0.0
299.2,299.2,2019-05-05 01,0.0
166.6,208.25,2019-05-01 14,-41.650000000000006
278.6,278.6,2019-04-29 17,0.0
274.2,274.2,2019-04-22 20,0.0
283.8,283.8,2019-05-04 12,0.0
205.2,256.5,2019-05-09 09,-51.30000000000001
286.4,286.4,2019-05-05 00,0.0
322.4,322.4,2019-05-05 23,0.0
290.4,290.4,2019-04-21 22,0.0
282.0,282.0,2019-05-02 22,0.0
306.0,306.0,2019-05-06 19,0.0
275.8,275.8,2019-04-28 13,0.0
281.0,281.0,2019-04-26 10,0.0
280.8,280.8,2019-04-26 16,0.0
295.6,295.6,2019-05-09 02,0.0
311.8,311.8,2019-05-07 14,0.0
275.8,275.8,2019-04-30 10,0.0
275.6,275.6,2019-04-29 12,0.0
319.0,319.0,2019-05-07 03,0.0
280.4,280.4,2019-05-04 01,0.0
279.4,279.4,2019-04-20 23,0.0
275.6,275.6,2019-04-27 18,0.0
280.4,280.4,2019-04-25 08,0.0
312.0,312.0,2019-04-26 14,0.0
319.2,319.2,2019-05-07 02,0.0
289.8,289.8,2019-05-03 07,0.0
309.2,309.2,2019-05-10 07,0.0
301.4,301.4,2019-04-26 21,0.0
329.0,329.0,2019-05-10 08,0.0
279.8,279.8,2019-05-02 21,0.0
300.2,300.2,2019-05-08 01,0.0
259.6,324.5,2019-04-24 15,-64.89999999999998
275.2,275.2,2019-05-01 12,0.0
297.2,297.2,2019-05-01 15,0.0
279.0,279.0,2019-04-28 02,0.0
276.8,276.8,2019-04-27 21,0.0
277.4,346.75,2019-05-03 06,-69.35000000000002
281.0,281.0,2019-04-21 18,0.0
293.8,293.8,2019-05-10 21,0.0
302.8,302.8,2019-05-03 16,0.0
312.4,312.4,2019-05-06 02,0.0
275.6,275.6,2019-04-24 23,0.0
294.8,294.8,2019-05-05 02,0.0
277.4,277.4,2019-04-25 22,0.0
303.6,303.6,2019-05-04 11,0.0
275.4,275.4,2019-04-30 21,0.0
274.0,274.0,2019-04-23 03,0.0
274.2,274.2,2019-04-22 12,0.0
305.4,305.4,2019-05-12 09,0.0
303.2,303.2,2019-05-12 04,0.0
309.4,309.4,2019-05-03 21,0.0
292.6,292.6,2019-04-30 20,0.0
284.8,284.8,2019-05-02 07,0.0
307.2,307.2,2019-05-08 16,0.0
305.8,305.8,2019-05-08 00,0.0
319.2,319.2,2019-05-07 07,0.0
277.6,277.6,2019-04-26 09,0.0
275.6,275.6,2019-04-24 20,0.0
276.4,276.4,2019-04-25 10,0.0
281.2,351.5,2019-05-11 19,-70.30000000000001
277.6,277.6,2019-04-26 12,0.0
284.2,284.2,2019-04-21 21,0.0
274.0,274.0,2019-04-22 16,0.0
297.4,297.4,2019-05-08 11,0.0
309.0,309.0,2019-05-11 03,0.0
281.6,281.6,2019-05-03 03,0.0
304.6,304.6,2019-05-11 00,0.0
297.6,297.6,2019-05-02 04,0.0
275.8,275.8,2019-04-29 01,0.0
286.4,286.4,2019-05-04 16,0.0
275.6,275.6,2019-04-28 16,0.0
306.4,306.4,2019-05-06 18,0.0
277.2,277.2,2019-04-23 12,0.0
296.4,296.4,2019-04-29 04,0.0
295.2,295.2,2019-05-08 15,0.0
301.6,301.6,2019-05-05 09,0.0
278.4,278.4,2019-04-27 13,0.0
274.6,343.25,2019-05-08 23,-68.64999999999998
284.0,284.0,2019-04-28 09,0.0
281.8,281.8,2019-04-23 21,0.0
281.6,281.6,2019-05-02 15,0.0
293.2,293.2,2019-05-11 14,0.0
288.0,288.0,2019-04-20 01,0.0
280.8,280.8,2019-04-26 07,0.0
280.8,280.8,2019-04-28 14,0.0
295.2,295.2,2019-04-28 23,0.0
304.8,304.8,2019-05-10 14,0.0
283.8,283.8,2019-05-04 21,0.0
277.4,277.4,2019-04-26 03,0.0
322.4,322.4,2019-05-06 01,0.0
277.4,277.4,2019-04-22 18,0.0
319.6,319.6,2019-05-06 15,0.0
277.6,277.6,2019-04-26 22,0.0
323.0,323.0,2019-05-08 14,0.0
291.8,291.8,2019-04-28 10,0.0
277.8,277.8,2019-05-01 03,0.0
280.4,280.4,2019-05-03 15,0.0
283.6,283.6,2019-05-02 06,0.0
294.6,294.6,2019-05-10 03,0.0
280.0,350.0,2019-04-21 07,-70.0
279.6,279.6,2019-05-02 01,0.0
295.2,295.2,2019-05-03 18,0.0
309.4,309.4,2019-05-03 20,0.0
277.6,277.6,2019-05-01 21,0.0
281.0,351.25,2019-05-10 12,-70.25
316.8,316.8,2019-05-08 12,0.0
307.0,307.0,2019-05-04 05,0.0
286.4,286.4,2019-04-24 18,0.0
317.4,317.4,2019-05-06 09,0.0
277.0,277.0,2019-04-30 22,0.0
286.8,286.8,2019-04-23 07,0.0
322.4,322.4,2019-05-05 18,0.0
275.2,275.2,2019-05-01 10,0.0
163.8,204.75,2019-04-23 17,-40.94999999999999
290.4,290.4,2019-04-21 10,0.0
294.8,294.8,2019-04-24 17,0.0
190.4,238.0,2019-05-06 13,-47.599999999999994
280.6,280.6,2019-04-24 13,0.0
275.6,275.6,2019-04-27 20,0.0
280.8,280.8,2019-04-25 18,0.0
279.4,279.4,2019-04-22 03,0.0
280.8,280.8,2019-04-24 04,0.0
275.4,275.4,2019-04-30 23,0.0
308.6,308.6,2019-05-09 14,0.0
296.8,296.8,2019-05-05 14,0.0
295.4,295.4,2019-05-07 23,0.0
256.6,320.75,2019-05-09 08,-64.14999999999998
295.0,295.0,2019-05-09 22,0.0
277.6,277.6,2019-04-26 15,0.0
275.2,275.2,2019-04-25 12,0.0
275.2,275.2,2019-04-29 16,0.0
284.4,284.4,2019-04-25 14,0.0
300.8,300.8,2019-05-05 08,0.0
300.4,300.4,2019-05-05 12,0.0
306.2,306.2,2019-05-08 20,0.0
281.2,281.2,2019-04-24 03,0.0
300.4,300.4,2019-05-05 07,0.0
303.2,303.2,2019-05-11 16,0.0
281.6,281.6,2019-05-03 08,0.0
280.8,280.8,2019-04-25 05,0.0
306.6,306.6,2019-05-07 05,0.0
295.8,295.8,2019-05-07 00,0.0
294.6,294.6,2019-04-22 10,0.0
302.0,302.0,2019-05-04 07,0.0
291.8,291.8,2019-05-04 03,0.0
283.6,283.6,2019-04-24 09,0.0
291.8,291.8,2019-04-26 19,0.0
280.8,280.8,2019-04-26 06,0.0
162.8,203.5,2019-04-21 17,-40.69999999999999
276.4,276.4,2019-04-30 13,0.0
300.4,300.4,2019-05-05 13,0.0
259.6,324.5,2019-04-27 14,-64.89999999999998
300.0,300.0,2019-04-22 05,0.0
275.6,275.6,2019-04-29 02,0.0
312.4,312.4,2019-05-05 19,0.0
205.8,257.25,2019-05-07 10,-51.44999999999999
317.8,317.8,2019-05-04 06,0.0
275.2,275.2,2019-05-01 11,0.0
301.6,301.6,2019-05-05 17,0.0
305.0,305.0,2019-05-10 11,0.0
278.6,278.6,2019-05-02 18,0.0
286.8,286.8,2019-05-04 00,0.0
296.0,296.0,2019-04-29 15,0.0
306.0,306.0,2019-05-08 17,0.0
275.6,275.6,2019-04-30 00,0.0
274.0,274.0,2019-04-22 17,0.0
306.4,306.4,2019-05-04 09,0.0
281.6,281.6,2019-05-02 12,0.0
279.8,279.8,2019-05-02 13,0.0
276.6,276.6,2019-04-23 02,0.0
276.8,276.8,2019-04-27 03,0.0
291.6,291.6,2019-04-24 12,0.0
303.4,303.4,2019-05-10 20,0.0
283.0,353.75,2019-05-11 12,-70.75
292.8,292.8,2019-04-29 19,0.0
280.4,280.4,2019-04-25 17,0.0
274.0,274.0,2019-04-20 22,0.0
299.4,299.4,2019-05-10 15,0.0
303.8,303.8,2019-05-12 03,0.0
293.2,293.2,2019-05-03 13,0.0
311.2,311.2,2019-05-08 08,0.0
295.8,295.8,2019-05-07 04,0.0
301.8,301.8,2019-05-05 16,0.0
280.2,280.2,2019-04-27 11,0.0
298.0,298.0,2019-04-27 09,0.0
318.8,318.8,2019-05-07 01,0.0
317.8,317.8,2019-05-04 10,0.0
281.6,281.6,2019-05-02 19,0.0
278.2,278.2,2019-04-30 16,0.0
297.0,297.0,2019-05-09 13,0.0
275.6,275.6,2019-04-25 00,0.0
316.6,316.6,2019-05-09 21,0.0
279.8,279.8,2019-04-21 05,0.0
305.8,305.8,2019-05-04 23,0.0
293.8,293.8,2019-05-10 17,0.0
317.8,317.8,2019-05-03 22,0.0
276.2,276.2,2019-04-23 14,0.0
277.8,277.8,2019-04-26 04,0.0
295.4,295.4,2019-05-08 09,0.0
308.2,308.2,2019-05-10 00,0.0
280.8,280.8,2019-04-26 01,0.0
275.6,275.6,2019-04-29 11,0.0
303.8,303.8,2019-05-04 04,0.0
274.4,274.4,2019-04-23 09,0.0
283.0,353.75,2019-05-11 17,-70.75
280.2,280.2,2019-05-01 22,0.0
322.6,322.6,2019-05-07 09,0.0
289.4,289.4,2019-04-30 07,0.0
307.0,307.0,2019-05-06 10,0.0
306.4,306.4,2019-05-06 07,0.0
303.8,379.75,2019-05-05 15,-75.94999999999999
278.8,278.8,2019-05-01 00,0.0
281.4,281.4,2019-05-01 18,0.0
293.2,293.2,2019-04-19 15,0.0
280.8,280.8,2019-04-25 19,0.0
282.7,282.7,2019-04-20 15,0.0
274.0,274.0,2019-04-22 21,0.0
277.4,277.4,2019-04-26 08,0.0
316.8,316.8,2019-05-07 12,0.0
279.4,279.4,2019-04-21 03,0.0
318.2,318.2,2019-05-07 11,0.0
295.2,295.2,2019-04-23 11,0.0
276.4,276.4,2019-05-01 06,0.0
275.6,275.6,2019-04-28 12,0.0
275.8,275.8,2019-04-28 19,0.0
294.6,294.6,2019-05-03 05,0.0
305.8,305.8,2019-05-07 21,0.0
296.2,296.2,2019-05-03 11,0.0
276.2,276.2,2019-04-23 23,0.0
274.0,274.0,2019-04-23 05,0.0
235.2,392.0,2019-05-09 10,-156.8
164.8,274.6666666666667,2019-05-12 02,-109.86666666666667
300.4,300.4,2019-05-05 10,0.0
301.0,301.0,2019-04-24 06,0.0
297.6,297.6,2019-05-07 22,0.0
275.2,275.2,2019-05-01 09,0.0
280.2,280.2,2019-04-27 15,0.0
291.2,291.2,2019-04-25 11,0.0
285.8,357.25,2019-05-10 06,-71.44999999999999
280.8,280.8,2019-04-26 11,0.0
286.8,286.8,2019-04-29 07,0.0
322.4,322.4,2019-05-06 00,0.0
305.8,305.8,2019-05-09 23,0.0
300.4,300.4,2019-05-05 06,0.0
278.2,278.2,2019-04-30 14,0.0
301.0,301.0,2019-04-24 05,0.0
274.0,274.0,2019-04-23 04,0.0
279.0,279.0,2019-04-28 05,0.0
277.4,277.4,2019-04-25 23,0.0
274.6,274.6,2019-04-23 13,0.0
275.6,275.6,2019-04-28 01,0.0
172.4,215.5,2019-04-24 01,-43.099999999999994
274.2,274.2,2019-04-23 01,0.0
279.2,279.2,2019-04-19 14,0.0
275.6,275.6,2019-04-24 08,0.0
278.2,278.2,2019-04-30 18,0.0
278.6,278.6,2019-04-29 22,0.0
298.0,298.0,2019-05-04 13,0.0
280.2,280.2,2019-04-27 10,0.0
275.4,275.4,2019-04-30 09,0.0
296.4,296.4,2019-04-27 23,0.0
288.4,288.4,2019-04-25 21,0.0
174.6,218.25,2019-05-09 12,-43.650000000000006
275.4,275.4,2019-04-30 08,0.0
313.4,313.4,2019-05-06 06,0.0
275.6,275.6,2019-04-29 08,0.0
304.2,304.2,2019-05-07 20,0.0
275.6,275.6,2019-04-25 06,0.0
281.6,281.6,2019-05-02 09,0.0
285.0,285.0,2019-04-21 08,0.0
301.6,301.6,2019-05-05 20,0.0
278.6,278.6,2019-04-25 16,0.0
300.0,300.0,2019-04-22 04,0.0
286.4,286.4,2019-05-04 20,0.0
288.0,288.0,2019-04-29 20,0.0
295.0,295.0,2019-05-03 10,0.0
286.4,286.4,2019-04-29 05,0.0
274.0,274.0,2019-04-22 08,0.0
300.4,300.4,2019-05-03 02,0.0
283.4,283.4,2019-04-23 15,0.0
298.8,298.8,2019-05-06 12,0.0
308.2,308.2,2019-05-08 03,0.0
317.4,317.4,2019-05-06 08,0.0
287.0,287.0,2019-04-30 06,0.0
279.4,279.4,2019-04-21 09,0.0
291.0,291.0,2019-04-27 02,0.0
309.2,309.2,2019-05-10 02,0.0
278.6,278.6,2019-05-02 20,0.0
275.2,275.2,2019-04-25 02,0.0
295.4,295.4,2019-05-08 04,0.0
277.2,277.2,2019-04-27 01,0.0
290.4,290.4,2019-04-21 16,0.0
286.4,286.4,2019-05-04 15,0.0
295.8,295.8,2019-05-07 06,0.0
280.8,280.8,2019-04-25 01,0.0
279.4,279.4,2019-04-20 17,0.0
280.0,280.0,2019-05-02 02,0.0
278.6,278.6,2019-04-29 13,0.0
280.2,280.2,2019-04-23 20,0.0
281.2,281.2,2019-05-01 08,0.0
300.6,300.6,2019-05-06 23,0.0
274.6,274.6,2019-04-24 00,0.0
304.6,304.6,2019-05-05 05,0.0
280.8,280.8,2019-04-28 15,0.0
305.6,305.6,2019-05-07 17,0.0
280.8,280.8,2019-04-28 22,0.0
278.6,278.6,2019-04-27 19,0.0
283.2,283.2,2019-04-20 16,0.0
276.4,276.4,2019-05-01 16,0.0
303.8,303.8,2019-05-12 05,0.0
275.8,275.8,2019-04-30 04,0.0
279.0,279.0,2019-04-27 22,0.0
267.6,334.5,2019-05-10 10,-66.89999999999998
275.2,275.2,2019-04-24 07,0.0
275.6,275.6,2019-04-29 14,0.0
274.6,274.6,2019-04-23 16,0.0
308.6,308.6,2019-05-09 17,0.0
277.8,277.8,2019-05-01 17,0.0
274.4,274.4,2019-04-20 20,0.0
293.8,293.8,2019-05-10 19,0.0
257.6,322.0,2019-05-02 10,-64.39999999999998
275.2,275.2,2019-04-25 09,0.0
277.4,277.4,2019-04-27 06,0.0
276.4,276.4,2019-05-01 01,0.0
322.4,322.4,2019-05-06 03,0.0
283.6,283.6,2019-05-03 23,0.0
305.2,305.2,2019-05-11 23,0.0
306.8,306.8,2019-05-12 08,0.0
271.0,338.75,2019-05-11 01,-67.75
291.0,291.0,2019-04-21 11,0.0
291.4,291.4,2019-04-27 04,0.0
307.0,307.0,2019-05-11 20,0.0
277.6,277.6,2019-04-26 13,0.0
318.2,318.2,2019-05-07 15,0.0
292.0,292.0,2019-05-05 04,0.0
286.4,286.4,2019-05-04 19,0.0
295.4,295.4,2019-05-08 21,0.0
300.0,300.0,2019-04-20 21,0.0
280.2,280.2,2019-04-29 00,0.0
286.8,286.8,2019-05-03 19,0.0
295.2,295.2,2019-05-09 11,0.0
279.8,279.8,2019-04-21 06,0.0
294.6,294.6,2019-05-10 05,0.0
279.4,279.4,2019-04-22 09,0.0
305.4,305.4,2019-05-11 13,0.0
279.8,279.8,2019-05-02 17,0.0
284.2,284.2,2019-04-26 18,0.0
306.0,306.0,2019-05-10 22,0.0
306.4,306.4,2019-05-10 18,0.0
280.6,280.6,2019-04-24 14,0.0
293.2,293.2,2019-05-12 01,0.0
281.8,281.8,2019-04-28 08,0.0
296.4,296.4,2019-04-28 00,0.0
274.4,274.4,2019-04-23 10,0.0
277.0,277.0,2019-04-30 15,0.0
288.6,288.6,2019-04-26 17,0.0
296.8,296.8,2019-04-30 05,0.0
257.4,321.75,2019-05-01 05,-64.35000000000002
277.2,277.2,2019-05-02 05,0.0
317.8,317.8,2019-05-07 08,0.0
297.4,297.4,2019-05-08 19,0.0
305.4,305.4,2019-05-07 19,0.0
276.4,276.4,2019-04-30 11,0.0
272.8,341.0,2019-05-09 07,-68.19999999999999
279.4,279.4,2019-04-21 04,0.0
253.8,423.0,2019-05-09 05,-169.2
290.4,290.4,2019-05-03 14,0.0
275.2,275.2,2019-04-25 15,0.0
281.2,281.2,2019-04-21 15,0.0
280.8,280.8,2019-04-28 04,0.0
277.6,277.6,2019-05-01 23,0.0
310.0,310.0,2019-05-09 04,0.0
278.6,278.6,2019-05-02 14,0.0
288.8,361.0,2019-05-09 18,-72.19999999999999
171.8,214.75,2019-05-11 11,-42.94999999999999
275.6,275.6,2019-04-25 04,0.0
274.0,274.0,2019-04-22 19,0.0
