hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Grand Hyatt Tampa Bay,http://www.tripadvisor.com/Hotel_Review-g34678-d85885-Reviews-Grand_Hyatt_Tampa_Bay-Tampa_Florida.html,Tampa,3499 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Quality Inn & Suites Near Fairgrounds Ybor City,http://www.tripadvisor.com/Hotel_Review-g34678-d87684-Reviews-Quality_Inn_Suites_Near_Fairgrounds_Ybor_City-Tampa_Florida.html,Tampa,970 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
Sailport Waterfront Suites,http://www.tripadvisor.com/Hotel_Review-g34678-d85901-Reviews-Sailport_Waterfront_Suites-Tampa_Florida.html,Tampa,2233 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
West Wing Boutique Hotel,http://www.tripadvisor.com/Hotel_Review-g34678-d11911141-Reviews-West_Wing_Boutique_Hotel-Tampa_Florida.html,Tampa,241 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
"Country Inn & Suites By Radisson, Tampa Airport North",http://www.tripadvisor.com/Hotel_Review-g34678-d1438759-Reviews-Country_Inn_Suites_By_Radisson_Tampa_Airport_North-Tampa_Florida.html,Tampa,308 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Comfort Suites Tampa Airport North,http://www.tripadvisor.com/Hotel_Review-g34678-d1158905-Reviews-Comfort_Suites_Tampa_Airport_North-Tampa_Florida.html,Tampa,400 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
La Quinta Inn & Suites USF (Near Busch Gardens),http://www.tripadvisor.com/Hotel_Review-g34678-d87687-Reviews-La_Quinta_Inn_Suites_USF_Near_Busch_Gardens-Tampa_Florida.html,Tampa,862 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
La Quinta Inn & Suites Tampa North I-75,http://www.tripadvisor.com/Hotel_Review-g34678-d85919-Reviews-La_Quinta_Inn_Suites_Tampa_North_I_75-Tampa_Florida.html,Tampa,837 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Tampa Marriott Waterside Hotel & Marina,http://www.tripadvisor.com/Hotel_Review-g34678-d223867-Reviews-Tampa_Marriott_Waterside_Hotel_Marina-Tampa_Florida.html,Tampa,3292 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Pool,Restaurant,Visit hotel website"
Holiday Inn Express Hotel & Suites New Tampa I-75 Bruce B. Downs,http://www.tripadvisor.com/Hotel_Review-g34678-d275535-Reviews-Holiday_Inn_Express_Hotel_Suites_New_Tampa_I_75_Bruce_B_Downs-Tampa_Florida.html,Tampa,725 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
