hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Wyndham Atlanta Galleria,http://www.tripadvisor.com/Hotel_Review-g60898-d86155-Reviews-Wyndham_Atlanta_Galleria-Atlanta_Georgia.html,Atlanta,1418 ,,2019/04/02,2019/04/04,,Hotels.com,10,"Free Wifi,Free parking,Visit hotel website"
SpringHill Suites Atlanta Downtown,http://www.tripadvisor.com/Hotel_Review-g60898-d13451617-Reviews-SpringHill_Suites_Atlanta_Downtown-Atlanta_Georgia.html,Atlanta,108 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Breakfast included,Visit hotel website"
The Georgian Terrace Hotel,http://www.tripadvisor.com/Hotel_Review-g60898-d111371-Reviews-The_Georgian_Terrace_Hotel-Atlanta_Georgia.html,Atlanta,2081 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool,Visit hotel website"
Hyatt Place Atlanta/Downtown,http://www.tripadvisor.com/Hotel_Review-g60898-d222995-Reviews-Hyatt_Place_Atlanta_Downtown-Atlanta_Georgia.html,Atlanta,832 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Room service"
Atlanta Marriott Northwest at Galleria,http://www.tripadvisor.com/Hotel_Review-g60898-d86112-Reviews-Atlanta_Marriott_Northwest_at_Galleria-Atlanta_Georgia.html,Atlanta,824 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool,Visit hotel website"
Hampton Inn & Suites Atlanta Perimeter Dunwoody,http://www.tripadvisor.com/Hotel_Review-g60898-d8742580-Reviews-Hampton_Inn_Suites_Atlanta_Perimeter_Dunwoody-Atlanta_Georgia.html,Atlanta,460 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
"The Westin Peachtree Plaza, Atlanta",http://www.tripadvisor.com/Hotel_Review-g60898-d114387-Reviews-The_Westin_Peachtree_Plaza_Atlanta-Atlanta_Georgia.html,Atlanta,3337 ,,2019/04/02,2019/04/04,CHF 449,TripAdvisor,12,"Pool,Restaurant,Visit hotel website"
"Country Inn & Suites By Radisson, Atlanta/Galleria Ballpark, GA",http://www.tripadvisor.com/Hotel_Review-g60898-d79910-Reviews-Country_Inn_Suites_By_Radisson_Atlanta_Galleria_Ballpark_GA-Atlanta_Georgia.html,Atlanta,1160 ,,2019/04/02,2019/04/04,,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn & Suites Atlanta Airport - North,http://www.tripadvisor.com/Hotel_Review-g60898-d86197-Reviews-Holiday_Inn_Suites_Atlanta_Airport_North-Atlanta_Georgia.html,Atlanta,860 ,,2019/04/02,2019/04/04,,Booking.com,7,"Free Wifi,Pool,Visit hotel website"
HYATT house Atlanta/Cobb Galleria,http://www.tripadvisor.com/Hotel_Review-g60898-d4089982-Reviews-HYATT_house_Atlanta_Cobb_Galleria-Atlanta_Georgia.html,Atlanta,825 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Holiday Inn Express & Suites Atlanta Airport West - Camp Creek,http://www.tripadvisor.com/Hotel_Review-g60898-d1657115-Reviews-Holiday_Inn_Express_Suites_Atlanta_Airport_West_Camp_Creek-Atlanta_Georgia.html,Atlanta,996 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Wingate by Wyndham Atlanta/Buckhead,http://www.tripadvisor.com/Hotel_Review-g60898-d223001-Reviews-Wingate_by_Wyndham_Atlanta_Buckhead-Atlanta_Georgia.html,Atlanta,2490 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites by Hilton Atlanta Airport North,http://www.tripadvisor.com/Hotel_Review-g60898-d6885068-Reviews-Homewood_Suites_by_Hilton_Atlanta_Airport_North-Atlanta_Georgia.html,Atlanta,803 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
