hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Super 8 by Wyndham Madison South,http://www.tripadvisor.com/Hotel_Review-g60859-d100939-Reviews-Super_8_by_Wyndham_Madison_South-Madison_Wisconsin.html,Madison,808 ,,2019/04/02,2019/04/04,,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Best Western West Towne Suites,http://www.tripadvisor.com/Hotel_Review-g60859-d72383-Reviews-Best_Western_West_Towne_Suites-Madison_Wisconsin.html,Madison,489 ,,2019/04/02,2019/04/04,,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
AmericInn by Wyndham Madison West,http://www.tripadvisor.com/Hotel_Review-g60859-d100912-Reviews-AmericInn_by_Wyndham_Madison_West-Madison_Wisconsin.html,Madison,727 ,,2019/04/02,2019/04/04,,Expedia.ch,12,"Free Wifi,Free parking"
Comfort Inn Madison - Downtown,http://www.tripadvisor.com/Hotel_Review-g60859-d223232-Reviews-Comfort_Inn_Madison_Downtown-Madison_Wisconsin.html,Madison,291 ,,2019/04/02,2019/04/04,CHF 92,TripAdvisor,11,"Free Wifi,Free parking"
Wyndham Garden Madison Fitchburg,http://www.tripadvisor.com/Hotel_Review-g60859-d225630-Reviews-Wyndham_Garden_Madison_Fitchburg-Madison_Wisconsin.html,Madison,518 ,,2019/04/02,2019/04/04,,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Comfort Suites Madison West,http://www.tripadvisor.com/Hotel_Review-g60859-d124294-Reviews-Comfort_Suites_Madison_West-Madison_Wisconsin.html,Madison,248 ,,2019/04/02,2019/04/04,CHF 85,TripAdvisor,11,"Free Wifi,Free parking"
Best Western East Towne Suites,http://www.tripadvisor.com/Hotel_Review-g60859-d239365-Reviews-Best_Western_East_Towne_Suites-Madison_Wisconsin.html,Madison,774 ,,2019/04/02,2019/04/04,CHF 59,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn and Suites Madison West,http://www.tripadvisor.com/Hotel_Review-g60859-d1176288-Reviews-Hampton_Inn_and_Suites_Madison_West-Madison_Wisconsin.html,Madison,721 ,,2019/04/02,2019/04/04,CHF 129,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites Madison West,http://www.tripadvisor.com/Hotel_Review-g60859-d1200761-Reviews-Homewood_Suites_Madison_West-Madison_Wisconsin.html,Madison,682 ,,2019/04/02,2019/04/04,CHF 147,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn Madison East Towne Mall Area,http://www.tripadvisor.com/Hotel_Review-g60859-d100911-Reviews-Hampton_Inn_Madison_East_Towne_Mall_Area-Madison_Wisconsin.html,Madison,647 ,,2019/04/02,2019/04/04,CHF 134,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Madison at The American Center,http://www.tripadvisor.com/Hotel_Review-g60859-d631240-Reviews-Holiday_Inn_Madison_at_The_American_Center-Madison_Wisconsin.html,Madison,309 ,,2019/04/02,2019/04/04,CHF 138,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Madison,http://www.tripadvisor.com/Hotel_Review-g60859-d1673733-Reviews-Hyatt_Place_Madison-Madison_Wisconsin.html,Madison,864 ,,2019/04/02,2019/04/04,CHF 183,TripAdvisor,11,"Free Wifi,Pool"
