hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Holiday Inn Express & Suites St. Petersburg - Madeira Beach,http://www.tripadvisor.com/Hotel_Review-g34607-d12103491-Reviews-Holiday_Inn_Express_Suites_St_Petersburg_Madeira_Beach-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.111267,219 ,,2019/04/02,2019/04/04,CHF 165,HIExpress.com,10,"Free Wifi,Free parking,Visit hotel website"
Hollander Hotel,http://www.tripadvisor.com/Hotel_Review-g34607-d3784664-Reviews-Hollander_Hotel-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.113109,1682 ,,2019/04/02,2019/04/04,CHF 150,Booking.com,7,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place St. Petersburg / Downtown,http://www.tripadvisor.com/Hotel_Review-g34607-d12904258-Reviews-Hyatt_Place_St_Petersburg_Downtown-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.114920,365 ,,2019/04/02,2019/04/04,CHF 261,roomsXXL.ch,8,"Free Wifi,Pool"
Hilton Saint Petersburg Carillon Park,http://www.tripadvisor.com/Hotel_Review-g34607-d587524-Reviews-Hilton_Saint_Petersburg_Carillon_Park-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.116016,1266 ,,2019/04/02,2019/04/04,CHF 316,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Comfort Inn North,http://www.tripadvisor.com/Hotel_Review-g34607-d622787-Reviews-Comfort_Inn_North-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.117011,349 ,,2019/04/02,2019/04/04,CHF 126,Booking.com,10,"Free Wifi,Free parking"
Dickens House Bed and Breakfast,http://www.tripadvisor.com/Hotel_Review-g34607-d118056-Reviews-Dickens_House_Bed_and_Breakfast-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.117945,228 ,,2019/04/02,2019/04/04,CHF 180,Booking.com,0,"Free Wifi,Free parking"
Hampton Inn and Suites St. Petersburg Downtown,http://www.tripadvisor.com/Hotel_Review-g34607-d275398-Reviews-Hampton_Inn_and_Suites_St_Petersburg_Downtown-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.119017,1238 ,,2019/04/02,2019/04/04,CHF 291,Booking.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Staybridge Suites St. Petersburg Downtown,http://www.tripadvisor.com/Hotel_Review-g34607-d5600008-Reviews-Staybridge_Suites_St_Petersburg_Downtown-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.120057,427 ,,2019/04/02,2019/04/04,CHF 215,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Avalon Hotel,http://www.tripadvisor.com/Hotel_Review-g34607-d3455997-Reviews-Avalon_Hotel-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.121545,430 ,,2019/04/02,2019/04/04,CHF 103,Agoda.com,7,"Free Wifi,Free parking,Visit hotel website"
Comfort Inn & Suites Northeast - Gateway,http://www.tripadvisor.com/Hotel_Review-g34607-d1008621-Reviews-Comfort_Inn_Suites_Northeast_Gateway-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.122477,232 ,,2019/04/02,2019/04/04,CHF 139,Booking.com,10,"Free Wifi,Free parking"
Crystal Bay Hotel,http://www.tripadvisor.com/Hotel_Review-g34607-d8836161-Reviews-Crystal_Bay_Hotel-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.123717,173 ,,2019/04/02,2019/04/04,CHF 142,Booking.com,7,"Free Wifi,Free parking,Visit hotel website"
Watergarden Inn at the Bay,http://www.tripadvisor.com/Hotel_Review-g34607-d118059-Reviews-Watergarden_Inn_at_the_Bay-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.124580,452 ,,2019/04/02,2019/04/04,CHF 175,Hotels.com,0,"Free Wifi,Free parking"
The Inn on Third,http://www.tripadvisor.com/Hotel_Review-g34607-d225130-Reviews-The_Inn_on_Third-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.125516,707 ,,2019/04/02,2019/04/04,CHF 119,Booking.com,8,"Free Wifi,Free parking"
Holiday Inn Express & Suites St. Petersburg - Madeira Beach,http://www.tripadvisor.com/Hotel_Review-g34607-d12103491-Reviews-Holiday_Inn_Express_Suites_St_Petersburg_Madeira_Beach-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.126561,219 ,,2019/04/02,2019/04/04,CHF 165,Expedia.ch,10,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn St. Petersburg West,http://www.tripadvisor.com/Hotel_Review-g34607-d224585-Reviews-Holiday_Inn_St_Petersburg_West-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.127494,912 ,,2019/04/02,2019/04/04,CHF 141,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Beach Drive Inn Bed and Breakfast,http://www.tripadvisor.com/Hotel_Review-g34607-d118054-Reviews-Beach_Drive_Inn_Bed_and_Breakfast-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.128407,157 ,,2019/04/02,2019/04/04,CHF 275,Booking.com,8,"Free Wifi,Free parking"
Hilton St Petersburg Bayfront,http://www.tripadvisor.com/Hotel_Review-g34607-d85775-Reviews-Hilton_St_Petersburg_Bayfront-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.129332,1907 ,,2019/04/02,2019/04/04,CHF 268,Booking.com,13,"Free Wifi,Pool,Visit hotel website"
Ponce De Leon Hotel,http://www.tripadvisor.com/Hotel_Review-g34607-d247715-Reviews-Ponce_De_Leon_Hotel-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.130175,752 ,,2019/04/02,2019/04/04,CHF 101,Booking.com,9,"Free Wifi,Restaurant"
Red Roof Inn Tampa Bay - St. Petersburg,http://www.tripadvisor.com/Hotel_Review-g34607-d85770-Reviews-Red_Roof_Inn_Tampa_Bay_St_Petersburg-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.131146,244 ,,2019/04/02,2019/04/04,CHF 83,Booking.com,12,"Free Wifi,Free parking"
Fairfield Inn & Suites by Marriott St Petersburg North,http://www.tripadvisor.com/Hotel_Review-g34607-d12975892-Reviews-Fairfield_Inn_Suites_by_Marriott_St_Petersburg_North-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.132103,44 ,,2019/04/02,2019/04/04,CHF 219,Booking.com,7,"Free Wifi,Free parking,Visit hotel website"
Days Inn by Wyndham St. Petersburg Central,http://www.tripadvisor.com/Hotel_Review-g34607-d85764-Reviews-Days_Inn_by_Wyndham_St_Petersburg_Central-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.132966,504 ,,2019/04/02,2019/04/04,CHF 112,Expedia.ch,11,"Free Wifi,Free parking,Visit hotel website"
Hotel Indigo,http://www.tripadvisor.com/Hotel_Review-g34607-d1213782-Reviews-Hotel_Indigo-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.133970,587 ,,2019/04/02,2019/04/04,CHF 196,Agoda.com,11,"Free Wifi,Pool,Visit hotel website"
Holiday Inn Express Hotel & Suites St. Petersburg North I-275,http://www.tripadvisor.com/Hotel_Review-g34607-d596137-Reviews-Holiday_Inn_Express_Hotel_Suites_St_Petersburg_North_I_275-St_Petersburg_Florida.html,St. Petersburg,2019-03-20 16:52:14.135864,215 ,,2019/04/02,2019/04/04,CHF 162,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
