hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Austin's Inn at Pearl Street,http://www.tripadvisor.com/Hotel_Review-g30196-d82017-Reviews-Austin_s_Inn_at_Pearl_Street-Austin_Texas.html,Austin,281 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Austin City Hotel,http://www.tripadvisor.com/Hotel_Review-g30196-d109008-Reviews-Best_Western_Plus_Austin_City_Hotel-Austin_Texas.html,Austin,1318 ,,2019/04/02,2019/04/04,CHF 185,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Red Roof PLUS+ Austin - South,http://www.tripadvisor.com/Hotel_Review-g30196-d217732-Reviews-Red_Roof_PLUS_Austin_South-Austin_Texas.html,Austin,494 ,,2019/04/02,2019/04/04,CHF 41,Booking.com,12,"Free Wifi,Free parking"
Kimpton Hotel Van Zandt,http://www.tripadvisor.com/Hotel_Review-g30196-d7740913-Reviews-Kimpton_Hotel_Van_Zandt-Austin_Texas.html,Austin,1018 ,,2019/04/02,2019/04/04,CHF 369,Hotels.com,13,"Pool,Restaurant,Visit hotel website"
Hotel Granduca Austin,http://www.tripadvisor.com/Hotel_Review-g30196-d8792233-Reviews-Hotel_Granduca_Austin-Austin_Texas.html,Austin,466 ,,2019/04/02,2019/04/04,CHF 239,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Sleep Inn & Suites N Austin,http://www.tripadvisor.com/Hotel_Review-g30196-d3263489-Reviews-Sleep_Inn_Suites_N_Austin-Austin_Texas.html,Austin,217 ,,2019/04/02,2019/04/04,CHF 85,Booking.com,10,"Free Wifi,Free parking"
Holiday Inn Express Hotel & Suites Austin NW - Arboretum Area,http://www.tripadvisor.com/Hotel_Review-g30196-d4725731-Reviews-Holiday_Inn_Express_Hotel_Suites_Austin_NW_Arboretum_Area-Austin_Texas.html,Austin,287 ,,2019/04/02,2019/04/04,CHF 177,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Austin at The University/Capitol,http://www.tripadvisor.com/Hotel_Review-g30196-d3523356-Reviews-Hampton_Inn_Suites_Austin_at_The_University_Capitol-Austin_Texas.html,Austin,1607 ,,2019/04/02,2019/04/04,CHF 275,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Holiday Inn Austin Airport,http://www.tripadvisor.com/Hotel_Review-g30196-d6412559-Reviews-Holiday_Inn_Austin_Airport-Austin_Texas.html,Austin,813 ,,2019/04/02,2019/04/04,CHF 162,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Hyatt House Austin Downtown,http://www.tripadvisor.com/Hotel_Review-g30196-d11979869-Reviews-Hyatt_House_Austin_Downtown-Austin_Texas.html,Austin,308 ,,2019/04/02,2019/04/04,CHF 294,Booking.com,9,"Free Wifi,Breakfast included,Visit hotel website"
Fairfield Inn & Suites Austin North/Parmer Lane,http://www.tripadvisor.com/Hotel_Review-g30196-d1573301-Reviews-Fairfield_Inn_Suites_Austin_North_Parmer_Lane-Austin_Texas.html,Austin,484 ,,2019/04/02,2019/04/04,CHF 150,Hotels.com,11,"Free Wifi,Free parking,Visit hotel website"
Super 8 by Wyndham Austin/Airport North,http://www.tripadvisor.com/Hotel_Review-g30196-d1023853-Reviews-Super_8_by_Wyndham_Austin_Airport_North-Austin_Texas.html,Austin,720 ,,2019/04/02,2019/04/04,CHF 81,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Habitat Suites Hotel,http://www.tripadvisor.com/Hotel_Review-g30196-d108969-Reviews-Habitat_Suites_Hotel-Austin_Texas.html,Austin,784 ,,2019/04/02,2019/04/04,CHF 124,Agoda.com,9,"Free Wifi,Free parking"
