hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Radisson Hotel Nashville Airport,http://www.tripadvisor.com/Hotel_Review-g55229-d111961-Reviews-Radisson_Hotel_Nashville_Airport-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,1302 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
TownePlace Suites Nashville Airport,http://www.tripadvisor.com/Hotel_Review-g55229-d2420204-Reviews-TownePlace_Suites_Nashville_Airport-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,554 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Belle Meade Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g55229-d258649-Reviews-Best_Western_Plus_Belle_Meade_Inn_Suites-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,700 ,,2019/04/02,2019/04/04,,Hotels.com,7,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Nashville Airport Hotel,http://www.tripadvisor.com/Hotel_Review-g55229-d223682-Reviews-Best_Western_Plus_Nashville_Airport_Hotel-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,661 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Quality Suites Nashville Airport,http://www.tripadvisor.com/Hotel_Review-g55229-d105628-Reviews-Quality_Suites_Nashville_Airport-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,395 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
Hampton Inn & Suites Nashville @ Opryland,http://www.tripadvisor.com/Hotel_Review-g55229-d1164122-Reviews-Hampton_Inn_Suites_Nashville_Opryland-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,1574 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Drury Inn & Suites Nashville Airport,http://www.tripadvisor.com/Hotel_Review-g55229-d223676-Reviews-Drury_Inn_Suites_Nashville_Airport-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,1263 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking,Visit hotel website"
The Westin Nashville,http://www.tripadvisor.com/Hotel_Review-g55229-d10551712-Reviews-The_Westin_Nashville-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,1831 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool,Visit hotel website"
Hampton Inn & Suites Nashville / Airport,http://www.tripadvisor.com/Hotel_Review-g55229-d105483-Reviews-Hampton_Inn_Suites_Nashville_Airport-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,543 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites by Hilton Nashville-Airport,http://www.tripadvisor.com/Hotel_Review-g55229-d105466-Reviews-Homewood_Suites_by_Hilton_Nashville_Airport-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,1004 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn Bellevue / Nashville-I-40-West,http://www.tripadvisor.com/Hotel_Review-g55229-d105481-Reviews-Hampton_Inn_Bellevue_Nashville_I_40_West-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,728 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Nashville Airport Marriott,http://www.tripadvisor.com/Hotel_Review-g55229-d98188-Reviews-Nashville_Airport_Marriott-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,934 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Pool,Restaurant,Visit hotel website"
Best Western Suites Near Opryland,http://www.tripadvisor.com/Hotel_Review-g55229-d73856-Reviews-Best_Western_Suites_Near_Opryland-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,1261 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Omni Nashville Hotel,http://www.tripadvisor.com/Hotel_Review-g55229-d4551733-Reviews-Omni_Nashville_Hotel-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,6913 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Pool,Restaurant,Visit hotel website"
DoubleTree Suites by Hilton Hotel Nashville Airport,http://www.tripadvisor.com/Hotel_Review-g55229-d98197-Reviews-DoubleTree_Suites_by_Hilton_Hotel_Nashville_Airport-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,317 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Fairfield Inn & Suites Nashville at Opryland,http://www.tripadvisor.com/Hotel_Review-g55229-d105606-Reviews-Fairfield_Inn_Suites_Nashville_at_Opryland-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,442 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Fairfield Inn & Suites Nashville Downtown/The Gulch,http://www.tripadvisor.com/Hotel_Review-g55229-d6015876-Reviews-Fairfield_Inn_Suites_Nashville_Downtown_The_Gulch-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,527 ,,2019/04/02,2019/04/04,,Fairfield Inn,10,"Free Wifi,Breakfast included,Visit hotel website"
Residence Inn Nashville Vanderbilt/West End,http://www.tripadvisor.com/Hotel_Review-g55229-d7715484-Reviews-Residence_Inn_Nashville_Vanderbilt_West_End-Nashville_Davidson_County_Tennessee.html,Nashville-Davidson,274 ,,2019/04/02,2019/04/04,,Booking.com,8,"Free Wifi,Breakfast included,Visit hotel website"
