hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Staybridge Suites Anaheim At The Park,http://www.tripadvisor.com/Hotel_Review-g29092-d10198308-Reviews-Staybridge_Suites_Anaheim_At_The_Park-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.063988,73 ,,2019/04/02,2019/04/04, 173,Staybridge.com,10,"Free Wifi,Breakfast included,Visit hotel website"
Best Western Plus Stovall's Inn,http://www.tripadvisor.com/Hotel_Review-g29092-d75604-Reviews-Best_Western_Plus_Stovall_s_Inn-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.064800,3008 ,,2019/04/02,2019/04/04, 200,Booking.com,13,"Free Wifi,Breakfast included,Visit hotel website"
Hyatt House at Anaheim Resort/Convention Center,http://www.tripadvisor.com/Hotel_Review-g29092-d10259462-Reviews-Hyatt_House_at_Anaheim_Resort_Convention_Center-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.065582,1375 ,,2019/04/02,2019/04/04, 269,Booking.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Kings Inn Anaheim,http://www.tripadvisor.com/Hotel_Review-g29092-d222952-Reviews-Kings_Inn_Anaheim-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.066396,2859 ,,2019/04/02,2019/04/04, 134,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites by Hilton Anaheim Resort – Convention Center,http://www.tripadvisor.com/Hotel_Review-g29092-d8072745-Reviews-Homewood_Suites_by_Hilton_Anaheim_Resort_Convention_Center-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.067202,1756 ,,2019/04/02,2019/04/04, 191,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
"Country Inn & Suites by Radisson, Anaheim, CA",http://www.tripadvisor.com/Hotel_Review-g29092-d11679262-Reviews-Country_Inn_Suites_by_Radisson_Anaheim_CA-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.068112,911 ,,2019/04/02,2019/04/04, 190,Booking.com,5,"Free Wifi,Free parking,Visit hotel website"
Fairfield Inn by Marriott Anaheim Resort,http://www.tripadvisor.com/Hotel_Review-g29092-d113856-Reviews-Fairfield_Inn_by_Marriott_Anaheim_Resort-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.068868,398 ,,2019/04/02,2019/04/04, 234,Agoda.com,15,"Free Wifi,Pool,Visit hotel website"
Hotel Indigo Anaheim,http://www.tripadvisor.com/Hotel_Review-g29092-d75677-Reviews-Hotel_Indigo_Anaheim-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.070111,1461 ,,2019/04/02,2019/04/04, 161,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Castle Inn and Suites,http://www.tripadvisor.com/Hotel_Review-g29092-d75490-Reviews-Castle_Inn_and_Suites-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.071107,1939 ,,2019/04/02,2019/04/04, 178,Booking.com,13,"Free Wifi,Free parking"
Ayres Hotel Anaheim,http://www.tripadvisor.com/Hotel_Review-g29092-d225008-Reviews-Ayres_Hotel_Anaheim-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.071952,2488 ,,2019/04/02,2019/04/04, 123,Booking.com,10,"Free Wifi,Breakfast included,Visit hotel website"
Alpine Inn,http://www.tripadvisor.com/Hotel_Review-g29092-d113858-Reviews-Alpine_Inn-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.072724,1130 ,,2019/04/02,2019/04/04, 140,Booking.com,5,"Free Wifi,Free parking,Visit hotel website"
Wyndham Garden Anaheim,http://www.tripadvisor.com/Hotel_Review-g29092-d78781-Reviews-Wyndham_Garden_Anaheim-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.073414,2146 ,,2019/04/02,2019/04/04, 150,Booking.com,13,"Free Wifi,Free parking"
Tropicana Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g29092-d75784-Reviews-Tropicana_Inn_Suites-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.074056,1236 ,,2019/04/02,2019/04/04, 228,Hotels.com,8,"Free Wifi,Pool"
Hyatt Place at Anaheim Resort/Convention Center,http://www.tripadvisor.com/Hotel_Review-g29092-d6609508-Reviews-Hyatt_Place_at_Anaheim_Resort_Convention_Center-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.074783,1753 ,,2019/04/02,2019/04/04, 169,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Hotel Pepper Tree Boutique Kitchen Studios - Anaheim,http://www.tripadvisor.com/Hotel_Review-g29092-d593856-Reviews-Hotel_Pepper_Tree_Boutique_Kitchen_Studios_Anaheim-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.075743,3456 ,,2019/04/02,2019/04/04, 109,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Staybridge Suites Anaheim - Resort Area,http://www.tripadvisor.com/Hotel_Review-g29092-d223235-Reviews-Staybridge_Suites_Anaheim_Resort_Area-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.076766,858 ,,2019/04/02,2019/04/04, 133,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Candlewood Suites Anaheim - Resort Area,http://www.tripadvisor.com/Hotel_Review-g29092-d10372357-Reviews-Candlewood_Suites_Anaheim_Resort_Area-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.077512,214 ,,2019/04/02,2019/04/04, 126,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
The Anaheim Hotel,http://www.tripadvisor.com/Hotel_Review-g29092-d75532-Reviews-The_Anaheim_Hotel-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.078225,282 ,,2019/04/02,2019/04/04, 189,Booking.com,11,"Pool,Restaurant,Visit hotel website"
Eden Roc Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g29092-d75661-Reviews-Eden_Roc_Inn_Suites-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.078861,756 ,,2019/04/02,2019/04/04, 149,Booking.com,12,"Free Wifi,Free parking"
Stanford Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g29092-d75517-Reviews-Stanford_Inn_Suites-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.079544,2614 ,,2019/04/02,2019/04/04, 116,Booking.com,12,"Free Wifi,Breakfast included"
Anaheim Camelot Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g29092-d225013-Reviews-Anaheim_Camelot_Inn_Suites-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.080151,955 ,,2019/04/02,2019/04/04, 232,Hotels.com,9,"Free Wifi,Pool"
Best Western Plus Anaheim Inn,http://www.tripadvisor.com/Hotel_Review-g29092-d75578-Reviews-Best_Western_Plus_Anaheim_Inn-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.080802,1539 ,,2019/04/02,2019/04/04, 274,ZenHotels.com,10,"Free Wifi,Free parking,Visit hotel website"
Hotel 414 Anaheim,http://www.tripadvisor.com/Hotel_Review-g29092-d280811-Reviews-Hotel_414_Anaheim-Anaheim_California.html,Anaheim,2019-03-20 17:25:20.081469,615 ,,2019/04/02,2019/04/04, 129,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
