hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Homewood Suites by Hilton San Diego Hotel Circle/Sea World Area,http://www.tripadvisor.com/Hotel_Review-g60750-d12140032-Reviews-Homewood_Suites_by_Hilton_San_Diego_Hotel_Circle_Sea_World_Area-San_Diego_California.html,San Diego,367 ,,2019/04/02,2019/04/04,CHF 202,Homewood,9,"Free Wifi,Breakfast included,Visit hotel website"
Red Roof Inn San Diego - Pacific Beach/SeaWorld,http://www.tripadvisor.com/Hotel_Review-g60750-d224494-Reviews-Red_Roof_Inn_San_Diego_Pacific_Beach_SeaWorld-San_Diego_California.html,San Diego,879 ,,2019/04/02,2019/04/04,CHF 84,Expedia.ch,9,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn San Diego/Rancho Bernardo,http://www.tripadvisor.com/Hotel_Review-g60750-d518294-Reviews-Hilton_Garden_Inn_San_Diego_Rancho_Bernardo-San_Diego_California.html,San Diego,851 ,,2019/04/02,2019/04/04,CHF 152,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Found Hotel San Diego,http://www.tripadvisor.com/Hotel_Review-g60750-d549439-Reviews-Found_Hotel_San_Diego-San_Diego_California.html,San Diego,797 ,,2019/04/02,2019/04/04,CHF 109,Agoda.com,8,"Free Wifi,Breakfast included"
Lucky D's Hostel,http://www.tripadvisor.com/Hotel_Review-g60750-d676548-Reviews-Lucky_D_s_Hostel-San_Diego_California.html,San Diego,848 ,,2019/04/02,2019/04/04,CHF 68,Booking.com,7,"Free Wifi,Breakfast included,Visit hotel website"
The Atwood Hotel,http://www.tripadvisor.com/Hotel_Review-g60750-d10124699-Reviews-The_Atwood_Hotel-San_Diego_California.html,San Diego,418 ,,2019/04/02,2019/04/04,CHF 85,Booking.com,10,"Free Wifi,Free parking"
Hostelling International San Diego Downtown,http://www.tripadvisor.com/Hotel_Review-g60750-d115594-Reviews-Hostelling_International_San_Diego_Downtown-San_Diego_California.html,San Diego,382 ,,2019/04/02,2019/04/04,CHF 82,Booking.com,8,"Free Wifi,Breakfast included"
Best Western Lamplighter Inn & Suites at SDSU,http://www.tripadvisor.com/Hotel_Review-g60750-d81352-Reviews-Best_Western_Lamplighter_Inn_Suites_at_SDSU-San_Diego_California.html,San Diego,1084 ,,2019/04/02,2019/04/04,CHF 106,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Island Palms Hotel & Marina,http://www.tripadvisor.com/Hotel_Review-g60750-d79954-Reviews-Best_Western_Plus_Island_Palms_Hotel_Marina-San_Diego_California.html,San Diego,4149 ,,2019/04/02,2019/04/04,CHF 205,Hotels.com,13,"Free Wifi,Pool,Visit hotel website"
Holiday Inn Express San Diego Airport - Old Town,http://www.tripadvisor.com/Hotel_Review-g60750-d79985-Reviews-Holiday_Inn_Express_San_Diego_Airport_Old_Town-San_Diego_California.html,San Diego,1341 ,,2019/04/02,2019/04/04,CHF 150,Agoda.com,11,"Free Wifi,Breakfast included,Visit hotel website"
