hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Comfort Inn Greensboro,http://www.tripadvisor.com/Hotel_Review-g60845-d1583931-Reviews-Comfort_Inn_Greensboro-Greensboro_North_Carolina.html,Greensboro,214 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
"Grandover Resort , Golf, Spa & Conference Center",http://www.tripadvisor.com/Hotel_Review-g60845-d100771-Reviews-Grandover_Resort_Golf_Spa_Conference_Center-Greensboro_North_Carolina.html,Greensboro,475 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Wingate by Wyndham Greensboro,http://www.tripadvisor.com/Hotel_Review-g60845-d225052-Reviews-Wingate_by_Wyndham_Greensboro-Greensboro_North_Carolina.html,Greensboro,1158 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hawthorn Suites by Wyndham Greensboro,http://www.tripadvisor.com/Hotel_Review-g60845-d100813-Reviews-Hawthorn_Suites_by_Wyndham_Greensboro-Greensboro_North_Carolina.html,Greensboro,707 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Greensboro/Coliseum Area,http://www.tripadvisor.com/Hotel_Review-g60845-d75469-Reviews-Best_Western_Plus_Greensboro_Coliseum_Area-Greensboro_North_Carolina.html,Greensboro,409 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
O.Henry Hotel,http://www.tripadvisor.com/Hotel_Review-g60845-d100769-Reviews-O_Henry_Hotel-Greensboro_North_Carolina.html,Greensboro,660 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Holiday Inn Greensboro Coliseum,http://www.tripadvisor.com/Hotel_Review-g60845-d94396-Reviews-Holiday_Inn_Greensboro_Coliseum-Greensboro_North_Carolina.html,Greensboro,131 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
SpringHill Suites by Marriott Greensboro,http://www.tripadvisor.com/Hotel_Review-g60845-d300064-Reviews-SpringHill_Suites_by_Marriott_Greensboro-Greensboro_North_Carolina.html,Greensboro,465 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Greensboro,http://www.tripadvisor.com/Hotel_Review-g60845-d100814-Reviews-Hyatt_Place_Greensboro-Greensboro_North_Carolina.html,Greensboro,679 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Greensboro-High Point Marriott Airport,http://www.tripadvisor.com/Hotel_Review-g60845-d94379-Reviews-Greensboro_High_Point_Marriott_Airport-Greensboro_North_Carolina.html,Greensboro,505 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Greensboro/Coliseum Area,http://www.tripadvisor.com/Hotel_Review-g60845-d3345974-Reviews-Hampton_Inn_Suites_Greensboro_Coliseum_Area-Greensboro_North_Carolina.html,Greensboro,1317 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Proximity Hotel,http://www.tripadvisor.com/Hotel_Review-g60845-d678329-Reviews-Proximity_Hotel-Greensboro_North_Carolina.html,Greensboro,577 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
The Biltmore Greensboro,http://www.tripadvisor.com/Hotel_Review-g60845-d94411-Reviews-The_Biltmore_Greensboro-Greensboro_North_Carolina.html,Greensboro,513 ,,2019/04/02,2019/04/04,,TripAdvisor,5,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Express & Suites Greensboro Airport,http://www.tripadvisor.com/Hotel_Review-g60845-d1237075-Reviews-Holiday_Inn_Express_Suites_Greensboro_Airport-Greensboro_North_Carolina.html,Greensboro,137 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Greensboro,http://www.tripadvisor.com/Hotel_Review-g60845-d634238-Reviews-Hilton_Garden_Inn_Greensboro-Greensboro_North_Carolina.html,Greensboro,664 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn & Suites Greensboro,http://www.tripadvisor.com/Hotel_Review-g60845-d100788-Reviews-La_Quinta_Inn_Suites_Greensboro-Greensboro_North_Carolina.html,Greensboro,639 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Hilton Garden Inn Greensboro Airport,http://www.tripadvisor.com/Hotel_Review-g60845-d10076470-Reviews-Hilton_Garden_Inn_Greensboro_Airport-Greensboro_North_Carolina.html,Greensboro,342 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Home2 Suites by Hilton Greensboro Airport,http://www.tripadvisor.com/Hotel_Review-g60845-d6405900-Reviews-Home2_Suites_by_Hilton_Greensboro_Airport-Greensboro_North_Carolina.html,Greensboro,426 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Drury Inn & Suites Greensboro,http://www.tripadvisor.com/Hotel_Review-g60845-d100809-Reviews-Drury_Inn_Suites_Greensboro-Greensboro_North_Carolina.html,Greensboro,389 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Fairfield Inn & Suites by Marriott Greensboro Wendover,http://www.tripadvisor.com/Hotel_Review-g60845-d647580-Reviews-Fairfield_Inn_Suites_by_Marriott_Greensboro_Wendover-Greensboro_North_Carolina.html,Greensboro,230 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Fairfield Inn Greensboro Airport,http://www.tripadvisor.com/Hotel_Review-g60845-d276154-Reviews-Fairfield_Inn_Greensboro_Airport-Greensboro_North_Carolina.html,Greensboro,237 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
The Twin Lakes Lodge,http://www.tripadvisor.com/Hotel_Review-g60845-d649847-Reviews-The_Twin_Lakes_Lodge-Greensboro_North_Carolina.html,Greensboro,127 ,,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Free parking"
Quality Inn and Suites Airpark East,http://www.tripadvisor.com/Hotel_Review-g60845-d100774-Reviews-Quality_Inn_and_Suites_Airpark_East-Greensboro_North_Carolina.html,Greensboro,316 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Sheraton Greensboro at Four Seasons,http://www.tripadvisor.com/Hotel_Review-g60845-d219668-Reviews-Sheraton_Greensboro_at_Four_Seasons-Greensboro_North_Carolina.html,Greensboro,423 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking,Visit hotel website"
Embassy Suites by Hilton Greensboro - Airport,http://www.tripadvisor.com/Hotel_Review-g60845-d94377-Reviews-Embassy_Suites_by_Hilton_Greensboro_Airport-Greensboro_North_Carolina.html,Greensboro,1031 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Breakfast included,Pool,Visit hotel website"
Greensboro Marriott Downtown,http://www.tripadvisor.com/Hotel_Review-g60845-d100770-Reviews-Greensboro_Marriott_Downtown-Greensboro_North_Carolina.html,Greensboro,469 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Pool,Restaurant,Visit hotel website"
Hampton Inn Greensboro Airport,http://www.tripadvisor.com/Hotel_Review-g60845-d100783-Reviews-Hampton_Inn_Greensboro_Airport-Greensboro_North_Carolina.html,Greensboro,673 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
DoubleTree by Hilton Hotel Greensboro,http://www.tripadvisor.com/Hotel_Review-g60845-d94389-Reviews-DoubleTree_by_Hilton_Hotel_Greensboro-Greensboro_North_Carolina.html,Greensboro,954 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Red Roof Inn Greensboro Coliseum,http://www.tripadvisor.com/Hotel_Review-g60845-d94403-Reviews-Red_Roof_Inn_Greensboro_Coliseum-Greensboro_North_Carolina.html,Greensboro,284 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Holiday Inn Express Greensboro-Wendover,http://www.tripadvisor.com/Hotel_Review-g60845-d94392-Reviews-Holiday_Inn_Express_Greensboro_Wendover-Greensboro_North_Carolina.html,Greensboro,222 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
