hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Trump International Hotel Waikiki,http://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html,Honolulu,3381 ,,2019/04/02,2019/04/04,,Booking.com,13,"Free Wifi,Pool,Visit hotel website"
Hyatt Centric Waikiki Beach,http://www.tripadvisor.com/Hotel_Review-g60982-d10728599-Reviews-Hyatt_Centric_Waikiki_Beach-Honolulu_Oahu_Hawaii.html,Honolulu,831 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Pool,Visit hotel website"
Ilima Hotel,http://www.tripadvisor.com/Hotel_Review-g60982-d87024-Reviews-Ilima_Hotel-Honolulu_Oahu_Hawaii.html,Honolulu,1030 ,,2019/04/02,2019/04/04,CHF 135,Booking.com,13,"Free Wifi,Free parking,Visit hotel website"
Hilton Waikiki Beach,http://www.tripadvisor.com/Hotel_Review-g60982-d209422-Reviews-Hilton_Waikiki_Beach-Honolulu_Oahu_Hawaii.html,Honolulu,5159 ,,2019/04/02,2019/04/04,,TripAdvisor,14,"Pool,Restaurant,Visit hotel website"
Lotus Honolulu at Diamond Head,http://www.tripadvisor.com/Hotel_Review-g60982-d90108-Reviews-Lotus_Honolulu_at_Diamond_Head-Honolulu_Oahu_Hawaii.html,Honolulu,1194 ,,2019/04/02,2019/04/04,CHF 197,Booking.com,13,"Free Wifi,Visit hotel website"
The Beach Waikiki Boutique Hostel,http://www.tripadvisor.com/Hotel_Review-g60982-d3686316-Reviews-The_Beach_Waikiki_Boutique_Hostel-Honolulu_Oahu_Hawaii.html,Honolulu,414 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Breakfast included"
Wyndham Royal Garden at Waikiki,http://www.tripadvisor.com/Hotel_Review-g60982-d146826-Reviews-Wyndham_Royal_Garden_at_Waikiki-Honolulu_Oahu_Hawaii.html,Honolulu,612 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Pool,Visit hotel website"
Royal Grove Hotel,http://www.tripadvisor.com/Hotel_Review-g60982-d87097-Reviews-Royal_Grove_Hotel-Honolulu_Oahu_Hawaii.html,Honolulu,432 ,,2019/04/02,2019/04/04,,TripAdvisor,6,"Pool,Free Internet,Visit hotel website"
Hyatt Place Waikiki Beach,http://www.tripadvisor.com/Hotel_Review-g60982-d87040-Reviews-Hyatt_Place_Waikiki_Beach-Honolulu_Oahu_Hawaii.html,Honolulu,3890 ,,2019/04/02,2019/04/04,,TripAdvisor,14,"Free Wifi,Pool,Visit hotel website"
The Equus,http://www.tripadvisor.com/Hotel_Review-g60982-d87008-Reviews-The_Equus-Honolulu_Oahu_Hawaii.html,Honolulu,1678 ,,2019/04/02,2019/04/04,,TripAdvisor,13,"Free Wifi,Pool"
"The Laylow, Autograph Collection",http://www.tripadvisor.com/Hotel_Review-g60982-d86969-Reviews-The_Laylow_Autograph_Collection-Honolulu_Oahu_Hawaii.html,Honolulu,511 ,,2019/04/02,2019/04/04,,TripAdvisor,14,"Free Wifi,Restaurant,Visit hotel website"
