hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hawthorn Suites by Wyndham Corpus Christi Padre Is,http://www.tripadvisor.com/Hotel_Review-g60927-d624731-Reviews-Hawthorn_Suites_by_Wyndham_Corpus_Christi_Padre_Is-Corpus_Christi_Texas.html,Corpus Christi,603 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Best Western Padre Island,http://www.tripadvisor.com/Hotel_Review-g60927-d107579-Reviews-Best_Western_Padre_Island-Corpus_Christi_Texas.html,Corpus Christi,369 ,,2019/04/02,2019/04/04,CHF 85,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Embassy Suites by HIlton Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d98566-Reviews-Embassy_Suites_by_HIlton_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,914 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
"Country Inn & Suites by Radisson, Corpus Christi, TX",http://www.tripadvisor.com/Hotel_Review-g60927-d107558-Reviews-Country_Inn_Suites_by_Radisson_Corpus_Christi_TX-Corpus_Christi_Texas.html,Corpus Christi,427 ,,2019/04/02,2019/04/04,CHF 89,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d7383427-Reviews-Hampton_Inn_Suites_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,424 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Omni Corpus Christi Hotel,http://www.tripadvisor.com/Hotel_Review-g60927-d98580-Reviews-Omni_Corpus_Christi_Hotel-Corpus_Christi_Texas.html,Corpus Christi,3479 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Pool,Restaurant,Visit hotel website"
Hotel DeVille,http://www.tripadvisor.com/Hotel_Review-g60927-d4497104-Reviews-Hotel_DeVille-Corpus_Christi_Texas.html,Corpus Christi,112 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
SpringHill Suites Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d5555135-Reviews-SpringHill_Suites_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,294 ,,2019/04/02,2019/04/04,CHF 176,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Corpus Christi I-37 - Navigation Blvd.,http://www.tripadvisor.com/Hotel_Review-g60927-d1136864-Reviews-Hampton_Inn_Suites_Corpus_Christi_I_37_Navigation_Blvd-Corpus_Christi_Texas.html,Corpus Christi,345 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Capri Beach Hotel,http://www.tripadvisor.com/Hotel_Review-g60927-d7621665-Reviews-Capri_Beach_Hotel-Corpus_Christi_Texas.html,Corpus Christi,108 ,,2019/04/02,2019/04/04,CHF 99,TripAdvisor,7,"Free Wifi,Free parking"
Staybridge Suites Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d1382753-Reviews-Staybridge_Suites_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,291 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Best Western Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d98574-Reviews-Best_Western_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,1005 ,,2019/04/02,2019/04/04,CHF 104,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Residence Inn Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d107490-Reviews-Residence_Inn_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,196 ,,2019/04/02,2019/04/04,CHF 189,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hawthorn Suites by Wyndham Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d225342-Reviews-Hawthorn_Suites_by_Wyndham_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,573 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d657130-Reviews-Hilton_Garden_Inn_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,684 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Fairfield Inn & Suites Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d107629-Reviews-Fairfield_Inn_Suites_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,206 ,,2019/04/02,2019/04/04,CHF 99,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn Corpus Christi - Northwest I-37,http://www.tripadvisor.com/Hotel_Review-g60927-d446407-Reviews-Hampton_Inn_Corpus_Christi_Northwest_I_37-Corpus_Christi_Texas.html,Corpus Christi,243 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d3580996-Reviews-Hyatt_Place_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,598 ,,2019/04/02,2019/04/04,CHF 141,TripAdvisor,9,"Free Wifi,Free parking"
Multi-Resorts at Puente Vista,http://www.tripadvisor.com/Hotel_Review-g60927-d5512785-Reviews-Multi_Resorts_at_Puente_Vista-Corpus_Christi_Texas.html,Corpus Christi,87 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Courtyard Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d674370-Reviews-Courtyard_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,184 ,,2019/04/02,2019/04/04,CHF 170,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Best Western Northwest Corpus Christi Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g60927-d225340-Reviews-Best_Western_Northwest_Corpus_Christi_Inn_Suites-Corpus_Christi_Texas.html,Corpus Christi,118 ,,2019/04/02,2019/04/04,CHF 115,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Comfort Suites Near Texas A&M - Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d1025923-Reviews-Comfort_Suites_Near_Texas_A_M_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,114 ,,2019/04/02,2019/04/04,CHF 78,TripAdvisor,9,"Free Wifi,Free parking"
La Quinta Inn & Suites Corpus Christi Airport,http://www.tripadvisor.com/Hotel_Review-g60927-d646002-Reviews-La_Quinta_Inn_Suites_Corpus_Christi_Airport-Corpus_Christi_Texas.html,Corpus Christi,196 ,,2019/04/02,2019/04/04,CHF 114,TripAdvisor,8,"Free Wifi,Free parking"
Homewood Suites by Hilton Corpus Christi,http://www.tripadvisor.com/Hotel_Review-g60927-d472262-Reviews-Homewood_Suites_by_Hilton_Corpus_Christi-Corpus_Christi_Texas.html,Corpus Christi,449 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Breakfast included,Visit hotel website"
Holiday Inn Express & Suites Corpus Christi North,http://www.tripadvisor.com/Hotel_Review-g60927-d2052494-Reviews-Holiday_Inn_Express_Suites_Corpus_Christi_North-Corpus_Christi_Texas.html,Corpus Christi,106 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Corpus Christi Downtown Marina,http://www.tripadvisor.com/Hotel_Review-g60927-d460033-Reviews-Holiday_Inn_Corpus_Christi_Downtown_Marina-Corpus_Christi_Texas.html,Corpus Christi,511 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool,Visit hotel website"
