hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hampton Inn & Suites Oklahoma City / Bricktown,http://www.tripadvisor.com/Hotel_Review-g51560-d1163620-Reviews-Hampton_Inn_Suites_Oklahoma_City_Bricktown-Oklahoma_City_Oklahoma.html,Oklahoma City,1314 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Breakfast included,Visit hotel website"
21c Museum Hotel Oklahoma City,http://www.tripadvisor.com/Hotel_Review-g51560-d10128409-Reviews-21c_Museum_Hotel_Oklahoma_City-Oklahoma_City_Oklahoma.html,Oklahoma City,848 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Restaurant"
Colcord Hotel,http://www.tripadvisor.com/Hotel_Review-g51560-d633673-Reviews-Colcord_Hotel-Oklahoma_City_Oklahoma.html,Oklahoma City,1180 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Restaurant,Visit hotel website"
The Skirvin Hilton Oklahoma City,http://www.tripadvisor.com/Hotel_Review-g51560-d635098-Reviews-The_Skirvin_Hilton_Oklahoma_City-Oklahoma_City_Oklahoma.html,Oklahoma City,1841 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool,Visit hotel website"
Best Western Plus Saddleback Inn & Conference Center,http://www.tripadvisor.com/Hotel_Review-g51560-d95732-Reviews-Best_Western_Plus_Saddleback_Inn_Conference_Center-Oklahoma_City_Oklahoma.html,Oklahoma City,1066 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Express & Suites Oklahoma City Mid - Airport Area,http://www.tripadvisor.com/Hotel_Review-g51560-d7307266-Reviews-Holiday_Inn_Express_Suites_Oklahoma_City_Mid_Airport_Area-Oklahoma_City_Oklahoma.html,Oklahoma City,182 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Memorial Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g51560-d498886-Reviews-Best_Western_Plus_Memorial_Inn_Suites-Oklahoma_City_Oklahoma.html,Oklahoma City,421 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Express & Suites Oklahoma City Downtown - Bricktown,http://www.tripadvisor.com/Hotel_Review-g51560-d7180177-Reviews-Holiday_Inn_Express_Suites_Oklahoma_City_Downtown_Bricktown-Oklahoma_City_Oklahoma.html,Oklahoma City,355 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Breakfast included,Visit hotel website"
La Quinta Inn & Suites Oklahoma City - NW Expwy,http://www.tripadvisor.com/Hotel_Review-g51560-d101843-Reviews-La_Quinta_Inn_Suites_Oklahoma_City_NW_Expwy-Oklahoma_City_Oklahoma.html,Oklahoma City,526 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Hampton Inn Oklahoma City Northeast,http://www.tripadvisor.com/Hotel_Review-g51560-d10584846-Reviews-Hampton_Inn_Oklahoma_City_Northeast-Oklahoma_City_Oklahoma.html,Oklahoma City,226 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
