hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hampton Inn & Suites Birmingham Downtown - The Tutwiler,http://www.tripadvisor.com/Hotel_Review-g30375-d1035861-Reviews-Hampton_Inn_Suites_Birmingham_Downtown_The_Tutwiler-Birmingham_Alabama.html,Birmingham,1306 ,,2019/04/02,2019/04/04,CHF 119,TripAdvisor,11,"Free Wifi,Breakfast included,Visit hotel website"
Drury Inn & Suites Birmingham Grandview,http://www.tripadvisor.com/Hotel_Review-g30375-d224905-Reviews-Drury_Inn_Suites_Birmingham_Grandview-Birmingham_Alabama.html,Birmingham,758 ,,2019/04/02,2019/04/04,CHF 92,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
"Redmont Hotel Birmingham, Curio Collection by Hilton",http://www.tripadvisor.com/Hotel_Review-g30375-d72334-Reviews-Redmont_Hotel_Birmingham_Curio_Collection_by_Hilton-Birmingham_Alabama.html,Birmingham,671 ,,2019/04/02,2019/04/04,CHF 134,TripAdvisor,12,"Free Wifi,Restaurant,Visit hotel website"
Best Western Plus Carlton Suites,http://www.tripadvisor.com/Hotel_Review-g30375-d224902-Reviews-Best_Western_Plus_Carlton_Suites-Birmingham_Alabama.html,Birmingham,980 ,,2019/04/02,2019/04/04,CHF 82,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
"Elyton Hotel, Autograph Collection",http://www.tripadvisor.com/Hotel_Review-g30375-d10796555-Reviews-Elyton_Hotel_Autograph_Collection-Birmingham_Alabama.html,Birmingham,136 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Restaurant,Visit hotel website"
Drury Inn & Suites Birmingham Lakeshore Drive,http://www.tripadvisor.com/Hotel_Review-g30375-d320129-Reviews-Drury_Inn_Suites_Birmingham_Lakeshore_Drive-Birmingham_Alabama.html,Birmingham,536 ,,2019/04/02,2019/04/04,CHF 115,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Renaissance Birmingham Ross Bridge Golf Resort & Spa,http://www.tripadvisor.com/Hotel_Review-g30375-d550881-Reviews-Renaissance_Birmingham_Ross_Bridge_Golf_Resort_Spa-Birmingham_Alabama.html,Birmingham,803 ,,2019/04/02,2019/04/04,CHF 179,TripAdvisor,9,"Free parking,Pool,Visit hotel website"
Embassy Suites by Hilton Birmingham-Hoover,http://www.tripadvisor.com/Hotel_Review-g30375-d1484277-Reviews-Embassy_Suites_by_Hilton_Birmingham_Hoover-Birmingham_Alabama.html,Birmingham,982 ,,2019/04/02,2019/04/04,CHF 129,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
The Westin Birmingham,http://www.tripadvisor.com/Hotel_Review-g30375-d3359527-Reviews-The_Westin_Birmingham-Birmingham_Alabama.html,Birmingham,512 ,,2019/04/02,2019/04/04,CHF 201,TripAdvisor,11,"Pool,Restaurant,Visit hotel website"
Hampton Inn & Suites Birmingham/280 East-Eagle Point,http://www.tripadvisor.com/Hotel_Review-g30375-d2018754-Reviews-Hampton_Inn_Suites_Birmingham_280_East_Eagle_Point-Birmingham_Alabama.html,Birmingham,673 ,,2019/04/02,2019/04/04,CHF 152,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
