hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Bespoke Inn Scottsdale,http://www.tripadvisor.com/Hotel_Review-g31350-d3581223-Reviews-Bespoke_Inn_Scottsdale-Scottsdale_Arizona.html,Scottsdale,149 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn & Suites Phoenix Scottsdale,http://www.tripadvisor.com/Hotel_Review-g31350-d74467-Reviews-La_Quinta_Inn_Suites_Phoenix_Scottsdale-Scottsdale_Arizona.html,Scottsdale,883 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking"
Scottsdale Villa Mirage,http://www.tripadvisor.com/Hotel_Review-g31350-d240035-Reviews-Scottsdale_Villa_Mirage-Scottsdale_Arizona.html,Scottsdale,510 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking"
Days Inn & Suites by Wyndham Scottsdale North,http://www.tripadvisor.com/Hotel_Review-g31350-d74187-Reviews-Days_Inn_Suites_by_Wyndham_Scottsdale_North-Scottsdale_Arizona.html,Scottsdale,716 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Sleep Inn at North Scottsdale Road,http://www.tripadvisor.com/Hotel_Review-g31350-d74453-Reviews-Sleep_Inn_at_North_Scottsdale_Road-Scottsdale_Arizona.html,Scottsdale,315 ,,2019/04/02,2019/04/04,CHF 128,TripAdvisor,10,"Free Wifi,Free parking"
Holiday Inn Express Hotel and Suites Scottsdale - Old Town,http://www.tripadvisor.com/Hotel_Review-g31350-d265933-Reviews-Holiday_Inn_Express_Hotel_and_Suites_Scottsdale_Old_Town-Scottsdale_Arizona.html,Scottsdale,976 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Scottsdale North/Perimeter Center,http://www.tripadvisor.com/Hotel_Review-g31350-d550041-Reviews-Hilton_Garden_Inn_Scottsdale_North_Perimeter_Center-Scottsdale_Arizona.html,Scottsdale,540 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Scottsdale/Old Town,http://www.tripadvisor.com/Hotel_Review-g31350-d74446-Reviews-Hyatt_Place_Scottsdale_Old_Town-Scottsdale_Arizona.html,Scottsdale,897 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Sundial,http://www.tripadvisor.com/Hotel_Review-g31350-d1431092-Reviews-Sundial-Scottsdale_Arizona.html,Scottsdale,747 ,,2019/04/02,2019/04/04,CHF 192,TripAdvisor,13,"Free Wifi,Breakfast included,Visit hotel website"
Hampton Inn & Suites Phoenix/Scottsdale on Shea Boulevard,http://www.tripadvisor.com/Hotel_Review-g31350-d119357-Reviews-Hampton_Inn_Suites_Phoenix_Scottsdale_on_Shea_Boulevard-Scottsdale_Arizona.html,Scottsdale,94 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Club Vacations Scottsdale Resort,http://www.tripadvisor.com/Hotel_Review-g31350-d74154-Reviews-Holiday_Inn_Club_Vacations_Scottsdale_Resort-Scottsdale_Arizona.html,Scottsdale,258 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Scottsdale Plaza Resort,http://www.tripadvisor.com/Hotel_Review-g31350-d115489-Reviews-Scottsdale_Plaza_Resort-Scottsdale_Arizona.html,Scottsdale,3068 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
The Scottsdale Resort at McCormick Ranch,http://www.tripadvisor.com/Hotel_Review-g31350-d278000-Reviews-The_Scottsdale_Resort_at_McCormick_Ranch-Scottsdale_Arizona.html,Scottsdale,2242 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
HYATT house Scottsdale/Old Town,http://www.tripadvisor.com/Hotel_Review-g31350-d217192-Reviews-HYATT_house_Scottsdale_Old_Town-Scottsdale_Arizona.html,Scottsdale,891 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
The McCormick Scottsdale,http://www.tripadvisor.com/Hotel_Review-g31350-d209396-Reviews-The_McCormick_Scottsdale-Scottsdale_Arizona.html,Scottsdale,358 ,,2019/04/02,2019/04/04,,Booking.com,12,"Free Wifi,Free parking"
Hampton Inn & Suites Scottsdale/Riverwalk,http://www.tripadvisor.com/Hotel_Review-g31350-d2554318-Reviews-Hampton_Inn_Suites_Scottsdale_Riverwalk-Scottsdale_Arizona.html,Scottsdale,691 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
