hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Home2 Suites by Hilton Dallas North Park,http://www.tripadvisor.com/Hotel_Review-g55711-d12876986-Reviews-Home2_Suites_by_Hilton_Dallas_North_Park-Dallas_Texas.html,Dallas,81 ,,2019/04/02,2019/04/04,CHF 125,Home2.com,10,"Free Wifi,Free parking,Visit hotel website"
Magnolia Hotel Dallas-Park Cities,http://www.tripadvisor.com/Hotel_Review-g55711-d98694-Reviews-Magnolia_Hotel_Dallas_Park_Cities-Dallas_Texas.html,Dallas,989 ,,2019/04/02,2019/04/04,CHF 128,Booking.com,13,"Free Wifi,Free parking"
Fairmont Dallas,http://www.tripadvisor.com/Hotel_Review-g55711-d98606-Reviews-Fairmont_Dallas-Dallas_Texas.html,Dallas,2561 ,,2019/04/02,2019/04/04,CHF 303,Expedia.ch,12,"Pool,Restaurant,Visit hotel website"
Hyatt Regency Dallas,http://www.tripadvisor.com/Hotel_Review-g55711-d98679-Reviews-Hyatt_Regency_Dallas-Dallas_Texas.html,Dallas,5078 ,,2019/04/02,2019/04/04,CHF 426,roomsXXL.ch,11,"Free Wifi,Pool,Visit hotel website"
Omni Dallas Hotel,http://www.tripadvisor.com/Hotel_Review-g55711-d2192761-Reviews-Omni_Dallas_Hotel-Dallas_Texas.html,Dallas,8106 ,,2019/04/02,2019/04/04,CHF 379,Hotels.com,11,"Pool,Restaurant,Visit hotel website"
Magnolia Hotel Dallas Downtown,http://www.tripadvisor.com/Hotel_Review-g55711-d109413-Reviews-Magnolia_Hotel_Dallas_Downtown-Dallas_Texas.html,Dallas,3600 ,,2019/04/02,2019/04/04,CHF 257,Booking.com,11,"Free Wifi,Restaurant,Visit hotel website"
La Quinta Inn & Suites Dallas - Addison Galleria,http://www.tripadvisor.com/Hotel_Review-g55711-d109571-Reviews-La_Quinta_Inn_Suites_Dallas_Addison_Galleria-Dallas_Texas.html,Dallas,796 ,,2019/04/02,2019/04/04,CHF 89,Booking.com,8,"Free Wifi,Free parking"
Days Inn by Wyndham Market Center Dallas Love Field,http://www.tripadvisor.com/Hotel_Review-g55711-d98713-Reviews-Days_Inn_by_Wyndham_Market_Center_Dallas_Love_Field-Dallas_Texas.html,Dallas,825 ,,2019/04/02,2019/04/04,CHF 66,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Warwick Melrose - Dallas,http://www.tripadvisor.com/Hotel_Review-g55711-d98727-Reviews-Warwick_Melrose_Dallas-Dallas_Texas.html,Dallas,1221 ,,2019/04/02,2019/04/04,CHF 223,Hotels.com,12,"Free Wifi,Restaurant,Visit hotel website"
Hyatt Regency DFW,http://www.tripadvisor.com/Hotel_Review-g55711-d585414-Reviews-Hyatt_Regency_DFW-Dallas_Texas.html,Dallas,3103 ,,2019/04/02,2019/04/04,CHF 249,Booking.com,12,"Free Wifi,Pool"
Hampton Inn & Suites Dallas Downtown,http://www.tripadvisor.com/Hotel_Review-g55711-d8574014-Reviews-Hampton_Inn_Suites_Dallas_Downtown-Dallas_Texas.html,Dallas,578 ,,2019/04/02,2019/04/04,CHF 157,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Hotel ZaZa Dallas,http://www.tripadvisor.com/Hotel_Review-g55711-d259593-Reviews-Hotel_ZaZa_Dallas-Dallas_Texas.html,Dallas,1353 ,,2019/04/02,2019/04/04,CHF 340,Booking.com,8,"Free Wifi,Pool,Visit hotel website"
Hotel Indigo Dallas Downtown,http://www.tripadvisor.com/Hotel_Review-g55711-d98609-Reviews-Hotel_Indigo_Dallas_Downtown-Dallas_Texas.html,Dallas,1070 ,,2019/04/02,2019/04/04,CHF 153,Booking.com,11,"Free Wifi,Restaurant,Visit hotel website"
La Quinta Inn & Suites Dallas Love Field,http://www.tripadvisor.com/Hotel_Review-g55711-d2280220-Reviews-La_Quinta_Inn_Suites_Dallas_Love_Field-Dallas_Texas.html,Dallas,1040 ,,2019/04/02,2019/04/04,CHF 96,Booking.com,10,"Free Wifi,Free parking"
Canvas Hotel Dallas,http://www.tripadvisor.com/Hotel_Review-g55711-d3432111-Reviews-Canvas_Hotel_Dallas-Dallas_Texas.html,Dallas,697 ,,2019/04/02,2019/04/04,CHF 167,Booking.com,5,"Free Wifi,Free parking,Visit hotel website"
Hotel Crescent Court,http://www.tripadvisor.com/Hotel_Review-g55711-d98629-Reviews-Hotel_Crescent_Court-Dallas_Texas.html,Dallas,744 ,,2019/04/02,2019/04/04,CHF 377,Hotels.com,11,"Free Wifi,Pool"
The Westin Galleria Dallas,http://www.tripadvisor.com/Hotel_Review-g55711-d98728-Reviews-The_Westin_Galleria_Dallas-Dallas_Texas.html,Dallas,1405 ,,2019/04/02,2019/04/04,CHF 287,Booking.com,11,"Pool,Restaurant,Visit hotel website"
"The Highland Dallas, Curio Collection by Hilton",http://www.tripadvisor.com/Hotel_Review-g55711-d602600-Reviews-The_Highland_Dallas_Curio_Collection_by_Hilton-Dallas_Texas.html,Dallas,619 ,,2019/04/02,2019/04/04,CHF 194,Booking.com,10,"Free Wifi,Pool,Visit hotel website"
Grand Hyatt DFW,http://www.tripadvisor.com/Hotel_Review-g55711-d122703-Reviews-Grand_Hyatt_DFW-Dallas_Texas.html,Dallas,2663 ,,2019/04/02,2019/04/04,CHF 259,Booking.com,9,"Free Wifi,Pool,Visit hotel website"
Candlewood Suites - Dallas Market Center,http://www.tripadvisor.com/Hotel_Review-g55711-d109404-Reviews-Candlewood_Suites_Dallas_Market_Center-Dallas_Texas.html,Dallas,275 ,,2019/04/02,2019/04/04,CHF 90,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Dallas - Central Expy North Park Area,http://www.tripadvisor.com/Hotel_Review-g55711-d10533333-Reviews-Hampton_Inn_Suites_Dallas_Central_Expy_North_Park_Area-Dallas_Texas.html,Dallas,247 ,,2019/04/02,2019/04/04,CHF 100,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites by Hilton Dallas Downtown,http://www.tripadvisor.com/Hotel_Review-g55711-d4355476-Reviews-Homewood_Suites_by_Hilton_Dallas_Downtown-Dallas_Texas.html,Dallas,1027 ,,2019/04/02,2019/04/04,CHF 166,Booking.com,10,"Free Wifi,Breakfast included,Visit hotel website"
The Lumen,http://www.tripadvisor.com/Hotel_Review-g55711-d109345-Reviews-The_Lumen-Dallas_Texas.html,Dallas,435 ,,2019/04/02,2019/04/04,CHF 254,Booking.com,7,"Free Wifi,Pool"
Hyatt Place Dallas-North,http://www.tripadvisor.com/Hotel_Review-g55711-d122699-Reviews-Hyatt_Place_Dallas_North-Dallas_Texas.html,Dallas,588 ,,2019/04/02,2019/04/04,CHF 121,Booking.com,11,"Free Wifi,Free parking"
Sleep Inn Dallas Love Field-Medical District,http://www.tripadvisor.com/Hotel_Review-g55711-d11676687-Reviews-Sleep_Inn_Dallas_Love_Field_Medical_District-Dallas_Texas.html,Dallas,121 ,,2019/04/02,2019/04/04,CHF 89,Booking.com,8,"Free Wifi,Free parking"
Hampton Inn & Suites Dallas Market Center,http://www.tripadvisor.com/Hotel_Review-g55711-d7343309-Reviews-Hampton_Inn_Suites_Dallas_Market_Center-Dallas_Texas.html,Dallas,438 ,,2019/04/02,2019/04/04,CHF 153,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
