hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Quality Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g56208-d630971-Reviews-Quality_Inn_Suites-Lubbock_Texas.html,Lubbock,709 ,,2019/04/02,2019/04/04,CHF 63,Booking.com,10,"Free Wifi,Free parking"
Best Western Plus Tech Medical Center Inn,http://www.tripadvisor.com/Hotel_Review-g56208-d10156477-Reviews-Best_Western_Plus_Tech_Medical_Center_Inn-Lubbock_Texas.html,Lubbock,223 ,,2019/04/02,2019/04/04,CHF 84,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Lubbock,http://www.tripadvisor.com/Hotel_Review-g56208-d8632101-Reviews-Hyatt_Place_Lubbock-Lubbock_Texas.html,Lubbock,498 ,,2019/04/02,2019/04/04,CHF 150,Booking.com,10,"Free Wifi,Free parking"
Arbor Inn and Suites,http://www.tripadvisor.com/Hotel_Review-g56208-d572103-Reviews-Arbor_Inn_and_Suites-Lubbock_Texas.html,Lubbock,326 ,,2019/04/02,2019/04/04,CHF 95,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
"Country Inn & Suites by Radisson, Lubbock, TX",http://www.tripadvisor.com/Hotel_Review-g56208-d268307-Reviews-Country_Inn_Suites_by_Radisson_Lubbock_TX-Lubbock_Texas.html,Lubbock,533 ,,2019/04/02,2019/04/04,CHF 74,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Wingate by Wyndham Lubbock Near Texas Tech Univ. Medical Ctr,http://www.tripadvisor.com/Hotel_Review-g56208-d11885991-Reviews-Wingate_by_Wyndham_Lubbock_Near_Texas_Tech_Univ_Medical_Ctr-Lubbock_Texas.html,Lubbock,405 ,,2019/04/02,2019/04/04,,Expedia.ch,9,"Free Wifi,Free parking,Visit hotel website"
Overton Hotel and Conference Center,http://www.tripadvisor.com/Hotel_Review-g56208-d1494607-Reviews-Overton_Hotel_and_Conference_Center-Lubbock_Texas.html,Lubbock,758 ,,2019/04/02,2019/04/04,CHF 201,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Express Hotel & Suites Lubbock West,http://www.tripadvisor.com/Hotel_Review-g56208-d1589977-Reviews-Holiday_Inn_Express_Hotel_Suites_Lubbock_West-Lubbock_Texas.html,Lubbock,584 ,,2019/04/02,2019/04/04,CHF 90,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Days Inn & Suites by Wyndham Lubbock Medical Center,http://www.tripadvisor.com/Hotel_Review-g56208-d12371311-Reviews-Days_Inn_Suites_by_Wyndham_Lubbock_Medical_Center-Lubbock_Texas.html,Lubbock,168 ,,2019/04/02,2019/04/04,CHF 84,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Lubbock,http://www.tripadvisor.com/Hotel_Review-g56208-d10203845-Reviews-Hilton_Garden_Inn_Lubbock-Lubbock_Texas.html,Lubbock,369 ,,2019/04/02,2019/04/04,CHF 178,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Lubbock Southwest,http://www.tripadvisor.com/Hotel_Review-g56208-d858341-Reviews-Hampton_Inn_Suites_Lubbock_Southwest-Lubbock_Texas.html,Lubbock,935 ,,2019/04/02,2019/04/04,CHF 166,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Embassy Suites by Hilton Lubbock,http://www.tripadvisor.com/Hotel_Review-g56208-d225484-Reviews-Embassy_Suites_by_Hilton_Lubbock-Lubbock_Texas.html,Lubbock,1196 ,,2019/04/02,2019/04/04,CHF 156,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn & Suites Lubbock South,http://www.tripadvisor.com/Hotel_Review-g56208-d12032386-Reviews-La_Quinta_Inn_Suites_Lubbock_South-Lubbock_Texas.html,Lubbock,120 ,,2019/04/02,2019/04/04,CHF 109,Booking.com,7,"Free Wifi,Free parking"
Home2 Suites by Hilton Lubbock,http://www.tripadvisor.com/Hotel_Review-g56208-d7961707-Reviews-Home2_Suites_by_Hilton_Lubbock-Lubbock_Texas.html,Lubbock,365 ,,2019/04/02,2019/04/04,CHF 153,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Woodrow House Bed and Breakfast,http://www.tripadvisor.com/Hotel_Review-g56208-d125704-Reviews-Woodrow_House_Bed_and_Breakfast-Lubbock_Texas.html,Lubbock,94 ,,2019/04/02,2019/04/04,CHF 109,Booking.com,9,"Free Wifi,Free parking"
Homewood Suites by Hilton Lubbock,http://www.tripadvisor.com/Hotel_Review-g56208-d224502-Reviews-Homewood_Suites_by_Hilton_Lubbock-Lubbock_Texas.html,Lubbock,549 ,,2019/04/02,2019/04/04,CHF 139,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
"My Place Hotel-Lubbock, TX",http://www.tripadvisor.com/Hotel_Review-g56208-d10692764-Reviews-My_Place_Hotel_Lubbock_TX-Lubbock_Texas.html,Lubbock,94 ,,2019/04/02,2019/04/04,CHF 75,Booking.com,7,"Free Wifi,Free parking,Visit hotel website"
Arbor Hotel & Conference Center,http://www.tripadvisor.com/Hotel_Review-g56208-d8935953-Reviews-Arbor_Hotel_Conference_Center-Lubbock_Texas.html,Lubbock,71 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Microtel Inn and Suites by Wyndham Lubbock,http://www.tripadvisor.com/Hotel_Review-g56208-d12832476-Reviews-Microtel_Inn_and_Suites_by_Wyndham_Lubbock-Lubbock_Texas.html,Lubbock,144 ,,2019/04/02,2019/04/04,CHF 63,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Hawthorn Suites by Wyndham Lubbock,http://www.tripadvisor.com/Hotel_Review-g56208-d1230869-Reviews-Hawthorn_Suites_by_Wyndham_Lubbock-Lubbock_Texas.html,Lubbock,1804 ,,2019/04/02,2019/04/04,CHF 79,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
