hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
The Watergate Hotel Georgetown,http://www.tripadvisor.com/Hotel_Review-g28970-d84026-Reviews-The_Watergate_Hotel_Georgetown-Washington_DC_District_of_Columbia.html,Washington,831 ,,2019/04/02,2019/04/04,CHF 545,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Capitol Hill Hotel,http://www.tripadvisor.com/Hotel_Review-g28970-d84048-Reviews-Capitol_Hill_Hotel-Washington_DC_District_of_Columbia.html,Washington,2213 ,,2019/04/02,2019/04/04,CHF 367,Booking.com,13,"Free Wifi,Breakfast included,Visit hotel website"
Holiday Inn Washington DC - Central / White House,http://www.tripadvisor.com/Hotel_Review-g28970-d84073-Reviews-Holiday_Inn_Washington_DC_Central_White_House-Washington_DC_District_of_Columbia.html,Washington,1581 ,,2019/04/02,2019/04/04,CHF 340,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Hotel Hive,http://www.tripadvisor.com/Hotel_Review-g28970-d11434832-Reviews-Hotel_Hive-Washington_DC_District_of_Columbia.html,Washington,1063 ,,2019/04/02,2019/04/04,CHF 274,Booking.com,8,"Free Wifi,Restaurant,Visit hotel website"
Grand Hyatt Washington,http://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Washington,5893 ,,2019/04/02,2019/04/04,CHF 629,Booking.com,11,"Free Wifi,Restaurant,Visit hotel website"
Hyatt House Washington DC/The Wharf,http://www.tripadvisor.com/Hotel_Review-g28970-d12912835-Reviews-Hyatt_House_Washington_DC_The_Wharf-Washington_DC_District_of_Columbia.html,Washington,433 ,,2019/04/02,2019/04/04,CHF 351,Booking.com,8,"Free Wifi,Breakfast included,Visit hotel website"
Pod DC Hotel,http://www.tripadvisor.com/Hotel_Review-g28970-d12100637-Reviews-Pod_DC_Hotel-Washington_DC_District_of_Columbia.html,Washington,636 ,,2019/04/02,2019/04/04,CHF 296,Booking.com,8,"Free Wifi,Restaurant,Visit hotel website"
Holiday Inn Washington - Capitol,http://www.tripadvisor.com/Hotel_Review-g28970-d84074-Reviews-Holiday_Inn_Washington_Capitol-Washington_DC_District_of_Columbia.html,Washington,2905 ,,2019/04/02,2019/04/04,CHF 383,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
The St. Gregory Hotel Dupont Circle,http://www.tripadvisor.com/Hotel_Review-g28970-d220076-Reviews-The_St_Gregory_Hotel_Dupont_Circle-Washington_DC_District_of_Columbia.html,Washington,144 ,,2019/04/02,2019/04/04,CHF 337,Hotels.com,12,"Free Wifi,Restaurant,Visit hotel website"
"Mandarin Oriental, Washington DC",http://www.tripadvisor.com/Hotel_Review-g28970-d295751-Reviews-Mandarin_Oriental_Washington_DC-Washington_DC_District_of_Columbia.html,Washington,2296 ,,2019/04/02,2019/04/04,CHF 585,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
