hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
"Country Inn & Suites by Radisson, Bakersfield, CA",http://www.tripadvisor.com/Hotel_Review-g32037-d266236-Reviews-Country_Inn_Suites_by_Radisson_Bakersfield_CA-Bakersfield_California.html,Bakersfield,196 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn & Suites Bakersfield North,http://www.tripadvisor.com/Hotel_Review-g32037-d614867-Reviews-La_Quinta_Inn_Suites_Bakersfield_North-Bakersfield_California.html,Bakersfield,623 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
Padre Hotel,http://www.tripadvisor.com/Hotel_Review-g32037-d1599833-Reviews-Padre_Hotel-Bakersfield_California.html,Bakersfield,1132 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Restaurant"
Hampton Inn & Suites Bakersfield/Hwy 58,http://www.tripadvisor.com/Hotel_Review-g32037-d1605146-Reviews-Hampton_Inn_Suites_Bakersfield_Hwy_58-Bakersfield_California.html,Bakersfield,626 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
SpringHill Suites by Marriott Bakersfield,http://www.tripadvisor.com/Hotel_Review-g32037-d627479-Reviews-SpringHill_Suites_by_Marriott_Bakersfield-Bakersfield_California.html,Bakersfield,317 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn Bakersfield - Central,http://www.tripadvisor.com/Hotel_Review-g32037-d79558-Reviews-Hampton_Inn_Bakersfield_Central-Bakersfield_California.html,Bakersfield,639 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Bakersfield,http://www.tripadvisor.com/Hotel_Review-g32037-d308729-Reviews-Hilton_Garden_Inn_Bakersfield-Bakersfield_California.html,Bakersfield,691 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Best Western Heritage Inn,http://www.tripadvisor.com/Hotel_Review-g32037-d79587-Reviews-Best_Western_Heritage_Inn-Bakersfield_California.html,Bakersfield,368 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Bakersfield North-Airport,http://www.tripadvisor.com/Hotel_Review-g32037-d1011242-Reviews-Hampton_Inn_Suites_Bakersfield_North_Airport-Bakersfield_California.html,Bakersfield,525 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites by Hilton Bakersfield,http://www.tripadvisor.com/Hotel_Review-g32037-d483260-Reviews-Homewood_Suites_by_Hilton_Bakersfield-Bakersfield_California.html,Bakersfield,621 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
