hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hard Rock Hotel San Diego,http://www.tripadvisor.com/Hotel_Review-g60750-d665258-Reviews-Hard_Rock_Hotel_San_Diego-San_Diego_California.html,San Diego,6344 ,,2019/04/02,2019/04/04,CHF 457,Migros Ferien,11,"Pool,Restaurant,Visit hotel website"
Kings Inn San Diego,http://www.tripadvisor.com/Hotel_Review-g60750-d80223-Reviews-Kings_Inn_San_Diego-San_Diego_California.html,San Diego,2811 ,,2019/04/02,2019/04/04,CHF 98,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Island Palms Hotel & Marina,http://www.tripadvisor.com/Hotel_Review-g60750-d79954-Reviews-Best_Western_Plus_Island_Palms_Hotel_Marina-San_Diego_California.html,San Diego,4149 ,,2019/04/02,2019/04/04,CHF 205,Hotels.com,13,"Free Wifi,Pool,Visit hotel website"
Old Town Inn,http://www.tripadvisor.com/Hotel_Review-g60750-d80255-Reviews-Old_Town_Inn-San_Diego_California.html,San Diego,2139 ,,2019/04/02,2019/04/04,CHF 135,Booking.com,0,"Free Wifi,Free parking,Visit hotel website"
Red Roof Inn San Diego - Pacific Beach/SeaWorld,http://www.tripadvisor.com/Hotel_Review-g60750-d224494-Reviews-Red_Roof_Inn_San_Diego_Pacific_Beach_SeaWorld-San_Diego_California.html,San Diego,879 ,,2019/04/02,2019/04/04,CHF 84,Expedia.ch,9,"Free Wifi,Free parking,Visit hotel website"
Pacific Terrace Hotel,http://www.tripadvisor.com/Hotel_Review-g60750-d112273-Reviews-Pacific_Terrace_Hotel-San_Diego_California.html,San Diego,2328 ,,2019/04/02,2019/04/04,CHF 354,Booking.com,12,"Pool,Beachfront,Visit hotel website"
The Atwood Hotel,http://www.tripadvisor.com/Hotel_Review-g60750-d10124699-Reviews-The_Atwood_Hotel-San_Diego_California.html,San Diego,419 ,,2019/04/02,2019/04/04,CHF 85,Booking.com,10,"Free Wifi,Free parking"
Urban Boutique Hotel,http://www.tripadvisor.com/Hotel_Review-g60750-d5771288-Reviews-Urban_Boutique_Hotel-San_Diego_California.html,San Diego,982 ,,2019/04/02,2019/04/04,CHF 159,Booking.com,10,"Free Wifi,Breakfast included,Visit hotel website"
Hotel Indigo San Diego Gaslamp Quarter,http://www.tripadvisor.com/Hotel_Review-g60750-d1237001-Reviews-Hotel_Indigo_San_Diego_Gaslamp_Quarter-San_Diego_California.html,San Diego,1969 ,,2019/04/02,2019/04/04,CHF 298,Booking.com,12,"Free Wifi,Restaurant,Visit hotel website"
Hilton La Jolla Torrey Pines,http://www.tripadvisor.com/Hotel_Review-g32578-d218747-Reviews-Hilton_La_Jolla_Torrey_Pines-La_Jolla_San_Diego_California.html,San Diego,1849 ,,2019/04/02,2019/04/04,CHF 295,Hotels.com,11,"Pool,Restaurant,Visit hotel website"
Hyatt Regency La Jolla at Aventine,http://www.tripadvisor.com/Hotel_Review-g32578-d80198-Reviews-Hyatt_Regency_La_Jolla_at_Aventine-La_Jolla_San_Diego_California.html,San Diego,1523 ,,2019/04/02,2019/04/04,CHF 306,roomsXXL.ch,14,"Free Wifi,Pool"
Homewood Suites by Hilton San Diego Mission Valley / Zoo,http://www.tripadvisor.com/Hotel_Review-g60750-d9719161-Reviews-Homewood_Suites_by_Hilton_San_Diego_Mission_Valley_Zoo-San_Diego_California.html,San Diego,491 ,,2019/04/02,2019/04/04,CHF 223,Booking.com,14,"Free Wifi,Breakfast included,Visit hotel website"
Holiday Inn Express San Diego Airport - Old Town,http://www.tripadvisor.com/Hotel_Review-g60750-d79985-Reviews-Holiday_Inn_Express_San_Diego_Airport_Old_Town-San_Diego_California.html,San Diego,1341 ,,2019/04/02,2019/04/04,CHF 150,Agoda.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Best Western Lamplighter Inn & Suites at SDSU,http://www.tripadvisor.com/Hotel_Review-g60750-d81352-Reviews-Best_Western_Lamplighter_Inn_Suites_at_SDSU-San_Diego_California.html,San Diego,1084 ,,2019/04/02,2019/04/04,CHF 106,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Ocean Villa Inn,http://www.tripadvisor.com/Hotel_Review-g60750-d272663-Reviews-Ocean_Villa_Inn-San_Diego_California.html,San Diego,511 ,,2019/04/02,2019/04/04,CHF 139,Hotels.com,12,"Free Wifi,Free parking"
Hotel Z - A Staypineapple Hotel,http://www.tripadvisor.com/Hotel_Review-g60750-d8111006-Reviews-Hotel_Z_A_Staypineapple_Hotel-San_Diego_California.html,San Diego,1015 ,,2019/04/02,2019/04/04,CHF 203,Booking.com,8,"Free Wifi,Visit hotel website"
Bay Club Hotel & Marina,http://www.tripadvisor.com/Hotel_Review-g60750-d79868-Reviews-Bay_Club_Hotel_Marina-San_Diego_California.html,San Diego,1607 ,,2019/04/02,2019/04/04,CHF 180,Booking.com,9,"Free Wifi,Pool,Visit hotel website"
Hampton Inn San Diego/Mission Valley,http://www.tripadvisor.com/Hotel_Review-g60750-d4741034-Reviews-Hampton_Inn_San_Diego_Mission_Valley-San_Diego_California.html,San Diego,1255 ,,2019/04/02,2019/04/04,CHF 177,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Found Hotel San Diego,http://www.tripadvisor.com/Hotel_Review-g60750-d549439-Reviews-Found_Hotel_San_Diego-San_Diego_California.html,San Diego,797 ,,2019/04/02,2019/04/04,CHF 109,Agoda.com,8,"Free Wifi,Breakfast included"
Hotel Karlan San Diego - a DoubleTree by Hilton,http://www.tripadvisor.com/Hotel_Review-g60750-d217273-Reviews-Hotel_Karlan_San_Diego_a_DoubleTree_by_Hilton-San_Diego_California.html,San Diego,405 ,,2019/04/02,2019/04/04,CHF 179,Expedia.ch,13,"Free Wifi,Pool,Visit hotel website"
Best Western Plus Hacienda Hotel Old Town,http://www.tripadvisor.com/Hotel_Review-g60750-d79913-Reviews-Best_Western_Plus_Hacienda_Hotel_Old_Town-San_Diego_California.html,San Diego,2343 ,,2019/04/02,2019/04/04,CHF 149,Booking.com,14,"Free Wifi,Pool,Visit hotel website"
Estancia La Jolla Hotel & Spa,http://www.tripadvisor.com/Hotel_Review-g32578-d286547-Reviews-Estancia_La_Jolla_Hotel_Spa-La_Jolla_San_Diego_California.html,San Diego,1696 ,,2019/04/02,2019/04/04,CHF 259,Booking.com,11,"Free Wifi,Pool"
Holiday Inn Express La Jolla,http://www.tripadvisor.com/Hotel_Review-g32578-d83847-Reviews-Holiday_Inn_Express_La_Jolla-La_Jolla_San_Diego_California.html,San Diego,71 ,,2019/04/02,2019/04/04,CHF 157,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Courtyard by Marriott San Diego Downtown,http://www.tripadvisor.com/Hotel_Review-g60750-d82868-Reviews-Courtyard_by_Marriott_San_Diego_Downtown-San_Diego_California.html,San Diego,1107 ,,2019/04/02,2019/04/04,CHF 376,roomsXXL.ch,12,"Free Wifi,Restaurant,Visit hotel website"
Hilton Garden Inn San Diego Old Town / SeaWorld Area,http://www.tripadvisor.com/Hotel_Review-g60750-d8404598-Reviews-Hilton_Garden_Inn_San_Diego_Old_Town_SeaWorld_Area-San_Diego_California.html,San Diego,1010 ,,2019/04/02,2019/04/04,CHF 201,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
The Bristol Hotel - A Greystone Hotel,http://www.tripadvisor.com/Hotel_Review-g60750-d83245-Reviews-The_Bristol_Hotel_A_Greystone_Hotel-San_Diego_California.html,San Diego,1450 ,,2019/04/02,2019/04/04,CHF 239,Booking.com,13,"Free Wifi,Bar/Lounge,Visit hotel website"
Hard Rock Hotel San Diego,http://www.tripadvisor.com/Hotel_Review-g60750-d665258-Reviews-Hard_Rock_Hotel_San_Diego-San_Diego_California.html,San Diego,6344 ,,2019/04/02,2019/04/04,CHF 457,Migros Ferien,11,"Pool,Restaurant,Visit hotel website"
Marriott Marquis San Diego Marina,http://www.tripadvisor.com/Hotel_Review-g60750-d80227-Reviews-Marriott_Marquis_San_Diego_Marina-San_Diego_California.html,San Diego,4429 ,,2019/04/02,2019/04/04,CHF 973,Hotels.com,14,"Free Wifi,Pool,Visit hotel website"
Andaz San Diego,http://www.tripadvisor.com/Hotel_Review-g60750-d625335-Reviews-Andaz_San_Diego-San_Diego_California.html,San Diego,1830 ,,2019/04/02,2019/04/04,CHF 569,Booking.com,13,"Free Wifi,Pool"
Pantai Inn,http://www.tripadvisor.com/Hotel_Review-g32578-d2309579-Reviews-Pantai_Inn-La_Jolla_San_Diego_California.html,San Diego,1534 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Bahia Resort Hotel,http://www.tripadvisor.com/Hotel_Review-g60750-d83361-Reviews-Bahia_Resort_Hotel-San_Diego_California.html,San Diego,4849 ,,2019/04/02,2019/04/04,CHF 177,Agoda.com,11,"Free Wifi,Free parking,Visit hotel website"
