hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
The Ivey's Hotel,http://www.tripadvisor.com/Hotel_Review-g49022-d12086383-Reviews-The_Ivey_s_Hotel-Charlotte_North_Carolina.html,Charlotte,342 ,,2019/04/02,2019/04/04,CHF 344,Hotels.com,8,"Free Wifi,Breakfast included,Visit hotel website"
Embassy Suites by Hilton Charlotte Uptown,http://www.tripadvisor.com/Hotel_Review-g49022-d10542174-Reviews-Embassy_Suites_by_Hilton_Charlotte_Uptown-Charlotte_North_Carolina.html,Charlotte,391 ,,2019/04/02,2019/04/04,CHF 229,Booking.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Homewood Suites by Hilton Charlotte/Ayrsley,http://www.tripadvisor.com/Hotel_Review-g49022-d1987298-Reviews-Homewood_Suites_by_Hilton_Charlotte_Ayrsley-Charlotte_North_Carolina.html,Charlotte,970 ,,2019/04/02,2019/04/04,CHF 176,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Charlotte Airport Hotel,http://www.tripadvisor.com/Hotel_Review-g49022-d94140-Reviews-Holiday_Inn_Charlotte_Airport_Hotel-Charlotte_North_Carolina.html,Charlotte,423 ,,2019/04/02,2019/04/04,CHF 158,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Residence Inn Charlotte Uptown,http://www.tripadvisor.com/Hotel_Review-g49022-d223214-Reviews-Residence_Inn_Charlotte_Uptown-Charlotte_North_Carolina.html,Charlotte,396 ,,2019/04/02,2019/04/04,CHF 309,Hotels.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Homewood Suites by Hilton Charlotte/Southpark,http://www.tripadvisor.com/Hotel_Review-g49022-d12288506-Reviews-Homewood_Suites_by_Hilton_Charlotte_Southpark-Charlotte_North_Carolina.html,Charlotte,224 ,,2019/04/02,2019/04/04,CHF 170,Expedia.ch,10,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites by Hilton Charlotte Ballantyne Area,http://www.tripadvisor.com/Hotel_Review-g49022-d6484732-Reviews-Homewood_Suites_by_Hilton_Charlotte_Ballantyne_Area-Charlotte_North_Carolina.html,Charlotte,960 ,,2019/04/02,2019/04/04,CHF 221,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Wingate by Wyndham Charlotte Airport South/ I-77  Tyvola,http://www.tripadvisor.com/Hotel_Review-g49022-d100632-Reviews-Wingate_by_Wyndham_Charlotte_Airport_South_I_77_Tyvola-Charlotte_North_Carolina.html,Charlotte,1308 ,,2019/04/02,2019/04/04,CHF 119,Booking.com,14,"Free Wifi,Free parking,Visit hotel website"
Home2 Suites by Hilton Charlotte University Research Park,http://www.tripadvisor.com/Hotel_Review-g49022-d9793286-Reviews-Home2_Suites_by_Hilton_Charlotte_University_Research_Park-Charlotte_North_Carolina.html,Charlotte,321 ,,2019/04/02,2019/04/04,CHF 162,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Duke Mansion Bed and Breakfast,http://www.tripadvisor.com/Hotel_Review-g49022-d299917-Reviews-Duke_Mansion_Bed_and_Breakfast-Charlotte_North_Carolina.html,Charlotte,192 ,,2019/04/02,2019/04/04,CHF 259,Hotels.com,7,"Free Wifi,Free parking"
