hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Best Western Plus Garden Court Inn,http://www.tripadvisor.com/Hotel_Review-g32411-d76975-Reviews-Best_Western_Plus_Garden_Court_Inn-Fremont_California.html,Fremont,615 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn Fremont,http://www.tripadvisor.com/Hotel_Review-g32411-d80482-Reviews-Hampton_Inn_Fremont-Fremont_California.html,Fremont,318 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Fremont Marriott Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32411-d80479-Reviews-Fremont_Marriott_Silicon_Valley-Fremont_California.html,Fremont,504 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Fremont/Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32411-d258702-Reviews-Hyatt_Place_Fremont_Silicon_Valley-Fremont_California.html,Fremont,548 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Good Nite Inn Fremont,http://www.tripadvisor.com/Hotel_Review-g32411-d225817-Reviews-Good_Nite_Inn_Fremont-Fremont_California.html,Fremont,556 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
La Quinta Inn & Suites Fremont / Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32411-d80471-Reviews-La_Quinta_Inn_Suites_Fremont_Silicon_Valley-Fremont_California.html,Fremont,386 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Holiday Inn Express & Suites Fremont Milpitas Central,http://www.tripadvisor.com/Hotel_Review-g32411-d225772-Reviews-Holiday_Inn_Express_Suites_Fremont_Milpitas_Central-Fremont_California.html,Fremont,142 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Courtyard by Marriott Fremont Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32411-d76978-Reviews-Courtyard_by_Marriott_Fremont_Silicon_Valley-Fremont_California.html,Fremont,120 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Residence Inn Fremont Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32411-d76988-Reviews-Residence_Inn_Fremont_Silicon_Valley-Fremont_California.html,Fremont,106 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Days Inn by Wyndham Fremont,http://www.tripadvisor.com/Hotel_Review-g32411-d76980-Reviews-Days_Inn_by_Wyndham_Fremont-Fremont_California.html,Fremont,328 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Extended Stay America - Fremont - Warm Springs,http://www.tripadvisor.com/Hotel_Review-g32411-d225816-Reviews-Extended_Stay_America_Fremont_Warm_Springs-Fremont_California.html,Fremont,104 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Motel 6 Fremont North,http://www.tripadvisor.com/Hotel_Review-g32411-d244155-Reviews-Motel_6_Fremont_North-Fremont_California.html,Fremont,45 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free parking,Pool"
Extended Stay America - Fremont - Fremont Blvd. South,http://www.tripadvisor.com/Hotel_Review-g32411-d217301-Reviews-Extended_Stay_America_Fremont_Fremont_Blvd_South-Fremont_California.html,Fremont,89 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking,Visit hotel website"
Extended Stay America - Fremont - Newark,http://www.tripadvisor.com/Hotel_Review-g32411-d623580-Reviews-Extended_Stay_America_Fremont_Newark-Fremont_California.html,Fremont,134 ,,2019/04/02,2019/04/04,,TripAdvisor,6,"Free Wifi,Free parking,Visit hotel website"
Comfort Inn Silicon Valley East,http://www.tripadvisor.com/Hotel_Review-g32411-d76985-Reviews-Comfort_Inn_Silicon_Valley_East-Fremont_California.html,Fremont,69 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
Motel 6 Fremont South,http://www.tripadvisor.com/Hotel_Review-g32411-d244161-Reviews-Motel_6_Fremont_South-Fremont_California.html,Fremont,33 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Mission Peak Lodge,http://www.tripadvisor.com/Hotel_Review-g32411-d235404-Reviews-Mission_Peak_Lodge-Fremont_California.html,Fremont,6 ,,2019/04/02,2019/04/04,,,0,"Free Wifi,Free parking"
Fremont Islander Motel,http://www.tripadvisor.com/Hotel_Review-g32411-d76982-Reviews-Fremont_Islander_Motel-Fremont_California.html,Fremont,10 ,,2019/04/02,2019/04/04,,,0,
Belvoir Springs,http://www.tripadvisor.com/Hotel_Review-g32411-d7222460-Reviews-Belvoir_Springs-Fremont_California.html,Fremont,0 ,,2019/04/02,2019/04/04,,,0,
Lord Bradley's Inn,http://www.tripadvisor.com/Hotel_Review-g32411-d73530-Reviews-Lord_Bradley_s_Inn-Fremont_California.html,Fremont,0 ,,2019/04/02,2019/04/04,,,0,
Oakwood Red Hawk Ranch,http://www.tripadvisor.com/Hotel_Review-g32411-d225818-Reviews-Oakwood_Red_Hawk_Ranch-Fremont_California.html,Fremont,0 ,,2019/04/02,2019/04/04,,,0,"Pool,Fitness center"
