hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Candlewood Suites Indianapolis Northwest,http://www.tripadvisor.com/Hotel_Review-g37209-d1239568-Reviews-Candlewood_Suites_Indianapolis_Northwest-Indianapolis_Indiana.html,Indianapolis,165 ,,2019/04/02,2019/04/04,CHF 85,CandlewoodSuites,9,"Free Wifi,Free parking,Visit hotel website"
Drury Plaza Hotel Indianapolis Carmel,http://www.tripadvisor.com/Hotel_Review-g37209-d10066930-Reviews-Drury_Plaza_Hotel_Indianapolis_Carmel-Indianapolis_Indiana.html,Indianapolis,234 ,,2019/04/02,2019/04/04,CHF 142,Hotels.com,8,"Free Wifi,Free parking,Visit hotel website"
Ironworks Hotel Indy,http://www.tripadvisor.com/Hotel_Review-g37209-d12832077-Reviews-Ironworks_Hotel_Indy-Indianapolis_Indiana.html,Indianapolis,195 ,,2019/04/02,2019/04/04,CHF 203,Hotels.com,6,"Free Wifi,Free parking"
The Alexander,http://www.tripadvisor.com/Hotel_Review-g37209-d3580893-Reviews-The_Alexander-Indianapolis_Indiana.html,Indianapolis,3244 ,,2019/04/02,2019/04/04,CHF 282,Booking.com,10,"Free Wifi,Restaurant,Visit hotel website"
Comfort Suites Indianapolis Airport,http://www.tripadvisor.com/Hotel_Review-g37209-d1502098-Reviews-Comfort_Suites_Indianapolis_Airport-Indianapolis_Indiana.html,Indianapolis,345 ,,2019/04/02,2019/04/04,CHF 159,Hotels.com,10,"Free Wifi,Free parking"
Hampton Inn Indianapolis Downtown Across from Circle Centre,http://www.tripadvisor.com/Hotel_Review-g37209-d111624-Reviews-Hampton_Inn_Indianapolis_Downtown_Across_from_Circle_Centre-Indianapolis_Indiana.html,Indianapolis,1235 ,,2019/04/02,2019/04/04,CHF 288,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Pear Tree Inn Indianapolis,http://www.tripadvisor.com/Hotel_Review-g37209-d91491-Reviews-Pear_Tree_Inn_Indianapolis-Indianapolis_Indiana.html,Indianapolis,252 ,,2019/04/02,2019/04/04,CHF 85,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Indianapolis Airport,http://www.tripadvisor.com/Hotel_Review-g37209-d7184999-Reviews-Holiday_Inn_Indianapolis_Airport-Indianapolis_Indiana.html,Indianapolis,631 ,,2019/04/02,2019/04/04,CHF 158,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
"Country Inn & Suites by Radisson, Indianapolis Airport South, IN",http://www.tripadvisor.com/Hotel_Review-g37209-d564589-Reviews-Country_Inn_Suites_by_Radisson_Indianapolis_Airport_South_IN-Indianapolis_Indiana.html,Indianapolis,634 ,,2019/04/02,2019/04/04,CHF 105,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Indianapolis North/Carmel,http://www.tripadvisor.com/Hotel_Review-g37209-d88188-Reviews-Holiday_Inn_Indianapolis_North_Carmel-Indianapolis_Indiana.html,Indianapolis,461 ,,2019/04/02,2019/04/04,CHF 99,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
