hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Royale Parc Hotel,http://www.tripadvisor.com/Hotel_Review-g34515-d85414-Reviews-Royale_Parc_Hotel-Orlando_Florida.html,Orlando,1582 ,,2019/04/02,2019/04/04,,Agoda.com,8,"Free Wifi,Free parking,Visit hotel website"
Marriott's Grande Vista,http://www.tripadvisor.com/Hotel_Review-g34515-d87833-Reviews-Marriott_s_Grande_Vista-Orlando_Florida.html,Orlando,4630 ,,2019/04/02,2019/04/04,CHF 365,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Sheraton Vistana Villages - International Drive,http://www.tripadvisor.com/Hotel_Review-g34515-d209308-Reviews-Sheraton_Vistana_Villages_International_Drive-Orlando_Florida.html,Orlando,6014 ,,2019/04/02,2019/04/04,,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Staybridge Suites Orlando at SeaWorld,http://www.tripadvisor.com/Hotel_Review-g34515-d10131701-Reviews-Staybridge_Suites_Orlando_at_SeaWorld-Orlando_Florida.html,Orlando,301 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Avanti International Resort,http://www.tripadvisor.com/Hotel_Review-g34515-d80178-Reviews-Avanti_International_Resort-Orlando_Florida.html,Orlando,6471 ,,2019/04/02,2019/04/04,CHF 111,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Resort Orlando-Lake Buena Vista,http://www.tripadvisor.com/Hotel_Review-g34515-d112082-Reviews-Holiday_Inn_Resort_Orlando_Lake_Buena_Vista-Orlando_Florida.html,Orlando,2205 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free Wifi,Pool,Visit hotel website"
Universal's Cabana Bay Beach Resort,http://www.tripadvisor.com/Hotel_Review-g34515-d3932244-Reviews-Universal_s_Cabana_Bay_Beach_Resort-Orlando_Florida.html,Orlando,18985 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Pool,Restaurant"
Caribe Royale Orlando,http://www.tripadvisor.com/Hotel_Review-g34515-d88196-Reviews-Caribe_Royale_Orlando-Orlando_Florida.html,Orlando,4457 ,,2019/04/02,2019/04/04,CHF 156,Agoda.com,10,"Pool,Restaurant,Visit hotel website"
Rosen Inn at Pointe Orlando,http://www.tripadvisor.com/Hotel_Review-g34515-d85401-Reviews-Rosen_Inn_at_Pointe_Orlando-Orlando_Florida.html,Orlando,8994 ,,2019/04/02,2019/04/04,,Expedia.ch,11,"Free Wifi,Free parking,Visit hotel website"
The Point Hotel & Suites,http://www.tripadvisor.com/Hotel_Review-g34515-d1101955-Reviews-The_Point_Hotel_Suites-Orlando_Florida.html,Orlando,5563 ,,2019/04/02,2019/04/04,CHF 123,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
The Grove Resort Orlando,http://www.tripadvisor.com/Hotel_Review-g34515-d10844379-Reviews-The_Grove_Resort_Orlando-Orlando_Florida.html,Orlando,812 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool,Visit hotel website"
Rosen Inn International,http://www.tripadvisor.com/Hotel_Review-g34515-d88235-Reviews-Rosen_Inn_International-Orlando_Florida.html,Orlando,7485 ,,2019/04/02,2019/04/04,,Booking.com,11,"Free parking,Pool,Visit hotel website"
Doubletree By Hilton at the Entrance to Universal Orlando,http://www.tripadvisor.com/Hotel_Review-g34515-d123527-Reviews-Doubletree_By_Hilton_at_the_Entrance_to_Universal_Orlando-Orlando_Florida.html,Orlando,1222 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Pool,Restaurant,Visit hotel website"
Holiday Inn Orlando – Disney Springs Area,http://www.tripadvisor.com/Hotel_Review-g34515-d85981-Reviews-Holiday_Inn_Orlando_Disney_Springs_Area-Orlando_Florida.html,Orlando,4080 ,,2019/04/02,2019/04/04,,Hotels.com,10,"Free Wifi,Pool,Visit hotel website"
Sheraton Vistana Resort Villas- Lake Buena Vista,http://www.tripadvisor.com/Hotel_Review-g34515-d115389-Reviews-Sheraton_Vistana_Resort_Villas_Lake_Buena_Vista-Orlando_Florida.html,Orlando,8279 ,,2019/04/02,2019/04/04,CHF 189,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Hyatt Regency Orlando,http://www.tripadvisor.com/Hotel_Review-g34515-d112092-Reviews-Hyatt_Regency_Orlando-Orlando_Florida.html,Orlando,7222 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Pool,Visit hotel website"
Floridays Resort,http://www.tripadvisor.com/Hotel_Review-g34515-d612781-Reviews-Floridays_Resort-Orlando_Florida.html,Orlando,9845 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Disney's Animal Kingdom Lodge,http://www.tripadvisor.com/Hotel_Review-g34515-d189076-Reviews-Disney_s_Animal_Kingdom_Lodge-Orlando_Florida.html,Orlando,7811 ,,2019/04/02,2019/04/04,,ebookers.ch,9,"Free Wifi,Pool,Visit hotel website"
