hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hercor Hotel - Urban Boutique,http://www.tripadvisor.com/Hotel_Review-g32210-d616610-Reviews-Hercor_Hotel_Urban_Boutique-Chula_Vista_California.html,Chula Vista,393 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Holiday Inn Express San Diego South - Chula Vista,http://www.tripadvisor.com/Hotel_Review-g32210-d650889-Reviews-Holiday_Inn_Express_San_Diego_South_Chula_Vista-Chula_Vista_California.html,Chula Vista,301 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
El Primero Hotel,http://www.tripadvisor.com/Hotel_Review-g32210-d623652-Reviews-El_Primero_Hotel-Chula_Vista_California.html,Chula Vista,258 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
San Diego Metro KOA,http://www.tripadvisor.com/Hotel_Review-g32210-d252236-Reviews-San_Diego_Metro_KOA-Chula_Vista_California.html,Chula Vista,395 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn San Diego Chula Vista,http://www.tripadvisor.com/Hotel_Review-g32210-d76503-Reviews-La_Quinta_Inn_San_Diego_Chula_Vista-Chula_Vista_California.html,Chula Vista,495 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Comfort Inn Chula Vista San Diego South,http://www.tripadvisor.com/Hotel_Review-g32210-d141998-Reviews-Comfort_Inn_Chula_Vista_San_Diego_South-Chula_Vista_California.html,Chula Vista,223 ,,2019/04/02,2019/04/04,,TripAdvisor,13,"Free Wifi,Free parking"
Residence Inn San Diego Chula Vista,http://www.tripadvisor.com/Hotel_Review-g32210-d12548655-Reviews-Residence_Inn_San_Diego_Chula_Vista-Chula_Vista_California.html,Chula Vista,48 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Quality Inn Chula Vista San Diego South,http://www.tripadvisor.com/Hotel_Review-g32210-d76492-Reviews-Quality_Inn_Chula_Vista_San_Diego_South-Chula_Vista_California.html,Chula Vista,494 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking"
Best Western Chula Vista/Otay Valley Hotel,http://www.tripadvisor.com/Hotel_Review-g32210-d82370-Reviews-Best_Western_Chula_Vista_Otay_Valley_Hotel-Chula_Vista_California.html,Chula Vista,290 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Rambler Motel,http://www.tripadvisor.com/Hotel_Review-g32210-d76501-Reviews-Rambler_Motel-Chula_Vista_California.html,Chula Vista,15 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Chula Vista Inn,http://www.tripadvisor.com/Hotel_Review-g32210-d235422-Reviews-Chula_Vista_Inn-Chula_Vista_California.html,Chula Vista,239 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
