hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Staybridge Suites Tucson Airport,http://www.tripadvisor.com/Hotel_Review-g60950-d1588486-Reviews-Staybridge_Suites_Tucson_Airport-Tucson_Arizona.html,Tucson,2019-03-20 17:24:32.421181,158 ,,2019/04/02,2019/04/04, 102,Staybridge.com,10,"Free Wifi,Free parking,Visit hotel website"
Loews Ventana Canyon Resort,http://www.tripadvisor.com/Hotel_Review-g60950-d74515-Reviews-Loews_Ventana_Canyon_Resort-Tucson_Arizona.html,Tucson,2019-03-20 17:24:32.422204,3260 ,,2019/04/02,2019/04/04, 327,Hotels.com,11,"Free Wifi,Pool,Visit hotel website"
Red Lion Inn & Suites Tucson North Foothills,http://www.tripadvisor.com/Hotel_Review-g60950-d125593-Reviews-Red_Lion_Inn_Suites_Tucson_North_Foothills-Tucson_Arizona.html,Tucson,2019-03-20 17:24:32.423280,805 ,,2019/04/02,2019/04/04, 98,ebookers.ch,9,"Free Wifi,Free parking"
"El Conquistador Tucson, a Hilton Resort",http://www.tripadvisor.com/Hotel_Review-g60950-d74588-Reviews-El_Conquistador_Tucson_a_Hilton_Resort-Tucson_Arizona.html,Tucson,2019-03-20 17:24:32.424350,2432 ,,2019/04/02,2019/04/04, 335,Hotels.com,12,"Free parking,Pool,Visit hotel website"
The Westin La Paloma Resort & Spa,http://www.tripadvisor.com/Hotel_Review-g60950-d75692-Reviews-The_Westin_La_Paloma_Resort_Spa-Tucson_Arizona.html,Tucson,2019-03-20 17:24:32.425371,3111 ,,2019/04/02,2019/04/04, 229,Hotels.com,14,"Pool,Restaurant,Visit hotel website"
Best Western Royal Sun Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g60950-d74362-Reviews-Best_Western_Royal_Sun_Inn_Suites-Tucson_Arizona.html,Tucson,2019-03-20 17:24:32.426463,1408 ,,2019/04/02,2019/04/04, 112,Hotels.com,12,"Free Wifi,Free parking,Visit hotel website"
Hacienda Del Sol Guest Ranch Resort,http://www.tripadvisor.com/Hotel_Review-g60950-d74469-Reviews-Hacienda_Del_Sol_Guest_Ranch_Resort-Tucson_Arizona.html,Tucson,2019-03-20 17:24:32.427212,977 ,,2019/04/02,2019/04/04, 269,Booking.com,13,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn & Suites Tucson Airport,http://www.tripadvisor.com/Hotel_Review-g60950-d75279-Reviews-La_Quinta_Inn_Suites_Tucson_Airport-Tucson_Arizona.html,Tucson,2019-03-20 17:24:32.427941,972 ,,2019/04/02,2019/04/04, 74,Booking.com,9,"Free Wifi,Free parking"
Comfort Suites at Sabino Canyon,http://www.tripadvisor.com/Hotel_Review-g60950-d75190-Reviews-Comfort_Suites_at_Sabino_Canyon-Tucson_Arizona.html,Tucson,2019-03-20 17:24:32.428610,470 ,,2019/04/02,2019/04/04, 103,Booking.com,10,"Free Wifi,Free parking"
University Inn Tucson,http://www.tripadvisor.com/Hotel_Review-g60950-d1657459-Reviews-University_Inn_Tucson-Tucson_Arizona.html,Tucson,2019-03-20 17:24:32.429323,225 ,,2019/04/02,2019/04/04, 80,Booking.com,6,"Free Wifi,Free parking"
