hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hotel Alyeska,http://www.tripadvisor.com/Hotel_Review-g31000-d73070-Reviews-Hotel_Alyeska-Girdwood_Anchorage_Alaska.html,Anchorage,2555 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
The Voyager Inn,http://www.tripadvisor.com/Hotel_Review-g60880-d73025-Reviews-The_Voyager_Inn-Anchorage_Alaska.html,Anchorage,337 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Visit hotel website"
Dimond Center Hotel,http://www.tripadvisor.com/Hotel_Review-g60880-d239765-Reviews-Dimond_Center_Hotel-Anchorage_Alaska.html,Anchorage,551 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
La Quinta Inn & Suites Anchorage Airport,http://www.tripadvisor.com/Hotel_Review-g60880-d73707-Reviews-La_Quinta_Inn_Suites_Anchorage_Airport-Anchorage_Alaska.html,Anchorage,178 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
"My Place Hotel-Anchorage, AK",http://www.tripadvisor.com/Hotel_Review-g60880-d9702787-Reviews-My_Place_Hotel_Anchorage_AK-Anchorage_Alaska.html,Anchorage,144 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking,Visit hotel website"
Highland Glen Lodge,http://www.tripadvisor.com/Hotel_Review-g60880-d616009-Reviews-Highland_Glen_Lodge-Anchorage_Alaska.html,Anchorage,83 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
SpringHill Suites by Marriott Anchorage University Lake,http://www.tripadvisor.com/Hotel_Review-g60880-d1479634-Reviews-SpringHill_Suites_by_Marriott_Anchorage_University_Lake-Anchorage_Alaska.html,Anchorage,509 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Wildflower Inn,http://www.tripadvisor.com/Hotel_Review-g60880-d625972-Reviews-Wildflower_Inn-Anchorage_Alaska.html,Anchorage,247 ,,2019/04/02,2019/04/04,,TripAdvisor,6,"Free Wifi,Free parking"
Crowne Plaza Anchorage-Midtown,http://www.tripadvisor.com/Hotel_Review-g60880-d1382348-Reviews-Crowne_Plaza_Anchorage_Midtown-Anchorage_Alaska.html,Anchorage,356 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Arctic Fox Inn,http://www.tripadvisor.com/Hotel_Review-g60880-d248001-Reviews-Arctic_Fox_Inn-Anchorage_Alaska.html,Anchorage,349 ,,2019/04/02,2019/04/04,,TripAdvisor,6,"Free Wifi,Free parking,Visit hotel website"
Bent Prop Inn & Hostel of Alaska,http://www.tripadvisor.com/Hotel_Review-g60880-d1007839-Reviews-Bent_Prop_Inn_Hostel_of_Alaska-Anchorage_Alaska.html,Anchorage,453 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
SpringHill Suites by Marriott Anchorage Midtown,http://www.tripadvisor.com/Hotel_Review-g60880-d73713-Reviews-SpringHill_Suites_by_Marriott_Anchorage_Midtown-Anchorage_Alaska.html,Anchorage,353 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Residence Inn by Marriott Anchorage Midtown,http://www.tripadvisor.com/Hotel_Review-g60880-d73726-Reviews-Residence_Inn_by_Marriott_Anchorage_Midtown-Anchorage_Alaska.html,Anchorage,303 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Comfort Suites Anchorage International Airport,http://www.tripadvisor.com/Hotel_Review-g60880-d1483537-Reviews-Comfort_Suites_Anchorage_International_Airport-Anchorage_Alaska.html,Anchorage,382 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Hilton Garden Inn Anchorage,http://www.tripadvisor.com/Hotel_Review-g60880-d252506-Reviews-Hilton_Garden_Inn_Anchorage-Anchorage_Alaska.html,Anchorage,836 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn Anchorage,http://www.tripadvisor.com/Hotel_Review-g60880-d113022-Reviews-Hampton_Inn_Anchorage-Anchorage_Alaska.html,Anchorage,806 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
The Lakefront Anchorage,http://www.tripadvisor.com/Hotel_Review-g60880-d73014-Reviews-The_Lakefront_Anchorage-Anchorage_Alaska.html,Anchorage,937 ,,2019/04/02,2019/04/04,,Hotels.com,11,"Free Wifi,Free parking"
Hyatt House Anchorage,http://www.tripadvisor.com/Hotel_Review-g60880-d11356098-Reviews-Hyatt_House_Anchorage-Anchorage_Alaska.html,Anchorage,287 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Copper Whale Inn,http://www.tripadvisor.com/Hotel_Review-g60880-d113016-Reviews-Copper_Whale_Inn-Anchorage_Alaska.html,Anchorage,328 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Breakfast included"
Embassy Suites by Hilton Anchorage,http://www.tripadvisor.com/Hotel_Review-g60880-d1097991-Reviews-Embassy_Suites_by_Hilton_Anchorage-Anchorage_Alaska.html,Anchorage,1669 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Historic Anchorage Hotel,http://www.tripadvisor.com/Hotel_Review-g60880-d113013-Reviews-Historic_Anchorage_Hotel-Anchorage_Alaska.html,Anchorage,511 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Breakfast included,Visit hotel website"
HOME2 Suites by Hilton Anchorage / Midtown,http://www.tripadvisor.com/Hotel_Review-g60880-d8750004-Reviews-HOME2_Suites_by_Hilton_Anchorage_Midtown-Anchorage_Alaska.html,Anchorage,465 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites by Hilton Anchorage,http://www.tripadvisor.com/Hotel_Review-g60880-d288586-Reviews-Homewood_Suites_by_Hilton_Anchorage-Anchorage_Alaska.html,Anchorage,851 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Anchorage Walkabout Town Bed and Breakfast,http://www.tripadvisor.com/Hotel_Review-g60880-d573481-Reviews-Anchorage_Walkabout_Town_Bed_and_Breakfast-Anchorage_Alaska.html,Anchorage,174 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Susitna Place,http://www.tripadvisor.com/Hotel_Review-g60880-d72222-Reviews-Susitna_Place-Anchorage_Alaska.html,Anchorage,214 ,,2019/04/02,2019/04/04,,Booking.com,0,"Free Wifi,Free parking"
Carriage House Accommodations - Inn & Cottages,http://www.tripadvisor.com/Hotel_Review-g31000-d657401-Reviews-Carriage_House_Accommodations_Inn_Cottages-Girdwood_Anchorage_Alaska.html,Anchorage,161 ,,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Free parking"
