hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
MarQueen Hotel,http://www.tripadvisor.com/Hotel_Review-g60878-d100540-Reviews-MarQueen_Hotel-Seattle_Washington.html,Seattle,1332 ,,2019/04/02,2019/04/04,CHF 134,Booking.com,8,"Free Wifi,Restaurant,Visit hotel website"
Mediterranean Inn,http://www.tripadvisor.com/Hotel_Review-g60878-d258824-Reviews-Mediterranean_Inn-Seattle_Washington.html,Seattle,1809 ,,2019/04/02,2019/04/04,CHF 149,Expedia.ch,10,"Free Wifi,Fitness center,Visit hotel website"
Belltown Inn,http://www.tripadvisor.com/Hotel_Review-g60878-d1101223-Reviews-Belltown_Inn-Seattle_Washington.html,Seattle,1375 ,,2019/04/02,2019/04/04,CHF 151,Expedia.ch,12,"Free Wifi,Visit hotel website"
Hotel Theodore,http://www.tripadvisor.com/Hotel_Review-g60878-d100589-Reviews-Hotel_Theodore-Seattle_Washington.html,Seattle,213 ,,2019/04/02,2019/04/04,CHF 248,Booking.com,14,"Free Wifi,Fitness center"
The Grove West Seattle Inn,http://www.tripadvisor.com/Hotel_Review-g60878-d224865-Reviews-The_Grove_West_Seattle_Inn-Seattle_Washington.html,Seattle,361 ,,2019/04/02,2019/04/04,CHF 119,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Pioneer Square Hotel,http://www.tripadvisor.com/Hotel_Review-g60878-d72572-Reviews-Best_Western_Plus_Pioneer_Square_Hotel-Seattle_Washington.html,Seattle,1748 ,,2019/04/02,2019/04/04,CHF 180,Booking.com,13,"Free Wifi,Breakfast included,Visit hotel website"
Ace Hotel,http://www.tripadvisor.com/Hotel_Review-g60878-d100509-Reviews-Ace_Hotel-Seattle_Washington.html,Seattle,485 ,,2019/04/02,2019/04/04,CHF 139,Booking.com,5,"Free Wifi,Breakfast included"
Hampton Inn & Suites by Hilton Seattle/Northgate,http://www.tripadvisor.com/Hotel_Review-g60878-d10627376-Reviews-Hampton_Inn_Suites_by_Hilton_Seattle_Northgate-Seattle_Washington.html,Seattle,324 ,,2019/04/02,2019/04/04,CHF 157,Booking.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Georgetown Inn,http://www.tripadvisor.com/Hotel_Review-g60878-d123037-Reviews-Georgetown_Inn-Seattle_Washington.html,Seattle,605 ,,2019/04/02,2019/04/04,CHF 129,ebookers.ch,8,"Free Wifi,Free parking"
Silver Cloud Hotel Seattle - University District,http://www.tripadvisor.com/Hotel_Review-g60878-d123021-Reviews-Silver_Cloud_Hotel_Seattle_University_District-Seattle_Washington.html,Seattle,131 ,,2019/04/02,2019/04/04,CHF 149,Booking.com,5,"Free Wifi,Breakfast included,Visit hotel website"
Mayflower Park Hotel,http://www.tripadvisor.com/Hotel_Review-g60878-d100542-Reviews-Mayflower_Park_Hotel-Seattle_Washington.html,Seattle,2609 ,,2019/04/02,2019/04/04,CHF 244,Expedia.ch,13,"Free Wifi,Restaurant,Visit hotel website"
The Maxwell Hotel - A Staypineapple Hotel,http://www.tripadvisor.com/Hotel_Review-g60878-d1723585-Reviews-The_Maxwell_Hotel_A_Staypineapple_Hotel-Seattle_Washington.html,Seattle,3293 ,,2019/04/02,2019/04/04,CHF 183,Agoda.com,11,"Free Wifi,Pool,Visit hotel website"
The Paramount Hotel,http://www.tripadvisor.com/Hotel_Review-g60878-d112429-Reviews-The_Paramount_Hotel-Seattle_Washington.html,Seattle,2146 ,,2019/04/02,2019/04/04,CHF 243,Booking.com,12,"Free Wifi,Restaurant,Visit hotel website"
Homewood Suites by Hilton Seattle Downtown,http://www.tripadvisor.com/Hotel_Review-g60878-d123003-Reviews-Homewood_Suites_by_Hilton_Seattle_Downtown-Seattle_Washington.html,Seattle,1284 ,,2019/04/02,2019/04/04,CHF 286,Booking.com,13,"Free Wifi,Breakfast included,Visit hotel website"
City Hostel Seattle,http://www.tripadvisor.com/Hotel_Review-g60878-d1196064-Reviews-City_Hostel_Seattle-Seattle_Washington.html,Seattle,400 ,,2019/04/02,2019/04/04,CHF 60,Hostelworld.com,0,"Free Wifi,Breakfast included"
Watertown Hotel - A Staypineapple Hotel,http://www.tripadvisor.com/Hotel_Review-g60878-d252350-Reviews-Watertown_Hotel_A_Staypineapple_Hotel-Seattle_Washington.html,Seattle,1415 ,,2019/04/02,2019/04/04,CHF 182,Booking.com,9,"Free Wifi,Restaurant,Visit hotel website"
Motif Seattle,http://www.tripadvisor.com/Hotel_Review-g60878-d275251-Reviews-Motif_Seattle-Seattle_Washington.html,Seattle,1241 ,,2019/04/02,2019/04/04,CHF 295,Hotels.com,14,"Restaurant,Room service,Visit hotel website"
University Inn - A Staypineapple Hotel,http://www.tripadvisor.com/Hotel_Review-g60878-d100581-Reviews-University_Inn_A_Staypineapple_Hotel-Seattle_Washington.html,Seattle,1087 ,,2019/04/02,2019/04/04,CHF 186,Booking.com,11,"Free Wifi,Pool,Visit hotel website"
Silver Cloud Inn - Seattle Lake Union,http://www.tripadvisor.com/Hotel_Review-g60878-d123022-Reviews-Silver_Cloud_Inn_Seattle_Lake_Union-Seattle_Washington.html,Seattle,1686 ,,2019/04/02,2019/04/04,CHF 174,Booking.com,5,"Free Wifi,Breakfast included,Visit hotel website"
