hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Baymont by Wyndham Mesa Near Downtown,http://www.tripadvisor.com/Hotel_Review-g31281-d866696-Reviews-Baymont_by_Wyndham_Mesa_Near_Downtown-Mesa_Arizona.html,Mesa,681 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn & Suites Mesa Superstition Springs,http://www.tripadvisor.com/Hotel_Review-g31281-d74970-Reviews-La_Quinta_Inn_Suites_Mesa_Superstition_Springs-Mesa_Arizona.html,Mesa,623 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Days Hotel by Wyndham Mesa Near Phoenix,http://www.tripadvisor.com/Hotel_Review-g31281-d73594-Reviews-Days_Hotel_by_Wyndham_Mesa_Near_Phoenix-Mesa_Arizona.html,Mesa,1402 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Residence Inn Phoenix Mesa,http://www.tripadvisor.com/Hotel_Review-g31281-d74957-Reviews-Residence_Inn_Phoenix_Mesa-Mesa_Arizona.html,Mesa,319 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Courtyard by Marriott Phoenix Mesa,http://www.tripadvisor.com/Hotel_Review-g31281-d73587-Reviews-Courtyard_by_Marriott_Phoenix_Mesa-Mesa_Arizona.html,Mesa,226 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Pool,Visit hotel website"
Four Points by Sheraton at Phoenix Mesa Gateway Airport,http://www.tripadvisor.com/Hotel_Review-g31281-d7742019-Reviews-Four_Points_by_Sheraton_at_Phoenix_Mesa_Gateway_Airport-Mesa_Arizona.html,Mesa,264 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn & Suites Phoenix Mesa West,http://www.tripadvisor.com/Hotel_Review-g31281-d74976-Reviews-La_Quinta_Inn_Suites_Phoenix_Mesa_West-Mesa_Arizona.html,Mesa,689 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Hyatt Place Phoenix/Mesa,http://www.tripadvisor.com/Hotel_Review-g31281-d1201110-Reviews-Hyatt_Place_Phoenix_Mesa-Mesa_Arizona.html,Mesa,851 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
Saguaro Lake Guest Ranch,http://www.tripadvisor.com/Hotel_Review-g31281-d73625-Reviews-Saguaro_Lake_Guest_Ranch-Mesa_Arizona.html,Mesa,185 ,,2019/04/02,2019/04/04,,TripAdvisor,6,"Free parking,Breakfast included,Visit hotel website"
"Country Inn & Suites by Radisson, Mesa, AZ",http://www.tripadvisor.com/Hotel_Review-g31281-d125596-Reviews-Country_Inn_Suites_by_Radisson_Mesa_AZ-Mesa_Arizona.html,Mesa,651 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
