hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Holiday Inn Express Philadelphia E - Penns Landing,http://www.tripadvisor.com/Hotel_Review-g60795-d142181-Reviews-Holiday_Inn_Express_Philadelphia_E_Penns_Landing-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.341359,833 ,,2019/04/02,2019/04/04, 261,HIExpress.com,10,"Free Wifi,Breakfast included,Visit hotel website"
Sonesta Philadelphia Downtown,http://www.tripadvisor.com/Hotel_Review-g60795-d125307-Reviews-Sonesta_Philadelphia_Downtown-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.342087,1832 ,,2019/04/02,2019/04/04, 249,Expedia.ch,11,"Free Wifi,Pool,Visit hotel website"
Doubletree by Hilton Philadelphia Center City,http://www.tripadvisor.com/Hotel_Review-g60795-d102480-Reviews-Doubletree_by_Hilton_Philadelphia_Center_City-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.343113,3927 ,,2019/04/02,2019/04/04, 219,Booking.com,12,"Pool,Restaurant,Visit hotel website"
The Windsor Suites,http://www.tripadvisor.com/Hotel_Review-g60795-d122325-Reviews-The_Windsor_Suites-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.344150,1818 ,,2019/04/02,2019/04/04, 256,Hotels.com,9,"Free Wifi,Pool,Visit hotel website"
Alexander Inn,http://www.tripadvisor.com/Hotel_Review-g60795-d122315-Reviews-Alexander_Inn-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.345032,1501 ,,2019/04/02,2019/04/04, 149,Booking.com,7,"Free Wifi,Breakfast included,Visit hotel website"
Kimpton Hotel Monaco Philadelphia,http://www.tripadvisor.com/Hotel_Review-g60795-d3226761-Reviews-Kimpton_Hotel_Monaco_Philadelphia-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.345774,3198 ,,2019/04/02,2019/04/04, 407,Hotels.com,10,"Free Wifi,Visit hotel website"
Loews Philadelphia Hotel,http://www.tripadvisor.com/Hotel_Review-g60795-d112132-Reviews-Loews_Philadelphia_Hotel-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.346514,6418 ,,2019/04/02,2019/04/04, 195,Booking.com,11,"Free Wifi,Pool,Visit hotel website"
Warwick Hotel Rittenhouse Square,http://www.tripadvisor.com/Hotel_Review-g60795-d96737-Reviews-Warwick_Hotel_Rittenhouse_Square-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.347230,2500 ,,2019/04/02,2019/04/04, 337,Expedia.ch,13,"Free Wifi,Restaurant,Visit hotel website"
Hampton Inn Philadelphia Center City - Convention Center,http://www.tripadvisor.com/Hotel_Review-g60795-d224279-Reviews-Hampton_Inn_Philadelphia_Center_City_Convention_Center-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.348130,2296 ,,2019/04/02,2019/04/04, 266,Hotels.com,12,"Free Wifi,Breakfast included,Visit hotel website"
The Study at University City,http://www.tripadvisor.com/Hotel_Review-g60795-d10803333-Reviews-The_Study_at_University_City-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.350035,264 ,,2019/04/02,2019/04/04, 289,Booking.com,7,"Free Wifi,Restaurant"
"The Logan Philadelphia, Curio Collection by Hilton",http://www.tripadvisor.com/Hotel_Review-g60795-d112124-Reviews-The_Logan_Philadelphia_Curio_Collection_by_Hilton-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.351274,1734 ,,2019/04/02,2019/04/04, 293,Booking.com,11,"Pool,Restaurant,Visit hotel website"
Kimpton Hotel Palomar Philadelphia,http://www.tripadvisor.com/Hotel_Review-g60795-d1510002-Reviews-Kimpton_Hotel_Palomar_Philadelphia-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.352355,2858 ,,2019/04/02,2019/04/04, 332,Booking.com,10,"Free Wifi,Restaurant,Visit hotel website"
Penn's View Hotel,http://www.tripadvisor.com/Hotel_Review-g60795-d112136-Reviews-Penn_s_View_Hotel-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.353297,900 ,,2019/04/02,2019/04/04, 152,Booking.com,8,"Free Wifi,Breakfast included"
Courtyard by Marriott Philadelphia Downtown,http://www.tripadvisor.com/Hotel_Review-g60795-d102463-Reviews-Courtyard_by_Marriott_Philadelphia_Downtown-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.354050,1271 ,,2019/04/02,2019/04/04, 349,roomsXXL.ch,11,"Free Wifi,Restaurant,Visit hotel website"
Sofitel Philadelphia at Rittenhouse Square,http://www.tripadvisor.com/Hotel_Review-g60795-d122343-Reviews-Sofitel_Philadelphia_at_Rittenhouse_Square-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 17:23:39.354790,3684 ,,2019/04/02,2019/04/04, 305,Sofitel,12,"Free Wifi,Restaurant,Visit hotel website"
