hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
The Watergate Hotel Georgetown,http://www.tripadvisor.com/Hotel_Review-g28970-d84026-Reviews-The_Watergate_Hotel_Georgetown-Washington_DC_District_of_Columbia.html,Washington,831 ,,2019/04/02,2019/04/04,CHF 545,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Capitol Hill Hotel,http://www.tripadvisor.com/Hotel_Review-g28970-d84048-Reviews-Capitol_Hill_Hotel-Washington_DC_District_of_Columbia.html,Washington,2213 ,,2019/04/02,2019/04/04,CHF 367,Booking.com,13,"Free Wifi,Breakfast included,Visit hotel website"
Hyatt Place Washington DC / National Mall,http://www.tripadvisor.com/Hotel_Review-g28970-d8355511-Reviews-Hyatt_Place_Washington_DC_National_Mall-Washington_DC_District_of_Columbia.html,Washington,1473 ,,2019/04/02,2019/04/04,CHF 484,roomsXXL.ch,12,"Free Wifi,Pool"
Grand Hyatt Washington,http://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Washington,5893 ,,2019/04/02,2019/04/04,CHF 628,Hotels.com,12,"Free Wifi,Restaurant,Visit hotel website"
Pod DC Hotel,http://www.tripadvisor.com/Hotel_Review-g28970-d12100637-Reviews-Pod_DC_Hotel-Washington_DC_District_of_Columbia.html,Washington,636 ,,2019/04/02,2019/04/04,CHF 296,Booking.com,8,"Free Wifi,Restaurant,Visit hotel website"
Arc The. Hotel,http://www.tripadvisor.com/Hotel_Review-g28970-d84066-Reviews-Arc_The_Hotel-Washington_DC_District_of_Columbia.html,Washington,1594 ,,2019/04/02,2019/04/04,CHF 271,Booking.com,13,"Free Wifi,Fitness center"
Washington Plaza Hotel,http://www.tripadvisor.com/Hotel_Review-g28970-d84095-Reviews-Washington_Plaza_Hotel-Washington_DC_District_of_Columbia.html,Washington,3019 ,,2019/04/02,2019/04/04,CHF 269,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Kimpton Hotel Palomar Washington DC,http://www.tripadvisor.com/Hotel_Review-g28970-d84093-Reviews-Kimpton_Hotel_Palomar_Washington_DC-Washington_DC_District_of_Columbia.html,Washington,4753 ,,2019/04/02,2019/04/04,CHF 266,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
The LINE DC,http://www.tripadvisor.com/Hotel_Review-g28970-d11985029-Reviews-The_LINE_DC-Washington_DC_District_of_Columbia.html,Washington,166 ,,2019/04/02,2019/04/04,CHF 288,Booking.com,9,"Free Wifi,Restaurant,Visit hotel website"
Hotel 1600,http://www.tripadvisor.com/Hotel_Review-g28970-d15239677-Reviews-Hotel_1600-Washington_DC_District_of_Columbia.html,Washington,817 ,,2019/04/02,2019/04/04,CHF 268,Hotels.com,9,"Free Wifi,Visit hotel website"
