hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Days Inn by Wyndham Glendale Los Angeles,http://www.tripadvisor.com/Hotel_Review-g32431-d77104-Reviews-Days_Inn_by_Wyndham_Glendale_Los_Angeles-Glendale_California.html,Glendale,871 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free Wifi,Pool,Visit hotel website"
Vagabond Inn - Glendale,http://www.tripadvisor.com/Hotel_Review-g32431-d77116-Reviews-Vagabond_Inn_Glendale-Glendale_California.html,Glendale,622 ,,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Free parking"
Hampton Inn & Suites Los Angeles - Glendale,http://www.tripadvisor.com/Hotel_Review-g32431-d10352909-Reviews-Hampton_Inn_Suites_Los_Angeles_Glendale-Glendale_California.html,Glendale,410 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Breakfast included,Visit hotel website"
Embassy Suites by Hilton Los Angeles Glendale,http://www.tripadvisor.com/Hotel_Review-g32431-d1011239-Reviews-Embassy_Suites_by_Hilton_Los_Angeles_Glendale-Glendale_California.html,Glendale,1641 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Breakfast included,Pool,Visit hotel website"
Hilton Los Angeles North / Glendale & Executive Meeting CTR,http://www.tripadvisor.com/Hotel_Review-g32431-d119425-Reviews-Hilton_Los_Angeles_North_Glendale_Executive_Meeting_CTR-Glendale_California.html,Glendale,1399 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool,Visit hotel website"
Econo Lodge,http://www.tripadvisor.com/Hotel_Review-g32431-d77107-Reviews-Econo_Lodge-Glendale_California.html,Glendale,123 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Hyatt Place Glendale/Los Angeles,http://www.tripadvisor.com/Hotel_Review-g32431-d13202468-Reviews-Hyatt_Place_Glendale_Los_Angeles-Glendale_California.html,Glendale,42 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool"
Hotel Xilo Glendale,http://www.tripadvisor.com/Hotel_Review-g32431-d625339-Reviews-Hotel_Xilo_Glendale-Glendale_California.html,Glendale,149 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Extended Stay America - Los Angeles - Glendale,http://www.tripadvisor.com/Hotel_Review-g32431-d217244-Reviews-Extended_Stay_America_Los_Angeles_Glendale-Glendale_California.html,Glendale,161 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Breakfast included,Visit hotel website"
Hotel Brandwood,http://www.tripadvisor.com/Hotel_Review-g32431-d613140-Reviews-Hotel_Brandwood-Glendale_California.html,Glendale,194 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Rodeway Inn Regalodge,http://www.tripadvisor.com/Hotel_Review-g32431-d77110-Reviews-Rodeway_Inn_Regalodge-Glendale_California.html,Glendale,73 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Motel Sakura,http://www.tripadvisor.com/Hotel_Review-g32431-d1223602-Reviews-Motel_Sakura-Glendale_California.html,Glendale,15 ,,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Free parking"
Glendale Lodge,http://www.tripadvisor.com/Hotel_Review-g32431-d1224079-Reviews-Glendale_Lodge-Glendale_California.html,Glendale,15 ,,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Free parking"
Chariot Inn,http://www.tripadvisor.com/Hotel_Review-g32431-d1158840-Reviews-Chariot_Inn-Glendale_California.html,Glendale,53 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Best Western Plus Glendale,http://www.tripadvisor.com/Hotel_Review-g32431-d13825264-Reviews-Best_Western_Plus_Glendale-Glendale_California.html,Glendale,11 ,,2019/04/02,2019/04/04,,Otel.com,0,Visit hotel website
