hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Baymont by Wyndham Reno,http://www.tripadvisor.com/Hotel_Review-g45992-d257500-Reviews-Baymont_by_Wyndham_Reno-Reno_Nevada.html,Reno,1144 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Ramada by Wyndham Reno Hotel and Casino,http://www.tripadvisor.com/Hotel_Review-g45992-d1176940-Reviews-Ramada_by_Wyndham_Reno_Hotel_and_Casino-Reno_Nevada.html,Reno,1264 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Days Inn by Wyndham Reno South,http://www.tripadvisor.com/Hotel_Review-g45992-d1903759-Reviews-Days_Inn_by_Wyndham_Reno_South-Reno_Nevada.html,Reno,144 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Travelodge by Wyndham Reno,http://www.tripadvisor.com/Hotel_Review-g45992-d7986382-Reviews-Travelodge_by_Wyndham_Reno-Reno_Nevada.html,Reno,250 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free parking,Breakfast included,Visit hotel website"
Super 8 by Wyndham Meadow Wood Courtyard,http://www.tripadvisor.com/Hotel_Review-g45992-d217592-Reviews-Super_8_by_Wyndham_Meadow_Wood_Courtyard-Reno_Nevada.html,Reno,323 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Grand Sierra Resort and Casino,http://www.tripadvisor.com/Hotel_Review-g45992-d802346-Reviews-Grand_Sierra_Resort_and_Casino-Reno_Nevada.html,Reno,7186 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Atlantis Casino Resort Spa,http://www.tripadvisor.com/Hotel_Review-g45992-d124682-Reviews-Atlantis_Casino_Resort_Spa-Reno_Nevada.html,Reno,5690 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Peppermill Resort Spa Casino,http://www.tripadvisor.com/Hotel_Review-g45992-d114917-Reviews-Peppermill_Resort_Spa_Casino-Reno_Nevada.html,Reno,11665 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Pool,Visit hotel website"
Silver Legacy Resort Casino,http://www.tripadvisor.com/Hotel_Review-g45992-d92070-Reviews-Silver_Legacy_Resort_Casino-Reno_Nevada.html,Reno,19747 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free parking,Pool"
Eldorado Resort Casino,http://www.tripadvisor.com/Hotel_Review-g45992-d114915-Reviews-Eldorado_Resort_Casino-Reno_Nevada.html,Reno,10957 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free parking,Pool"
Comfort Inn & Suites Airport,http://www.tripadvisor.com/Hotel_Review-g45992-d777331-Reviews-Comfort_Inn_Suites_Airport-Reno_Nevada.html,Reno,393 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Whitney Peak Hotel,http://www.tripadvisor.com/Hotel_Review-g45992-d3337653-Reviews-Whitney_Peak_Hotel-Reno_Nevada.html,Reno,2851 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Restaurant,Visit hotel website"
