hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
The Society Hotel,http://www.tripadvisor.com/Hotel_Review-g52024-d7740306-Reviews-The_Society_Hotel-Portland_Oregon.html,Portland,291 ,,2019/04/02,2019/04/04,,Booking.com,5,"Free Wifi,Bar/Lounge,Visit hotel website"
Portland International Guesthouse,http://www.tripadvisor.com/Hotel_Review-g52024-d1009658-Reviews-Portland_International_Guesthouse-Portland_Oregon.html,Portland,134 ,,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Breakfast included"
Caravan - The Tiny House Hotel,http://www.tripadvisor.com/Hotel_Review-g52024-d4582522-Reviews-Caravan_The_Tiny_House_Hotel-Portland_Oregon.html,Portland,163 ,,2019/04/02,2019/04/04,,TripAdvisor,0,Free Wifi
Lion and the Rose Victorian Guest House,http://www.tripadvisor.com/Hotel_Review-g52024-d112212-Reviews-Lion_and_the_Rose_Victorian_Guest_House-Portland_Oregon.html,Portland,458 ,,2019/04/02,2019/04/04,,Booking.com,6,Free Wifi
"The Porter Portland, Curio Collection By Hilton",http://www.tripadvisor.com/Hotel_Review-g52024-d13350988-Reviews-The_Porter_Portland_Curio_Collection_By_Hilton-Portland_Oregon.html,Portland,203 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Pool,Visit hotel website"
"Country Inn & Suites by Radisson, Portland International Airport, OR",http://www.tripadvisor.com/Hotel_Review-g52024-d122281-Reviews-Country_Inn_Suites_by_Radisson_Portland_International_Airport_OR-Portland_Oregon.html,Portland,1427 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Hilton Portland Downtown,http://www.tripadvisor.com/Hotel_Review-g52024-d96157-Reviews-Hilton_Portland_Downtown-Portland_Oregon.html,Portland,622 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Restaurant,Visit hotel website"
Inn at Northrup Station,http://www.tripadvisor.com/Hotel_Review-g52024-d240603-Reviews-Inn_at_Northrup_Station-Portland_Oregon.html,Portland,1257 ,,2019/04/02,2019/04/04,CHF 188,Hotels.com,6,"Free Wifi,Free parking,Visit hotel website"
Hostelling International - Northwest Portland Hostel,http://www.tripadvisor.com/Hotel_Review-g52024-d944637-Reviews-Hostelling_International_Northwest_Portland_Hostel-Portland_Oregon.html,Portland,273 ,,2019/04/02,2019/04/04,,Booking.com,0,Free Wifi
Silver Cloud Inn NW Portland,http://www.tripadvisor.com/Hotel_Review-g52024-d112201-Reviews-Silver_Cloud_Inn_NW_Portland-Portland_Oregon.html,Portland,588 ,,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Free parking,Visit hotel website"
Best Western Inn At The Meadows,http://www.tripadvisor.com/Hotel_Review-g52024-d74619-Reviews-Best_Western_Inn_At_The_Meadows-Portland_Oregon.html,Portland,2224 ,,2019/04/02,2019/04/04,,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Comfort Suites Portland Airport,http://www.tripadvisor.com/Hotel_Review-g52024-d122304-Reviews-Comfort_Suites_Portland_Airport-Portland_Oregon.html,Portland,275 ,,2019/04/02,2019/04/04,CHF 129,TripAdvisor,10,"Free Wifi,Breakfast included"
