hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
The Hotel @ Fifth Avenue,http://www.tripadvisor.com/Hotel_Review-g60763-d99774-Reviews-The_Hotel_Fifth_Avenue-New_York_City_New_York.html,New York,2841 ,,2019/04/02,2019/04/04,CHF 229,Agoda.com,8,"Free Wifi,Bar/Lounge"
YOTEL New York,http://www.tripadvisor.com/Hotel_Review-g60763-d2079052-Reviews-YOTEL_New_York-New_York_City_New_York.html,New York,12343 ,,2019/04/02,2019/04/04,CHF 243,Expedia.ch,15,"Free Wifi,Restaurant,Visit hotel website"
Crowne Plaza Times Square Manhattan,http://www.tripadvisor.com/Hotel_Review-g60763-d93454-Reviews-Crowne_Plaza_Times_Square_Manhattan-New_York_City_New_York.html,New York,11178 ,,2019/04/02,2019/04/04,CHF 325,Agoda.com,13,"Pool,Restaurant,Visit hotel website"
Pod 51 Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d93358-Reviews-Pod_51_Hotel-New_York_City_New_York.html,New York,5432 ,,2019/04/02,2019/04/04,CHF 140,Booking.com,14,"Free Wifi,Bar/Lounge"
Hotel 50 Bowery NYC,http://www.tripadvisor.com/Hotel_Review-g60763-d10066892-Reviews-Hotel_50_Bowery_NYC-New_York_City_New_York.html,New York,1358 ,,2019/04/02,2019/04/04,CHF 263,Agoda.com,14,"Free Wifi,Restaurant,Visit hotel website"
Stewart Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d93562-Reviews-Stewart_Hotel-New_York_City_New_York.html,New York,6956 ,,2019/04/02,2019/04/04,CHF 197,Booking.com,11,"Free Wifi,Restaurant,Visit hotel website"
Park Central Hotel New York,http://www.tripadvisor.com/Hotel_Review-g60763-d93520-Reviews-Park_Central_Hotel_New_York-New_York_City_New_York.html,New York,6350 ,,2019/04/02,2019/04/04,CHF 200,Booking.com,12,"Bar/Lounge,Fitness center,Visit hotel website"
Hilton Garden Inn Times Square,http://www.tripadvisor.com/Hotel_Review-g60763-d99352-Reviews-Hilton_Garden_Inn_Times_Square-New_York_City_New_York.html,New York,8237 ,,2019/04/02,2019/04/04,CHF 316,Agoda.com,13,"Free Wifi,Restaurant,Visit hotel website"
Crowne Plaza HY36 Midtown Manhattan,http://www.tripadvisor.com/Hotel_Review-g60763-d11854022-Reviews-Crowne_Plaza_HY36_Midtown_Manhattan-New_York_City_New_York.html,New York,662 ,,2019/04/02,2019/04/04,CHF 340,Agoda.com,12,"Free Wifi,Fitness center,Visit hotel website"
Pod 39 Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d3235844-Reviews-Pod_39_Hotel-New_York_City_New_York.html,New York,3950 ,,2019/04/02,2019/04/04,CHF 163,Booking.com,11,"Free Wifi,Restaurant"
Arthouse Hotel New York City,http://www.tripadvisor.com/Hotel_Review-g60763-d99288-Reviews-Arthouse_Hotel_New_York_City-New_York_City_New_York.html,New York,6682 ,,2019/04/02,2019/04/04,CHF 243,Expedia.ch,7,"Restaurant,Bar/Lounge"
Dream Midtown,http://www.tripadvisor.com/Hotel_Review-g60763-d75688-Reviews-Dream_Midtown-New_York_City_New_York.html,New York,801 ,,2019/04/02,2019/04/04,CHF 406,TUI,12,"Free Wifi,Restaurant,Visit hotel website"
Hilton Garden Inn New York/West 35th Street,http://www.tripadvisor.com/Hotel_Review-g60763-d1218792-Reviews-Hilton_Garden_Inn_New_York_West_35th_Street-New_York_City_New_York.html,New York,5791 ,,2019/04/02,2019/04/04,CHF 355,Expedia.ch,14,"Free Wifi,Restaurant,Visit hotel website"
