hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Drury Plaza Hotel St. Louis at the Arch,http://www.tripadvisor.com/Hotel_Review-g44881-d270688-Reviews-Drury_Plaza_Hotel_St_Louis_at_the_Arch-Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.395341,2038 ,,2019/04/02,2019/04/04,CHF 265,Hotels.com,8,"Free Wifi,Breakfast included,Visit hotel website"
Moonrise Hotel,http://www.tripadvisor.com/Hotel_Review-g44881-d1200529-Reviews-Moonrise_Hotel-Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.396065,1338 ,,2019/04/02,2019/04/04,CHF 219,Booking.com,10,"Free Wifi,Restaurant,Visit hotel website"
Best Western Kirkwood Inn,http://www.tripadvisor.com/Hotel_Review-g44551-d76485-Reviews-Best_Western_Kirkwood_Inn-Kirkwood_Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.397175,642 ,,2019/04/02,2019/04/04,CHF 70,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
The Chase Park Plaza Royal Sonesta St. Louis,http://www.tripadvisor.com/Hotel_Review-g44881-d121296-Reviews-The_Chase_Park_Plaza_Royal_Sonesta_St_Louis-Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.397949,1546 ,,2019/04/02,2019/04/04,CHF 279,Booking.com,10,"Free Wifi,Pool,Visit hotel website"
La Quinta Inn & Suites St. Louis Westport,http://www.tripadvisor.com/Hotel_Review-g44647-d96829-Reviews-La_Quinta_Inn_Suites_St_Louis_Westport-Maryland_Heights_Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.398641,871 ,,2019/04/02,2019/04/04,CHF 97,Booking.com,10,"Free Wifi,Free parking"
"St. Louis Union Station Hotel, Curio Collection by Hilton",http://www.tripadvisor.com/Hotel_Review-g44881-d91069-Reviews-St_Louis_Union_Station_Hotel_Curio_Collection_by_Hilton-Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.399572,3727 ,,2019/04/02,2019/04/04,CHF 296,Booking.com,11,"Free Wifi,Pool,Visit hotel website"
The Parkway Hotel,http://www.tripadvisor.com/Hotel_Review-g44881-d446435-Reviews-The_Parkway_Hotel-Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.400365,684 ,,2019/04/02,2019/04/04,CHF 155,Booking.com,10,"Free Wifi,Breakfast included"
Pear Tree Inn St. Louis Near Union Station,http://www.tripadvisor.com/Hotel_Review-g44881-d224297-Reviews-Pear_Tree_Inn_St_Louis_Near_Union_Station-Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.401136,871 ,,2019/04/02,2019/04/04,CHF 110,Hotels.com,8,"Free Wifi,Free parking,Visit hotel website"
Drury Inn & Suites St. Louis Airport,http://www.tripadvisor.com/Hotel_Review-g44121-d96850-Reviews-Drury_Inn_Suites_St_Louis_Airport-Berkeley_Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.402132,368 ,,2019/04/02,2019/04/04,CHF 142,Hotels.com,10,"Free Wifi,Free parking,Visit hotel website"
Sonesta ES Suites St. Louis - Westport,http://www.tripadvisor.com/Hotel_Review-g44275-d224918-Reviews-Sonesta_ES_Suites_St_Louis_Westport-Creve_Coeur_Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.402841,681 ,,2019/04/02,2019/04/04,CHF 129,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Drury Inn & Suites St. Louis Forest Park,http://www.tripadvisor.com/Hotel_Review-g44881-d1009777-Reviews-Drury_Inn_Suites_St_Louis_Forest_Park-Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.403827,682 ,,2019/04/02,2019/04/04,CHF 140,Hotels.com,8,"Free Wifi,Free parking,Visit hotel website"
Courtyard by Marriott St. Louis Westport Plaza,http://www.tripadvisor.com/Hotel_Review-g44647-d96814-Reviews-Courtyard_by_Marriott_St_Louis_Westport_Plaza-Maryland_Heights_Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.405104,251 ,,2019/04/02,2019/04/04,CHF 164,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Marriott St. Louis Airport,http://www.tripadvisor.com/Hotel_Review-g44121-d91095-Reviews-Marriott_St_Louis_Airport-Berkeley_Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.406264,1539 ,,2019/04/02,2019/04/04,CHF 220,Booking.com,13,"Pool,Restaurant,Visit hotel website"
Drury Inn St. Louis at Union Station,http://www.tripadvisor.com/Hotel_Review-g44881-d96802-Reviews-Drury_Inn_St_Louis_at_Union_Station-Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.407087,843 ,,2019/04/02,2019/04/04,CHF 195,Hotels.com,8,"Free Wifi,Breakfast included,Visit hotel website"
Hampton Inn & Suites St. Louis at Forest Park,http://www.tripadvisor.com/Hotel_Review-g44881-d601384-Reviews-Hampton_Inn_Suites_St_Louis_at_Forest_Park-Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.407856,1381 ,,2019/04/02,2019/04/04,CHF 196,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
River City Casino & Hotel,http://www.tripadvisor.com/Hotel_Review-g44881-d4585076-Reviews-River_City_Casino_Hotel-Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.408944,631 ,,2019/04/02,2019/04/04,CHF 121,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn and Suites Clayton / St Louis - Galleria Area,http://www.tripadvisor.com/Hotel_Review-g44244-d6757889-Reviews-Hampton_Inn_and_Suites_Clayton_St_Louis_Galleria_Area-Clayton_Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.409885,552 ,,2019/04/02,2019/04/04,CHF 166,Agoda.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Drury Inn & Suites St. Louis Brentwood,http://www.tripadvisor.com/Hotel_Review-g44166-d6956239-Reviews-Drury_Inn_Suites_St_Louis_Brentwood-Brentwood_Saint_Louis_Missouri.html,St. Louis,2019-03-20 16:51:33.410904,446 ,,2019/04/02,2019/04/04,CHF 195,Hotels.com,8,"Free Wifi,Free parking,Visit hotel website"
