hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Travelodge by Wyndham Jersey City,http://www.tripadvisor.com/Hotel_Review-g46531-d1034306-Reviews-Travelodge_by_Wyndham_Jersey_City-Jersey_City_New_Jersey.html,Jersey City,102 ,,2019/04/02,2019/04/04,,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
The Holland Hotel,http://www.tripadvisor.com/Hotel_Review-g46531-d496569-Reviews-The_Holland_Hotel-Jersey_City_New_Jersey.html,Jersey City,730 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
The Westin Jersey City Newport,http://www.tripadvisor.com/Hotel_Review-g46531-d1172031-Reviews-The_Westin_Jersey_City_Newport-Jersey_City_New_Jersey.html,Jersey City,1607 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Pool,Restaurant,Visit hotel website"
DoubleTree by Hilton Hotel & Suites Jersey City,http://www.tripadvisor.com/Hotel_Review-g46531-d98276-Reviews-DoubleTree_by_Hilton_Hotel_Suites_Jersey_City-Jersey_City_New_Jersey.html,Jersey City,1649 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Restaurant,Visit hotel website"
Courtyard by Marriott Jersey City Newport,http://www.tripadvisor.com/Hotel_Review-g46531-d224096-Reviews-Courtyard_by_Marriott_Jersey_City_Newport-Jersey_City_New_Jersey.html,Jersey City,694 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool,Visit hotel website"
Hyatt Regency Jersey City,http://www.tripadvisor.com/Hotel_Review-g46531-d246778-Reviews-Hyatt_Regency_Jersey_City-Jersey_City_New_Jersey.html,Jersey City,3281 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool"
Residence Inn by Marriott Jersey City,http://www.tripadvisor.com/Hotel_Review-g46531-d11014365-Reviews-Residence_Inn_by_Marriott_Jersey_City-Jersey_City_New_Jersey.html,Jersey City,211 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Breakfast included,Visit hotel website"
Hyatt House Jersey City,http://www.tripadvisor.com/Hotel_Review-g46531-d12446655-Reviews-Hyatt_House_Jersey_City-Jersey_City_New_Jersey.html,Jersey City,385 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Breakfast included,Visit hotel website"
Candlewood Suites Jersey City,http://www.tripadvisor.com/Hotel_Review-g46531-d225883-Reviews-Candlewood_Suites_Jersey_City-Jersey_City_New_Jersey.html,Jersey City,609 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Fitness center,Visit hotel website"
Dharma Home Suites JC at Paulus Hook,http://www.tripadvisor.com/Hotel_Review-g46531-d10345260-Reviews-Dharma_Home_Suites_JC_at_Paulus_Hook-Jersey_City_New_Jersey.html,Jersey City,44 ,,2019/04/02,2019/04/04,,TripAdvisor,7,Free Wifi
Dharma Home Suites JC At Exchange Place,http://www.tripadvisor.com/Hotel_Review-g46531-d6581841-Reviews-Dharma_Home_Suites_JC_At_Exchange_Place-Jersey_City_New_Jersey.html,Jersey City,87 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Fitness center"
Ramada by Wyndham Jersey City,http://www.tripadvisor.com/Hotel_Review-g46531-d247805-Reviews-Ramada_by_Wyndham_Jersey_City-Jersey_City_New_Jersey.html,Jersey City,1246 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Breakfast included,Visit hotel website"
Holiday Inn Express & Suites Jersey City North - Hoboken,http://www.tripadvisor.com/Hotel_Review-g46531-d10628155-Reviews-Holiday_Inn_Express_Suites_Jersey_City_North_Hoboken-Jersey_City_New_Jersey.html,Jersey City,39 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Haiban Inn,http://www.tripadvisor.com/Hotel_Review-g46531-d5113699-Reviews-Haiban_Inn-Jersey_City_New_Jersey.html,Jersey City,85 ,,2019/04/02,2019/04/04,,TripAdvisor,7,Free Wifi
Global Luxury Suites at Newport,http://www.tripadvisor.com/Hotel_Review-g46531-d12963869-Reviews-Global_Luxury_Suites_at_Newport-Jersey_City_New_Jersey.html,Jersey City,6 ,,2019/04/02,2019/04/04,,TripAdvisor,5,"Free Wifi,Pool"
Jersey City Bed & Breakfast,http://www.tripadvisor.com/Hotel_Review-g46531-d1006654-Reviews-Jersey_City_Bed_Breakfast-Jersey_City_New_Jersey.html,Jersey City,60 ,,2019/04/02,2019/04/04,,ZenHotels.com,0,"Free Wifi,Free parking"
Dharma Home Suites JC at Grove Station II,http://www.tripadvisor.com/Hotel_Review-g46531-d9783537-Reviews-Dharma_Home_Suites_JC_at_Grove_Station_II-Jersey_City_New_Jersey.html,Jersey City,11 ,,2019/04/02,2019/04/04,,Booking.com,0,Free Wifi
Grove Pointe Apartments,http://www.tripadvisor.com/Hotel_Review-g46531-d1157328-Reviews-Grove_Pointe_Apartments-Jersey_City_New_Jersey.html,Jersey City,22 ,,2019/04/02,2019/04/04,,TripAdvisor,6,"Free Wifi,Pool"
Kensho homes,http://www.tripadvisor.com/Hotel_Review-g46531-d13994921-Reviews-Kensho_homes-Jersey_City_New_Jersey.html,Jersey City,4 ,,2019/04/02,2019/04/04,,TripAdvisor,5,
East Hampton Towers,http://www.tripadvisor.com/Hotel_Review-g46531-d3353481-Reviews-East_Hampton_Towers-Jersey_City_New_Jersey.html,Jersey City,2 ,,2019/04/02,2019/04/04,,Migros Ferien,0,
Global Luxury Suites at Metropolitan,http://www.tripadvisor.com/Hotel_Review-g46531-d12449176-Reviews-Global_Luxury_Suites_at_Metropolitan-Jersey_City_New_Jersey.html,Jersey City,8 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Pool,Visit hotel website"
The Pier,http://www.tripadvisor.com/Hotel_Review-g46531-d5535264-Reviews-The_Pier-Jersey_City_New_Jersey.html,Jersey City,10 ,,2019/04/02,2019/04/04,,Expedia.ch,0,Fitness center
AllCity at 50 Columbus,http://www.tripadvisor.com/Hotel_Review-g46531-d1957274-Reviews-AllCity_at_50_Columbus-Jersey_City_New_Jersey.html,Jersey City,12 ,,2019/04/02,2019/04/04,,Agoda.com,0,"Free Wifi,Pool"
Churchill At Marbella,http://www.tripadvisor.com/Hotel_Review-g46531-d1540975-Reviews-Churchill_At_Marbella-Jersey_City_New_Jersey.html,Jersey City,7 ,,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Pool"
Skyline Luxury Home Suites At Newport II,http://www.tripadvisor.com/Hotel_Review-g46531-d15647128-Reviews-Skyline_Luxury_Home_Suites_At_Newport_II-Jersey_City_New_Jersey.html,Jersey City,1 review,,2019/04/02,2019/04/04,,TripAdvisor,0,
Washington Street Apartments at Marbella,http://www.tripadvisor.com/Hotel_Review-g46531-d13946524-Reviews-Washington_Street_Apartments_at_Marbella-Jersey_City_New_Jersey.html,Jersey City,1 review,,2019/04/02,2019/04/04,,TripAdvisor,0,"Pool,Fitness center"
