hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Eldorado Resort Casino,http://www.tripadvisor.com/Hotel_Review-g40424-d169780-Reviews-Eldorado_Resort_Casino-Shreveport_Louisiana.html,Shreveport,2019-03-20 17:26:58.389345,1077 ,,2019/04/02,2019/04/04, 69,Booking.com,7,"Free Wifi,Free parking"
Homewood Suites Shreveport,http://www.tripadvisor.com/Hotel_Review-g40424-d1236312-Reviews-Homewood_Suites_Shreveport-Shreveport_Louisiana.html,Shreveport,2019-03-20 17:26:58.390056,718 ,,2019/04/02,2019/04/04, 108,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Hilton Shreveport,http://www.tripadvisor.com/Hotel_Review-g40424-d624320-Reviews-Hilton_Shreveport-Shreveport_Louisiana.html,Shreveport,2019-03-20 17:26:58.391016,1250 ,,2019/04/02,2019/04/04, 111,Booking.com,10,"Pool,Restaurant,Visit hotel website"
Sleep Inn & Suites I-20,http://www.tripadvisor.com/Hotel_Review-g40424-d1676316-Reviews-Sleep_Inn_Suites_I_20-Shreveport_Louisiana.html,Shreveport,2019-03-20 17:26:58.391899,277 ,,2019/04/02,2019/04/04, 80,Booking.com,9,"Free Wifi,Free parking"
Hampton Inn Shreveport Airport,http://www.tripadvisor.com/Hotel_Review-g40424-d279205-Reviews-Hampton_Inn_Shreveport_Airport-Shreveport_Louisiana.html,Shreveport,2019-03-20 17:26:58.392920,447 ,,2019/04/02,2019/04/04, 94,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
The Remington Suite Hotel and Spa Shreveport,http://www.tripadvisor.com/Hotel_Review-g40424-d483832-Reviews-The_Remington_Suite_Hotel_and_Spa_Shreveport-Shreveport_Louisiana.html,Shreveport,2019-03-20 17:26:58.393564,376 ,,2019/04/02,2019/04/04, 115,Booking.com,7,"Free Wifi,Pool"
Hampton Inn & Suites Shreveport-South,http://www.tripadvisor.com/Hotel_Review-g40424-d1724289-Reviews-Hampton_Inn_Suites_Shreveport_South-Shreveport_Louisiana.html,Shreveport,2019-03-20 17:26:58.394299,434 ,,2019/04/02,2019/04/04, 147,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Shreveport,http://www.tripadvisor.com/Hotel_Review-g40424-d1164475-Reviews-Hilton_Garden_Inn_Shreveport-Shreveport_Louisiana.html,Shreveport,2019-03-20 17:26:58.394987,788 ,,2019/04/02,2019/04/04, 89,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Quality Inn,http://www.tripadvisor.com/Hotel_Review-g40424-d93436-Reviews-Quality_Inn-Shreveport_Louisiana.html,Shreveport,2019-03-20 17:26:58.395638,155 ,,2019/04/02,2019/04/04, 50,Booking.com,9,"Free Wifi,Free parking"
"Sam's Town Hotel & Casino, Shreveport",http://www.tripadvisor.com/Hotel_Review-g40424-d169781-Reviews-Sam_s_Town_Hotel_Casino_Shreveport-Shreveport_Louisiana.html,Shreveport,2019-03-20 17:26:58.396540,992 ,,2019/04/02,2019/04/04, 70,Booking.com,7,"Free Wifi,Free parking"
