hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hilton Garden Inn Akron,http://www.tripadvisor.com/Hotel_Review-g29912-d7175228-Reviews-Hilton_Garden_Inn_Akron-Akron_Ohio.html,Akron,462 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Red Roof Inn Akron,http://www.tripadvisor.com/Hotel_Review-g29912-d235309-Reviews-Red_Roof_Inn_Akron-Akron_Ohio.html,Akron,443 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Courtyard Akron Downtown,http://www.tripadvisor.com/Hotel_Review-g29912-d8771829-Reviews-Courtyard_Akron_Downtown-Akron_Ohio.html,Akron,112 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Courtyard Akron Fairlawn,http://www.tripadvisor.com/Hotel_Review-g29912-d101697-Reviews-Courtyard_Akron_Fairlawn-Akron_Ohio.html,Akron,147 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Fairfield Inn & Suites Akron Fairlawn,http://www.tripadvisor.com/Hotel_Review-g29912-d7911231-Reviews-Fairfield_Inn_Suites_Akron_Fairlawn-Akron_Ohio.html,Akron,127 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Econo Lodge,http://www.tripadvisor.com/Hotel_Review-g29912-d101691-Reviews-Econo_Lodge-Akron_Ohio.html,Akron,223 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Holiday Inn Akron-Fairlawn,http://www.tripadvisor.com/Hotel_Review-g29912-d95051-Reviews-Holiday_Inn_Akron_Fairlawn-Akron_Ohio.html,Akron,124 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Quality Inn Akron-Fairlawn,http://www.tripadvisor.com/Hotel_Review-g29912-d12643207-Reviews-Quality_Inn_Akron_Fairlawn-Akron_Ohio.html,Akron,23 ,,2019/04/02,2019/04/04,,roomsXXL.ch,0,"Free Wifi,Free parking"
Quality Inn & Conference Center,http://www.tripadvisor.com/Hotel_Review-g29912-d95055-Reviews-Quality_Inn_Conference_Center-Akron_Ohio.html,Akron,156 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Econo Lodge,http://www.tripadvisor.com/Hotel_Review-g29912-d75260-Reviews-Econo_Lodge-Akron_Ohio.html,Akron,49 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Rodeway Inn,http://www.tripadvisor.com/Hotel_Review-g29912-d122208-Reviews-Rodeway_Inn-Akron_Ohio.html,Akron,121 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Pool"
Berrodin Bed & Breakfast,http://www.tripadvisor.com/Hotel_Review-g29912-d15564778-Reviews-Berrodin_Bed_Breakfast-Akron_Ohio.html,Akron,0 ,,2019/04/02,2019/04/04,,Booking.com,0,
The O'Neil House Bed and Breakfast,http://www.tripadvisor.com/Hotel_Review-g29912-d1048492-Reviews-The_O_Neil_House_Bed_and_Breakfast-Akron_Ohio.html,Akron,68 ,,2019/04/02,2019/04/04,,,0,"Free Wifi,Free parking"
Portage House,http://www.tripadvisor.com/Hotel_Review-g29912-d1479725-Reviews-Portage_House-Akron_Ohio.html,Akron,1 review,,2019/04/02,2019/04/04,,,0,
Courtesy Inn,http://www.tripadvisor.com/Hotel_Review-g29912-d5999800-Reviews-Courtesy_Inn-Akron_Ohio.html,Akron,1 review,,2019/04/02,2019/04/04,,,0,
