hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Harbor Court Hotel,http://www.tripadvisor.com/Hotel_Review-g60713-d81022-Reviews-Harbor_Court_Hotel-San_Francisco_California.html,San Francisco,1752 ,,2019/04/02,2019/04/04,CHF 839,Hotels.com,11,"Room service,Visit hotel website"
"Argonaut Hotel, A Noble House Hotel",http://www.tripadvisor.com/Hotel_Review-g60713-d268533-Reviews-Argonaut_Hotel_A_Noble_House_Hotel-San_Francisco_California.html,San Francisco,6618 ,,2019/04/02,2019/04/04,CHF 399,Booking.com,13,"Free Wifi,Restaurant,Visit hotel website"
Coventry Motor Inn,http://www.tripadvisor.com/Hotel_Review-g60713-d119601-Reviews-Coventry_Motor_Inn-San_Francisco_California.html,San Francisco,1725 ,,2019/04/02,2019/04/04,CHF 178,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Cow Hollow Inn and Suites,http://www.tripadvisor.com/Hotel_Review-g60713-d112293-Reviews-Cow_Hollow_Inn_and_Suites-San_Francisco_California.html,San Francisco,1332 ,,2019/04/02,2019/04/04,CHF 180,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Fairmont San Francisco,http://www.tripadvisor.com/Hotel_Review-g60713-d81397-Reviews-Fairmont_San_Francisco-San_Francisco_California.html,San Francisco,4238 ,,2019/04/02,2019/04/04,CHF 611,Booking.com,15,"Pool,Restaurant,Visit hotel website"
Hotel Spero,http://www.tripadvisor.com/Hotel_Review-g60713-d80802-Reviews-Hotel_Spero-San_Francisco_California.html,San Francisco,271 ,,2019/04/02,2019/04/04,CHF 244,Booking.com,14,"Free Wifi,Restaurant"
Hotel Nikko San Francisco,http://www.tripadvisor.com/Hotel_Review-g60713-d80793-Reviews-Hotel_Nikko_San_Francisco-San_Francisco_California.html,San Francisco,4116 ,,2019/04/02,2019/04/04,CHF 434,Agoda.com,13,"Free Wifi,Pool,Visit hotel website"
Club Quarters Hotel in San Francisco,http://www.tripadvisor.com/Hotel_Review-g60713-d268240-Reviews-Club_Quarters_Hotel_in_San_Francisco-San_Francisco_California.html,San Francisco,4396 ,,2019/04/02,2019/04/04,CHF 350,Booking.com,10,"Free Wifi,Restaurant"
Hotel Zoe Fisherman's Wharf,http://www.tripadvisor.com/Hotel_Review-g60713-d80780-Reviews-Hotel_Zoe_Fisherman_s_Wharf-San_Francisco_California.html,San Francisco,971 ,,2019/04/02,2019/04/04,CHF 294,Booking.com,14,"Free Wifi,Restaurant,Visit hotel website"
Omni San Francisco Hotel,http://www.tripadvisor.com/Hotel_Review-g60713-d224948-Reviews-Omni_San_Francisco_Hotel-San_Francisco_California.html,San Francisco,6021 ,,2019/04/02,2019/04/04,CHF 648,Hotels.com,14,"Restaurant,Room service,Visit hotel website"
Holiday Inn Express Hotel & Suites San Francisco Fisherman's Wharf,http://www.tripadvisor.com/Hotel_Review-g60713-d217813-Reviews-Holiday_Inn_Express_Hotel_Suites_San_Francisco_Fisherman_s_Wharf-San_Francisco_Californi.html,San Francisco,2881 ,,2019/04/02,2019/04/04,CHF 195,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
"Hotel Carlton, a Joie de Vivre hotel",http://www.tripadvisor.com/Hotel_Review-g60713-d80925-Reviews-Hotel_Carlton_a_Joie_de_Vivre_hotel-San_Francisco_California.html,San Francisco,3312 ,,2019/04/02,2019/04/04,CHF 259,Booking.com,14,"Free Wifi,Restaurant,Visit hotel website"
Chancellor Hotel on Union Square,http://www.tripadvisor.com/Hotel_Review-g60713-d115644-Reviews-Chancellor_Hotel_on_Union_Square-San_Francisco_California.html,San Francisco,5647 ,,2019/04/02,2019/04/04,CHF 238,Hotels.com,11,"Free Wifi,Restaurant"
Pier 2620 Hotel Fisherman's Wharf,http://www.tripadvisor.com/Hotel_Review-g60713-d81237-Reviews-Pier_2620_Hotel_Fisherman_s_Wharf-San_Francisco_California.html,San Francisco,2185 ,,2019/04/02,2019/04/04,CHF 399,Offizielle Seite,15,"Fitness center,Visit hotel website"
Grand Hyatt San Francisco,http://www.tripadvisor.com/Hotel_Review-g60713-d80999-Reviews-Grand_Hyatt_San_Francisco-San_Francisco_California.html,San Francisco,5594 ,,2019/04/02,2019/04/04,CHF 548,Hotels.com,14,"Free Wifi,Restaurant,Visit hotel website"
