hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hostel Buffalo-Niagara,http://www.tripadvisor.com/Hotel_Review-g60974-d1150695-Reviews-Hostel_Buffalo_Niagara-Buffalo_New_York.html,Buffalo,117 ,4,2019/04/02,2019/04/04,,TripAdvisor,7,Free Wifi
Hyatt Regency Buffalo,http://www.tripadvisor.com/Hotel_Review-g60974-d93122-Reviews-Hyatt_Regency_Buffalo-Buffalo_New_York.html,Buffalo,2315 ,4,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Pool"
Wyndham Garden Buffalo Downtown,http://www.tripadvisor.com/Hotel_Review-g60974-d99510-Reviews-Wyndham_Garden_Buffalo_Downtown-Buffalo_New_York.html,Buffalo,985 ,4.5,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Restaurant,Visit hotel website"
Holiday Inn Express & Suites Downtown Buffalo,http://www.tripadvisor.com/Hotel_Review-g60974-d93128-Reviews-Holiday_Inn_Express_Suites_Downtown_Buffalo-Buffalo_New_York.html,Buffalo,746 ,4,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Breakfast included,Visit hotel website"
Curtiss Hotel,http://www.tripadvisor.com/Hotel_Review-g60974-d12100260-Reviews-Curtiss_Hotel-Buffalo_New_York.html,Buffalo,248 ,4.5,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Best Western - On The Avenue,http://www.tripadvisor.com/Hotel_Review-g60974-d93114-Reviews-Best_Western_On_The_Avenue-Buffalo_New_York.html,Buffalo,484 ,4,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Embassy Suites by Hilton Buffalo,http://www.tripadvisor.com/Hotel_Review-g60974-d1484384-Reviews-Embassy_Suites_by_Hilton_Buffalo-Buffalo_New_York.html,Buffalo,1500 ,4.5,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Breakfast included,Visit hotel website"
Hampton Inn & Suites Buffalo Downtown,http://www.tripadvisor.com/Hotel_Review-g60974-d224389-Reviews-Hampton_Inn_Suites_Buffalo_Downtown-Buffalo_New_York.html,Buffalo,1382 ,4.5,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
InnBuffalo off Elmwood,http://www.tripadvisor.com/Hotel_Review-g60974-d7743987-Reviews-InnBuffalo_off_Elmwood-Buffalo_New_York.html,Buffalo,359 ,5,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Buffalo Downtown,http://www.tripadvisor.com/Hotel_Review-g60974-d6948068-Reviews-Hilton_Garden_Inn_Buffalo_Downtown-Buffalo_New_York.html,Buffalo,707 ,4.5,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Pool,Visit hotel website"
Lofts on Pearl a Trademark Collection Hotel,http://www.tripadvisor.com/Hotel_Review-g60974-d3784565-Reviews-Lofts_on_Pearl_a_Trademark_Collection_Hotel-Buffalo_New_York.html,Buffalo,236 ,4.5,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Visit hotel website"
Buffalo Marriott HARBORCENTER,http://www.tripadvisor.com/Hotel_Review-g60974-d8518794-Reviews-Buffalo_Marriott_HARBORCENTER-Buffalo_New_York.html,Buffalo,340 ,4.5,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Restaurant,Visit hotel website"
Courtyard Buffalo Downtown/Canalside,http://www.tripadvisor.com/Hotel_Review-g60974-d6583302-Reviews-Courtyard_Buffalo_Downtown_Canalside-Buffalo_New_York.html,Buffalo,335 ,4.5,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool,Visit hotel website"
Hotel Henry Urban Resort Conference Center,http://www.tripadvisor.com/Hotel_Review-g60974-d12362063-Reviews-Hotel_Henry_Urban_Resort_Conference_Center-Buffalo_New_York.html,Buffalo,196 ,4,2019/04/02,2019/04/04,,TripAdvisor,6,"Free Wifi,Free parking,Visit hotel website"
The Mansion on Delaware Avenue,http://www.tripadvisor.com/Hotel_Review-g60974-d122057-Reviews-The_Mansion_on_Delaware_Avenue-Buffalo_New_York.html,Buffalo,522 ,4.5,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
The Westin Buffalo,http://www.tripadvisor.com/Hotel_Review-g60974-d10223136-Reviews-The_Westin_Buffalo-Buffalo_New_York.html,Buffalo,160 ,4.5,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Restaurant,Visit hotel website"
Oscar's Bed and Breakfast,http://www.tripadvisor.com/Hotel_Review-g60974-d7686885-Reviews-Oscar_s_Bed_and_Breakfast-Buffalo_New_York.html,Buffalo,150 ,5,2019/04/02,2019/04/04,,ebookers.ch,0,"Free Wifi,Free parking"
Hotel at the Lafayette a Trademark Collection Hotel,http://www.tripadvisor.com/Hotel_Review-g60974-d3224951-Reviews-Hotel_at_the_Lafayette_a_Trademark_Collection_Hotel-Buffalo_New_York.html,Buffalo,414 ,4,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Restaurant,Visit hotel website"
