hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Ramada by Wyndham Raleigh,http://www.tripadvisor.com/Hotel_Review-g49463-d100730-Reviews-Ramada_by_Wyndham_Raleigh-Raleigh_North_Carolina.html,Raleigh,1202 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Wingate by Wyndham State Arena Raleigh/Cary,http://www.tripadvisor.com/Hotel_Review-g49463-d1878623-Reviews-Wingate_by_Wyndham_State_Arena_Raleigh_Cary-Raleigh_North_Carolina.html,Raleigh,1328 ,,2019/04/02,2019/04/04,,Expedia.ch,9,"Free Wifi,Free parking,Visit hotel website"
Days Inn by Wyndham Raleigh Midtown,http://www.tripadvisor.com/Hotel_Review-g49463-d94676-Reviews-Days_Inn_by_Wyndham_Raleigh_Midtown-Raleigh_North_Carolina.html,Raleigh,711 ,,2019/04/02,2019/04/04,,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Red Roof PLUS+ Raleigh NCSU - Convention Center,http://www.tripadvisor.com/Hotel_Review-g49463-d225193-Reviews-Red_Roof_PLUS_Raleigh_NCSU_Convention_Center-Raleigh_North_Carolina.html,Raleigh,444 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
Holiday Inn Raleigh North - Midtown,http://www.tripadvisor.com/Hotel_Review-g49463-d223442-Reviews-Holiday_Inn_Raleigh_North_Midtown-Raleigh_North_Carolina.html,Raleigh,327 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Candlewood Suites Raleigh - Crabtree,http://www.tripadvisor.com/Hotel_Review-g49463-d225190-Reviews-Candlewood_Suites_Raleigh_Crabtree-Raleigh_North_Carolina.html,Raleigh,312 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Raleigh Marriott Crabtree Valley,http://www.tripadvisor.com/Hotel_Review-g49463-d94709-Reviews-Raleigh_Marriott_Crabtree_Valley-Raleigh_North_Carolina.html,Raleigh,613 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Raleigh West,http://www.tripadvisor.com/Hotel_Review-g49463-d2309188-Reviews-Hyatt_Place_Raleigh_West-Raleigh_North_Carolina.html,Raleigh,776 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool"
Four Points by Sheraton Raleigh Arena,http://www.tripadvisor.com/Hotel_Review-g49463-d281200-Reviews-Four_Points_by_Sheraton_Raleigh_Arena-Raleigh_North_Carolina.html,Raleigh,196 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Courtyard by Marriott Raleigh Midtown,http://www.tripadvisor.com/Hotel_Review-g49463-d94672-Reviews-Courtyard_by_Marriott_Raleigh_Midtown-Raleigh_North_Carolina.html,Raleigh,255 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Residence Inn Raleigh Crabtree Valley,http://www.tripadvisor.com/Hotel_Review-g49463-d223922-Reviews-Residence_Inn_Raleigh_Crabtree_Valley-Raleigh_North_Carolina.html,Raleigh,207 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn Raleigh - Capital Blvd. North,http://www.tripadvisor.com/Hotel_Review-g49463-d100875-Reviews-Hampton_Inn_Raleigh_Capital_Blvd_North-Raleigh_North_Carolina.html,Raleigh,520 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Raleigh Marriott City Center,http://www.tripadvisor.com/Hotel_Review-g49463-d1147493-Reviews-Raleigh_Marriott_City_Center-Raleigh_North_Carolina.html,Raleigh,868 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Pool,Restaurant,Visit hotel website"
Hampton Inn & Suites Raleigh/Cary-I-40 (PNC Arena),http://www.tripadvisor.com/Hotel_Review-g49463-d121974-Reviews-Hampton_Inn_Suites_Raleigh_Cary_I_40_PNC_Arena-Raleigh_North_Carolina.html,Raleigh,1014 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
