hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Holiday Inn Santa Ana-Orange County Airport,http://www.tripadvisor.com/Hotel_Review-g33043-d78060-Reviews-Holiday_Inn_Santa_Ana_Orange_County_Airport-Santa_Ana_California.html,Santa Ana,478 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
DoubleTree by Hilton Hotel Santa Ana - Orange County Airport,http://www.tripadvisor.com/Hotel_Review-g33043-d240061-Reviews-DoubleTree_by_Hilton_Hotel_Santa_Ana_Orange_County_Airport-Santa_Ana_California.html,Santa Ana,1316 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Pool,Restaurant,Visit hotel website"
Courtyard Santa Ana Orange County,http://www.tripadvisor.com/Hotel_Review-g33043-d2091199-Reviews-Courtyard_Santa_Ana_Orange_County-Santa_Ana_California.html,Santa Ana,339 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool,Visit hotel website"
Best Western Plus Orange County Airport North,http://www.tripadvisor.com/Hotel_Review-g33043-d78047-Reviews-Best_Western_Plus_Orange_County_Airport_North-Santa_Ana_California.html,Santa Ana,657 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Santa Ana/Orange County Airport,http://www.tripadvisor.com/Hotel_Review-g33043-d81861-Reviews-Hampton_Inn_Suites_Santa_Ana_Orange_County_Airport-Santa_Ana_California.html,Santa Ana,895 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Breakfast included,Visit hotel website"
"Country Inn & Suites by Radisson, John Wayne Airport, CA",http://www.tripadvisor.com/Hotel_Review-g33043-d78016-Reviews-Country_Inn_Suites_by_Radisson_John_Wayne_Airport_CA-Santa_Ana_California.html,Santa Ana,422 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn & Suites Orange County Airport,http://www.tripadvisor.com/Hotel_Review-g33043-d225493-Reviews-La_Quinta_Inn_Suites_Orange_County_Airport-Santa_Ana_California.html,Santa Ana,717 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
DoubleTree by Hilton Orange County Airport,http://www.tripadvisor.com/Hotel_Review-g33043-d78034-Reviews-DoubleTree_by_Hilton_Orange_County_Airport-Santa_Ana_California.html,Santa Ana,1043 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Pool,Visit hotel website"
Comfort Inn & Suites Orange County John Wayne Airport,http://www.tripadvisor.com/Hotel_Review-g33043-d78082-Reviews-Comfort_Inn_Suites_Orange_County_John_Wayne_Airport-Santa_Ana_California.html,Santa Ana,203 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
Red Roof Inn Santa Ana,http://www.tripadvisor.com/Hotel_Review-g33043-d251266-Reviews-Red_Roof_Inn_Santa_Ana-Santa_Ana_California.html,Santa Ana,298 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Holiday Inn Express & Suites Santa Ana - Orange County,http://www.tripadvisor.com/Hotel_Review-g33043-d13962323-Reviews-Holiday_Inn_Express_Suites_Santa_Ana_Orange_County-Santa_Ana_California.html,Santa Ana,22 ,,2019/04/02,2019/04/04,,TripAdvisor,5,"Free Wifi,Free parking,Visit hotel website"
Candlewood Suites Orange County/Airport,http://www.tripadvisor.com/Hotel_Review-g33043-d225491-Reviews-Candlewood_Suites_Orange_County_Airport-Santa_Ana_California.html,Santa Ana,78 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Courtyard by Marriott Costa Mesa South Coast Metro,http://www.tripadvisor.com/Hotel_Review-g33043-d78076-Reviews-Courtyard_by_Marriott_Costa_Mesa_South_Coast_Metro-Santa_Ana_California.html,Santa Ana,178 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool,Visit hotel website"
Embassy Suites by Hilton Santa Ana Orange County Airport,http://www.tripadvisor.com/Hotel_Review-g33043-d81841-Reviews-Embassy_Suites_by_Hilton_Santa_Ana_Orange_County_Airport-Santa_Ana_California.html,Santa Ana,1431 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Breakfast included,Visit hotel website"
West Coast Motel Santa Ana,http://www.tripadvisor.com/Hotel_Review-g33043-d1657433-Reviews-West_Coast_Motel_Santa_Ana-Santa_Ana_California.html,Santa Ana,9 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
