hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Inn Off Capitol Park,http://www.tripadvisor.com/Hotel_Review-g32999-d227105-Reviews-Inn_Off_Capitol_Park-Sacramento_California.html,Sacramento,76 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Breakfast included"
Embassy Suites by Hilton Sacramento - Riverfront Promenade,http://www.tripadvisor.com/Hotel_Review-g32999-d235448-Reviews-Embassy_Suites_by_Hilton_Sacramento_Riverfront_Promenade-Sacramento_California.html,Sacramento,1549 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Breakfast included,Pool,Visit hotel website"
Best Western Plus Sutter House,http://www.tripadvisor.com/Hotel_Review-g32999-d79659-Reviews-Best_Western_Plus_Sutter_House-Sacramento_California.html,Sacramento,886 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Residence Inn Sacramento Downtown at Capitol Park,http://www.tripadvisor.com/Hotel_Review-g32999-d639444-Reviews-Residence_Inn_Sacramento_Downtown_at_Capitol_Park-Sacramento_California.html,Sacramento,1041 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Breakfast included,Visit hotel website"
Hampton Inn & Suites Sacramento-Cal Expo,http://www.tripadvisor.com/Hotel_Review-g32999-d254634-Reviews-Hampton_Inn_Suites_Sacramento_Cal_Expo-Sacramento_California.html,Sacramento,473 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Sacramento/South Natomas,http://www.tripadvisor.com/Hotel_Review-g32999-d119536-Reviews-Hilton_Garden_Inn_Sacramento_South_Natomas-Sacramento_California.html,Sacramento,915 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Larkspur Landing Sacramento,http://www.tripadvisor.com/Hotel_Review-g32999-d119580-Reviews-Larkspur_Landing_Sacramento-Sacramento_California.html,Sacramento,508 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Courtyard by Marriott Sacramento Cal Expo,http://www.tripadvisor.com/Hotel_Review-g32999-d589298-Reviews-Courtyard_by_Marriott_Sacramento_Cal_Expo-Sacramento_California.html,Sacramento,531 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Sacramento-Airport-Natomas,http://www.tripadvisor.com/Hotel_Review-g32999-d585109-Reviews-Hampton_Inn_Suites_Sacramento_Airport_Natomas-Sacramento_California.html,Sacramento,600 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
The Westin Sacramento,http://www.tripadvisor.com/Hotel_Review-g32999-d817535-Reviews-The_Westin_Sacramento-Sacramento_California.html,Sacramento,299 ,,2019/04/02,2019/04/04,CHF 346,TripAdvisor,11,"Free parking,Pool,Visit hotel website"
Homewood Suites by Hilton Sacramento Airport-Natomas,http://www.tripadvisor.com/Hotel_Review-g32999-d1176415-Reviews-Homewood_Suites_by_Hilton_Sacramento_Airport_Natomas-Sacramento_California.html,Sacramento,798 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
"The Citizen Hotel, Autograph Collection",http://www.tripadvisor.com/Hotel_Review-g32999-d1140707-Reviews-The_Citizen_Hotel_Autograph_Collection-Sacramento_California.html,Sacramento,988 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Restaurant,Room service,Visit hotel website"
Hyatt Regency Sacramento,http://www.tripadvisor.com/Hotel_Review-g32999-d79710-Reviews-Hyatt_Regency_Sacramento-Sacramento_California.html,Sacramento,2113 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool,Visit hotel website"
Inn and Spa at Parkside,http://www.tripadvisor.com/Hotel_Review-g32999-d74004-Reviews-Inn_and_Spa_at_Parkside-Sacramento_California.html,Sacramento,378 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking,Visit hotel website"
Kimpton Sawyer Hotel,http://www.tripadvisor.com/Hotel_Review-g32999-d12426000-Reviews-Kimpton_Sawyer_Hotel-Sacramento_California.html,Sacramento,259 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool,Visit hotel website"
Amber House Inn of Midtown,http://www.tripadvisor.com/Hotel_Review-g32999-d73998-Reviews-Amber_House_Inn_of_Midtown-Sacramento_California.html,Sacramento,449 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Vagabond Inn Executive Sacramento Old Town,http://www.tripadvisor.com/Hotel_Review-g32999-d79759-Reviews-Vagabond_Inn_Executive_Sacramento_Old_Town-Sacramento_California.html,Sacramento,1041 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Governors Inn Hotel,http://www.tripadvisor.com/Hotel_Review-g32999-d81502-Reviews-Governors_Inn_Hotel-Sacramento_California.html,Sacramento,567 ,,2019/04/02,2019/04/04,CHF 86,TripAdvisor,7,"Free Wifi,Free parking"
Good Nite Inn Sacramento,http://www.tripadvisor.com/Hotel_Review-g32999-d81488-Reviews-Good_Nite_Inn_Sacramento-Sacramento_California.html,Sacramento,537 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Holiday Inn Express Sacramento Airport Natomas,http://www.tripadvisor.com/Hotel_Review-g32999-d596110-Reviews-Holiday_Inn_Express_Sacramento_Airport_Natomas-Sacramento_California.html,Sacramento,242 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hilton Sacramento Arden West,http://www.tripadvisor.com/Hotel_Review-g32999-d79746-Reviews-Hilton_Sacramento_Arden_West-Sacramento_California.html,Sacramento,1002 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Pool,Restaurant,Visit hotel website"
Sheraton Grand Sacramento Hotel,http://www.tripadvisor.com/Hotel_Review-g32999-d227107-Reviews-Sheraton_Grand_Sacramento_Hotel-Sacramento_California.html,Sacramento,1125 ,,2019/04/02,2019/04/04,CHF 484,TripAdvisor,10,"Pool,Restaurant,Visit hotel website"
Courtyard Sacramento Midtown,http://www.tripadvisor.com/Hotel_Review-g32999-d227103-Reviews-Courtyard_Sacramento_Midtown-Sacramento_California.html,Sacramento,261 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool,Visit hotel website"
Residence Inn Sacramento Airport Natomas,http://www.tripadvisor.com/Hotel_Review-g32999-d81434-Reviews-Residence_Inn_Sacramento_Airport_Natomas-Sacramento_California.html,Sacramento,192 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
SpringHill Suites Sacramento Airport Natomas,http://www.tripadvisor.com/Hotel_Review-g32999-d507351-Reviews-SpringHill_Suites_Sacramento_Airport_Natomas-Sacramento_California.html,Sacramento,245 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Delta King,http://www.tripadvisor.com/Hotel_Review-g32999-d79686-Reviews-Delta_King-Sacramento_California.html,Sacramento,592 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Restaurant"
Staybridge Suites Sacramento Natomas,http://www.tripadvisor.com/Hotel_Review-g32999-d729406-Reviews-Staybridge_Suites_Sacramento_Natomas-Sacramento_California.html,Sacramento,214 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Fairfield Inn Sacramento Cal Expo,http://www.tripadvisor.com/Hotel_Review-g32999-d81455-Reviews-Fairfield_Inn_Sacramento_Cal_Expo-Sacramento_California.html,Sacramento,217 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Courtyard by Marriott Sacramento Airport Natomas,http://www.tripadvisor.com/Hotel_Review-g32999-d79673-Reviews-Courtyard_by_Marriott_Sacramento_Airport_Natomas-Sacramento_California.html,Sacramento,227 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Sacramento Downtown - Arena,http://www.tripadvisor.com/Hotel_Review-g32999-d79693-Reviews-Holiday_Inn_Sacramento_Downtown_Arena-Sacramento_California.html,Sacramento,469 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool,Visit hotel website"
