hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
"The Cove Hotel, an Ascend Hotel Collection Member",http://www.tripadvisor.com/Hotel_Review-g32648-d601365-Reviews-The_Cove_Hotel_an_Ascend_Hotel_Collection_Member-Long_Beach_California.html,Long Beach,635 ,,2019/04/02,2019/04/04,CHF 128,Agoda.com,10,"Free Wifi,Pool,Visit hotel website"
Hyatt Regency Long Beach,http://www.tripadvisor.com/Hotel_Review-g32648-d77605-Reviews-Hyatt_Regency_Long_Beach-Long_Beach_California.html,Long Beach,2997 ,,2019/04/02,2019/04/04,CHF 314,Agoda.com,12,"Free Wifi,Pool"
Hotel Maya - A DoubleTree by Hilton Hotel,http://www.tripadvisor.com/Hotel_Review-g32648-d271002-Reviews-Hotel_Maya_A_DoubleTree_by_Hilton_Hotel-Long_Beach_California.html,Long Beach,2024 ,,2019/04/02,2019/04/04,CHF 310,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Hotel Royal,http://www.tripadvisor.com/Hotel_Review-g32648-d8139144-Reviews-Hotel_Royal-Long_Beach_California.html,Long Beach,143 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Breakfast included"
Renaissance Long Beach Hotel,http://www.tripadvisor.com/Hotel_Review-g32648-d77634-Reviews-Renaissance_Long_Beach_Hotel-Long_Beach_California.html,Long Beach,857 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Pool,Restaurant,Visit hotel website"
Hyatt Centric The Pike Long Beach,http://www.tripadvisor.com/Hotel_Review-g32648-d1370955-Reviews-Hyatt_Centric_The_Pike_Long_Beach-Long_Beach_California.html,Long Beach,1188 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Pool"
Courtyard by Marriott Long Beach Airport,http://www.tripadvisor.com/Hotel_Review-g32648-d3979719-Reviews-Courtyard_by_Marriott_Long_Beach_Airport-Long_Beach_California.html,Long Beach,279 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Pool,Visit hotel website"
Homewood Suites By Hilton Long Beach Airport,http://www.tripadvisor.com/Hotel_Review-g32648-d12689498-Reviews-Homewood_Suites_By_Hilton_Long_Beach_Airport-Long_Beach_California.html,Long Beach,101 ,,2019/04/02,2019/04/04,CHF 206,Booking.com,7,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Hotel at the Convention Center,http://www.tripadvisor.com/Hotel_Review-g32648-d630313-Reviews-Best_Western_Plus_Hotel_at_the_Convention_Center-Long_Beach_California.html,Long Beach,613 ,,2019/04/02,2019/04/04,CHF 204,Booking.com,11,"Free Wifi,Breakfast included,Visit hotel website"
The Varden Hotel,http://www.tripadvisor.com/Hotel_Review-g32648-d1144330-Reviews-The_Varden_Hotel-Long_Beach_California.html,Long Beach,977 ,,2019/04/02,2019/04/04,CHF 159,Booking.com,6,"Free Wifi,Breakfast included"
Residence Inn by Marriott Long Beach Downtown,http://www.tripadvisor.com/Hotel_Review-g32648-d77637-Reviews-Residence_Inn_by_Marriott_Long_Beach_Downtown-Long_Beach_California.html,Long Beach,547 ,,2019/04/02,2019/04/04,CHF 220,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
The Queen Mary,http://www.tripadvisor.com/Hotel_Review-g32648-d77621-Reviews-The_Queen_Mary-Long_Beach_California.html,Long Beach,7440 ,,2019/04/02,2019/04/04,,Expedia.ch,10,"Restaurant,Room service,Visit hotel website"
Best Western Of Long Beach,http://www.tripadvisor.com/Hotel_Review-g32648-d77577-Reviews-Best_Western_Of_Long_Beach-Long_Beach_California.html,Long Beach,1102 ,,2019/04/02,2019/04/04,CHF 142,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Super 8 by Wyndham Long Beach,http://www.tripadvisor.com/Hotel_Review-g32648-d77652-Reviews-Super_8_by_Wyndham_Long_Beach-Long_Beach_California.html,Long Beach,1274 ,,2019/04/02,2019/04/04,,Hotels.com,11,"Free Wifi,Free parking,Visit hotel website"
The Westin Long Beach,http://www.tripadvisor.com/Hotel_Review-g32648-d218748-Reviews-The_Westin_Long_Beach-Long_Beach_California.html,Long Beach,1402 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Pool,Restaurant,Visit hotel website"
Hotel Current,http://www.tripadvisor.com/Hotel_Review-g32648-d77594-Reviews-Hotel_Current-Long_Beach_California.html,Long Beach,519 ,,2019/04/02,2019/04/04,CHF 139,Booking.com,10,"Free Wifi,Free parking"
Courtyard by Marriott Long Beach Downtown,http://www.tripadvisor.com/Hotel_Review-g32648-d77584-Reviews-Courtyard_by_Marriott_Long_Beach_Downtown-Long_Beach_California.html,Long Beach,483 ,,2019/04/02,2019/04/04,CHF 146,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Hampton Inn Long Beach Airport,http://www.tripadvisor.com/Hotel_Review-g32648-d12689497-Reviews-Hampton_Inn_Long_Beach_Airport-Long_Beach_California.html,Long Beach,128 ,,2019/04/02,2019/04/04,CHF 194,Booking.com,8,"Free Wifi,Breakfast included,Visit hotel website"
Hilton Long Beach,http://www.tripadvisor.com/Hotel_Review-g32648-d77617-Reviews-Hilton_Long_Beach-Long_Beach_California.html,Long Beach,1530 ,,2019/04/02,2019/04/04,CHF 206,Booking.com,11,"Pool,Restaurant,Visit hotel website"
Long Beach Marriott,http://www.tripadvisor.com/Hotel_Review-g32648-d84031-Reviews-Long_Beach_Marriott-Long_Beach_California.html,Long Beach,444 ,,2019/04/02,2019/04/04,CHF 254,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Dockside Boat and Bed,http://www.tripadvisor.com/Hotel_Review-g32648-d248540-Reviews-Dockside_Boat_and_Bed-Long_Beach_California.html,Long Beach,109 ,,2019/04/02,2019/04/04,,TripAdvisor,5,"Free Wifi,Breakfast included"
Best Western Golden Sails Hotel,http://www.tripadvisor.com/Hotel_Review-g32648-d77573-Reviews-Best_Western_Golden_Sails_Hotel-Long_Beach_California.html,Long Beach,770 ,,2019/04/02,2019/04/04,,TripAdvisor,12,"Free Wifi,Free parking,Visit hotel website"
Rodeway Inn,http://www.tripadvisor.com/Hotel_Review-g32648-d84049-Reviews-Rodeway_Inn-Long_Beach_California.html,Long Beach,210 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
Holiday Inn Long Beach (Dwtn Area),http://www.tripadvisor.com/Hotel_Review-g32648-d84063-Reviews-Holiday_Inn_Long_Beach_Dwtn_Area-Long_Beach_California.html,Long Beach,421 ,,2019/04/02,2019/04/04,CHF 163,Booking.com,11,"Free Wifi,Pool,Visit hotel website"
Residence Inn Long Beach,http://www.tripadvisor.com/Hotel_Review-g32648-d1598552-Reviews-Residence_Inn_Long_Beach-Long_Beach_California.html,Long Beach,243 ,,2019/04/02,2019/04/04,,Residence Inn,12,"Free Wifi,Breakfast included,Visit hotel website"
Beachrunner's Inn,http://www.tripadvisor.com/Hotel_Review-g32648-d518151-Reviews-Beachrunner_s_Inn-Long_Beach_California.html,Long Beach,91 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Kearney Motel,http://www.tripadvisor.com/Hotel_Review-g32648-d3464040-Reviews-Kearney_Motel-Long_Beach_California.html,Long Beach,31 ,,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Free parking"
Motel 6 Los Angeles - Long Beach,http://www.tripadvisor.com/Hotel_Review-g32648-d240153-Reviews-Motel_6_Los_Angeles_Long_Beach-Long_Beach_California.html,Long Beach,37 ,,2019/04/02,2019/04/04,CHF 90,Booking.com,8,"Free Wifi,Free parking"
Greenleaf Hotel,http://www.tripadvisor.com/Hotel_Review-g32648-d15071973-Reviews-Greenleaf_Hotel-Long_Beach_California.html,Long Beach,9 ,,2019/04/02,2019/04/04,CHF 93,Booking.com,0,Free Wifi
Luxury Inn,http://www.tripadvisor.com/Hotel_Review-g32648-d77590-Reviews-Luxury_Inn-Long_Beach_California.html,Long Beach,3 ,,2019/04/02,2019/04/04,CHF 75,Booking.com,0,
