hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Harbor Court Hotel,http://www.tripadvisor.com/Hotel_Review-g60713-d81022-Reviews-Harbor_Court_Hotel-San_Francisco_California.html,San Francisco,1752 ,,2019/04/02,2019/04/04,CHF 839,Hotels.com,11,"Room service,Visit hotel website"
Stanford Court San Francisco,http://www.tripadvisor.com/Hotel_Review-g60713-d80747-Reviews-Stanford_Court_San_Francisco-San_Francisco_California.html,San Francisco,250 ,,2019/04/02,2019/04/04,CHF 289,Booking.com,12,"Restaurant,Bar/Lounge,Visit hotel website"
Cornell Hotel de France,http://www.tripadvisor.com/Hotel_Review-g60713-d80937-Reviews-Cornell_Hotel_de_France-San_Francisco_California.html,San Francisco,2014 ,,2019/04/02,2019/04/04,CHF 212,Booking.com,10,"Free Wifi,Restaurant"
San Remo Hotel,http://www.tripadvisor.com/Hotel_Review-g60713-d81360-Reviews-San_Remo_Hotel-San_Francisco_California.html,San Francisco,1253 ,,2019/04/02,2019/04/04,CHF 119,Booking.com,10,"Free Wifi,Restaurant"
Chateau Tivoli Bed & Breakfast,http://www.tripadvisor.com/Hotel_Review-g60713-d113918-Reviews-Chateau_Tivoli_Bed_Breakfast-San_Francisco_California.html,San Francisco,221 ,,2019/04/02,2019/04/04,CHF 290,Expedia.ch,5,"Free Wifi,Breakfast included"
Phoenix Hotel SF,http://www.tripadvisor.com/Hotel_Review-g60713-d81209-Reviews-Phoenix_Hotel_SF-San_Francisco_California.html,San Francisco,1218 ,,2019/04/02,2019/04/04,CHF 189,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Chancellor Hotel on Union Square,http://www.tripadvisor.com/Hotel_Review-g60713-d115644-Reviews-Chancellor_Hotel_on_Union_Square-San_Francisco_California.html,San Francisco,5647 ,,2019/04/02,2019/04/04,CHF 238,Hotels.com,11,"Free Wifi,Restaurant"
InterContinental Mark Hopkins San Francisco,http://www.tripadvisor.com/Hotel_Review-g60713-d115623-Reviews-InterContinental_Mark_Hopkins_San_Francisco-San_Francisco_California.html,San Francisco,2828 ,,2019/04/02,2019/04/04,CHF 400,Booking.com,12,"Restaurant,Room service,Visit hotel website"
"Hotel Del Sol, a Joie de Vivre hotel",http://www.tripadvisor.com/Hotel_Review-g60713-d119643-Reviews-Hotel_Del_Sol_a_Joie_de_Vivre_hotel-San_Francisco_California.html,San Francisco,1312 ,,2019/04/02,2019/04/04,CHF 329,Hotels.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Pier 2620 Hotel Fisherman's Wharf,http://www.tripadvisor.com/Hotel_Review-g60713-d81237-Reviews-Pier_2620_Hotel_Fisherman_s_Wharf-San_Francisco_California.html,San Francisco,2187 ,,2019/04/02,2019/04/04,CHF 399,Offizielle Seite,15,"Fitness center,Visit hotel website"
HI San Francisco Downtown Hostel,http://www.tripadvisor.com/Hotel_Review-g60713-d265328-Reviews-HI_San_Francisco_Downtown_Hostel-San_Francisco_California.html,San Francisco,957 ,,2019/04/02,2019/04/04,CHF 144,Booking.com,5,"Free Wifi,Breakfast included"
"Hotel Vitale, a Joie de Vivre hotel",http://www.tripadvisor.com/Hotel_Review-g60713-d506418-Reviews-Hotel_Vitale_a_Joie_de_Vivre_hotel-San_Francisco_California.html,San Francisco,1940 ,,2019/04/02,2019/04/04,CHF 285,Booking.com,9,"Free Wifi,Restaurant,Visit hotel website"
Cow Hollow Inn and Suites,http://www.tripadvisor.com/Hotel_Review-g60713-d112293-Reviews-Cow_Hollow_Inn_and_Suites-San_Francisco_California.html,San Francisco,1332 ,,2019/04/02,2019/04/04,CHF 180,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Warwick San Francisco,http://www.tripadvisor.com/Hotel_Review-g60713-d81459-Reviews-Warwick_San_Francisco-San_Francisco_California.html,San Francisco,698 ,,2019/04/02,2019/04/04,CHF 312,Hotels.com,9,"Free Wifi,Restaurant,Visit hotel website"
"The Marker San Francisco, A Joie de Vivre Hotel",http://www.tripadvisor.com/Hotel_Review-g60713-d81985-Reviews-The_Marker_San_Francisco_A_Joie_de_Vivre_Hotel-San_Francisco_California.html,San Francisco,3468 ,,2019/04/02,2019/04/04,CHF 289,Booking.com,13,"Free Wifi,Restaurant,Visit hotel website"
"Palace Hotel, a Luxury Collection Hotel, San Francisco",http://www.tripadvisor.com/Hotel_Review-g60713-d115617-Reviews-Palace_Hotel_a_Luxury_Collection_Hotel_San_Francisco-San_Francisco_California.html,San Francisco,1814 ,,2019/04/02,2019/04/04,CHF 493,Hotels.com,14,"Pool,Restaurant,Visit hotel website"
"Argonaut Hotel, A Noble House Hotel",http://www.tripadvisor.com/Hotel_Review-g60713-d268533-Reviews-Argonaut_Hotel_A_Noble_House_Hotel-San_Francisco_California.html,San Francisco,6618 ,,2019/04/02,2019/04/04,CHF 319,Hotels.com,13,"Free Wifi,Restaurant,Visit hotel website"
