hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Comfort Inn Chandler – Phoenix South,http://www.tripadvisor.com/Hotel_Review-g31190-d125597-Reviews-Comfort_Inn_Chandler_Phoenix_South-Chandler_Arizona.html,Chandler,336 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking"
Best Western Plus Chandler Hotel & Suites,http://www.tripadvisor.com/Hotel_Review-g31190-d10625386-Reviews-Best_Western_Plus_Chandler_Hotel_Suites-Chandler_Arizona.html,Chandler,156 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Phoenix Chandler-Fashion Center,http://www.tripadvisor.com/Hotel_Review-g31190-d74911-Reviews-Hyatt_Place_Phoenix_Chandler_Fashion_Center-Chandler_Arizona.html,Chandler,662 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Courtyard by Marriott Phoenix Chandler,http://www.tripadvisor.com/Hotel_Review-g31190-d223947-Reviews-Courtyard_by_Marriott_Phoenix_Chandler-Chandler_Arizona.html,Chandler,198 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Drury Inn & Suites Phoenix Chandler Fashion Center,http://www.tripadvisor.com/Hotel_Review-g31190-d11812122-Reviews-Drury_Inn_Suites_Phoenix_Chandler_Fashion_Center-Chandler_Arizona.html,Chandler,109 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Chandler,http://www.tripadvisor.com/Hotel_Review-g31190-d320097-Reviews-Holiday_Inn_Chandler-Chandler_Arizona.html,Chandler,195 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Best Western Inn Of Chandler,http://www.tripadvisor.com/Hotel_Review-g31190-d74942-Reviews-Best_Western_Inn_Of_Chandler-Chandler_Arizona.html,Chandler,202 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Home2 Suites by Hilton Phoenix Chandler,http://www.tripadvisor.com/Hotel_Review-g31190-d10539416-Reviews-Home2_Suites_by_Hilton_Phoenix_Chandler-Chandler_Arizona.html,Chandler,337 ,,2019/04/02,2019/04/04,,TripAdvisor,11,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Phoenix Chandler Fashion Center,http://www.tripadvisor.com/Hotel_Review-g31190-d1554711-Reviews-Hampton_Inn_Suites_Phoenix_Chandler_Fashion_Center-Chandler_Arizona.html,Chandler,966 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites by Hilton Phoenix Chandler Fashion Center,http://www.tripadvisor.com/Hotel_Review-g31190-d1485097-Reviews-Homewood_Suites_by_Hilton_Phoenix_Chandler_Fashion_Center-Chandler_Arizona.html,Chandler,575 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Hilton Phoenix Chandler,http://www.tripadvisor.com/Hotel_Review-g31190-d1235847-Reviews-Hilton_Phoenix_Chandler-Chandler_Arizona.html,Chandler,934 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Staybridge Suites Phoenix - Chandler,http://www.tripadvisor.com/Hotel_Review-g31190-d6563710-Reviews-Staybridge_Suites_Phoenix_Chandler-Chandler_Arizona.html,Chandler,156 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Chandler Southgate Hotel,http://www.tripadvisor.com/Hotel_Review-g31190-d217190-Reviews-Chandler_Southgate_Hotel-Chandler_Arizona.html,Chandler,433 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Wild Horse Pass Hotel & Casino,http://www.tripadvisor.com/Hotel_Review-g31190-d1516130-Reviews-Wild_Horse_Pass_Hotel_Casino-Chandler_Arizona.html,Chandler,703 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn Phoenix/Chandler,http://www.tripadvisor.com/Hotel_Review-g31190-d224307-Reviews-Hampton_Inn_Phoenix_Chandler-Chandler_Arizona.html,Chandler,500 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites by Hilton Phoenix Chandler,http://www.tripadvisor.com/Hotel_Review-g31190-d224308-Reviews-Homewood_Suites_by_Hilton_Phoenix_Chandler-Chandler_Arizona.html,Chandler,365 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free parking,Breakfast included,Visit hotel website"
