hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Holiday Inn St. Louis - Downtown Conv Ctr,http://www.tripadvisor.com/Hotel_Review-g44881-d96789-Reviews-Holiday_Inn_St_Louis_Downtown_Conv_Ctr-Saint_Louis_Missouri.html,St. Louis,447 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Pool,Visit hotel website"
Hawthorn Suites by Wyndham St. Louis Westport Plaza,http://www.tripadvisor.com/Hotel_Review-g44647-d96742-Reviews-Hawthorn_Suites_by_Wyndham_St_Louis_Westport_Plaza-Maryland_Heights_Saint_Louis_Missouri.html,St. Louis,997 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Hyatt Regency St. Louis at The Arch,http://www.tripadvisor.com/Hotel_Review-g44881-d112445-Reviews-Hyatt_Regency_St_Louis_at_The_Arch-Saint_Louis_Missouri.html,St. Louis,4891 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Restaurant,Visit hotel website"
Hampton Inn - St. Louis Downtown at the Gateway Arch,http://www.tripadvisor.com/Hotel_Review-g44881-d275312-Reviews-Hampton_Inn_St_Louis_Downtown_at_the_Gateway_Arch-Saint_Louis_Missouri.html,St. Louis,2052 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Breakfast included,Visit hotel website"
Drury Plaza Hotel St. Louis at the Arch,http://www.tripadvisor.com/Hotel_Review-g44881-d270688-Reviews-Drury_Plaza_Hotel_St_Louis_at_the_Arch-Saint_Louis_Missouri.html,St. Louis,2038 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Breakfast included,Visit hotel website"
Moonrise Hotel,http://www.tripadvisor.com/Hotel_Review-g44881-d1200529-Reviews-Moonrise_Hotel-Saint_Louis_Missouri.html,St. Louis,1338 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Restaurant,Visit hotel website"
Best Western Kirkwood Inn,http://www.tripadvisor.com/Hotel_Review-g44551-d76485-Reviews-Best_Western_Kirkwood_Inn-Kirkwood_Saint_Louis_Missouri.html,St. Louis,642 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
The Chase Park Plaza Royal Sonesta St. Louis,http://www.tripadvisor.com/Hotel_Review-g44881-d121296-Reviews-The_Chase_Park_Plaza_Royal_Sonesta_St_Louis-Saint_Louis_Missouri.html,St. Louis,1546 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Pool,Visit hotel website"
La Quinta Inn & Suites St. Louis Westport,http://www.tripadvisor.com/Hotel_Review-g44647-d96829-Reviews-La_Quinta_Inn_Suites_St_Louis_Westport-Maryland_Heights_Saint_Louis_Missouri.html,St. Louis,871 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
"St. Louis Union Station Hotel, Curio Collection by Hilton",http://www.tripadvisor.com/Hotel_Review-g44881-d91069-Reviews-St_Louis_Union_Station_Hotel_Curio_Collection_by_Hilton-Saint_Louis_Missouri.html,St. Louis,3727 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool,Visit hotel website"
