hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Holiday Inn Express & Suites Fremont Milpitas Central,http://www.tripadvisor.com/Hotel_Review-g32411-d225772-Reviews-Holiday_Inn_Express_Suites_Fremont_Milpitas_Central-Fremont_California.html,Fremont,2019-03-20 16:53:13.643699,142 ,,2019/04/02,2019/04/04,CHF 216,HIExpress.com,10,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Garden Court Inn,http://www.tripadvisor.com/Hotel_Review-g32411-d76975-Reviews-Best_Western_Plus_Garden_Court_Inn-Fremont_California.html,Fremont,2019-03-20 16:53:13.644569,615 ,,2019/04/02,2019/04/04,CHF 241,Hotels.com,13,"Free Wifi,Free parking,Visit hotel website"
Good Nite Inn Fremont,http://www.tripadvisor.com/Hotel_Review-g32411-d225817-Reviews-Good_Nite_Inn_Fremont-Fremont_California.html,Fremont,2019-03-20 16:53:13.645306,556 ,,2019/04/02,2019/04/04,CHF 122,Booking.com,9,"Free Wifi,Free parking"
Days Inn by Wyndham Fremont,http://www.tripadvisor.com/Hotel_Review-g32411-d76980-Reviews-Days_Inn_by_Wyndham_Fremont-Fremont_California.html,Fremont,2019-03-20 16:53:13.646018,328 ,,2019/04/02,2019/04/04,CHF 136,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Motel 6 Fremont North,http://www.tripadvisor.com/Hotel_Review-g32411-d244155-Reviews-Motel_6_Fremont_North-Fremont_California.html,Fremont,2019-03-20 16:53:13.646685,45 ,,2019/04/02,2019/04/04,CHF 86,Booking.com,7,"Free parking,Pool"
La Quinta Inn & Suites Fremont / Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32411-d80471-Reviews-La_Quinta_Inn_Suites_Fremont_Silicon_Valley-Fremont_California.html,Fremont,2019-03-20 16:53:13.647405,386 ,,2019/04/02,2019/04/04,CHF 209,Hotels.com,10,"Free Wifi,Free parking"
Holiday Inn Express & Suites Fremont Milpitas Central,http://www.tripadvisor.com/Hotel_Review-g32411-d225772-Reviews-Holiday_Inn_Express_Suites_Fremont_Milpitas_Central-Fremont_California.html,Fremont,2019-03-20 16:53:13.648117,142 ,,2019/04/02,2019/04/04,CHF 239,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Extended Stay America - Fremont - Warm Springs,http://www.tripadvisor.com/Hotel_Review-g32411-d225816-Reviews-Extended_Stay_America_Fremont_Warm_Springs-Fremont_California.html,Fremont,2019-03-20 16:53:13.648853,104 ,,2019/04/02,2019/04/04,CHF 131,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Courtyard by Marriott Fremont Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32411-d76978-Reviews-Courtyard_by_Marriott_Fremont_Silicon_Valley-Fremont_California.html,Fremont,2019-03-20 16:53:13.649580,120 ,,2019/04/02,2019/04/04,CHF 344,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Extended Stay America - Fremont - Fremont Blvd. South,http://www.tripadvisor.com/Hotel_Review-g32411-d217301-Reviews-Extended_Stay_America_Fremont_Fremont_Blvd_South-Fremont_California.html,Fremont,2019-03-20 16:53:13.650322,89 ,,2019/04/02,2019/04/04,CHF 140,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Extended Stay America - Fremont - Newark,http://www.tripadvisor.com/Hotel_Review-g32411-d623580-Reviews-Extended_Stay_America_Fremont_Newark-Fremont_California.html,Fremont,2019-03-20 16:53:13.651052,134 ,,2019/04/02,2019/04/04,CHF 131,Booking.com,7,"Free Wifi,Free parking,Visit hotel website"
Comfort Inn Silicon Valley East,http://www.tripadvisor.com/Hotel_Review-g32411-d76985-Reviews-Comfort_Inn_Silicon_Valley_East-Fremont_California.html,Fremont,2019-03-20 16:53:13.651721,69 ,,2019/04/02,2019/04/04,CHF 206,Hotels.com,11,"Free Wifi,Free parking"
Motel 6 Fremont South,http://www.tripadvisor.com/Hotel_Review-g32411-d244161-Reviews-Motel_6_Fremont_South-Fremont_California.html,Fremont,2019-03-20 16:53:13.652392,33 ,,2019/04/02,2019/04/04,CHF 90,Booking.com,8,"Free Wifi,Free parking"
Fremont Marriott Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32411-d80479-Reviews-Fremont_Marriott_Silicon_Valley-Fremont_California.html,Fremont,2019-03-20 16:53:13.653157,504 ,,2019/04/02,2019/04/04,CHF 558,roomsXXL.ch,10,"Free Wifi,Free parking,Visit hotel website"
Residence Inn Fremont Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32411-d76988-Reviews-Residence_Inn_Fremont_Silicon_Valley-Fremont_California.html,Fremont,2019-03-20 16:53:13.653865,106 ,,2019/04/02,2019/04/04,CHF 599,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn Fremont,http://www.tripadvisor.com/Hotel_Review-g32411-d80482-Reviews-Hampton_Inn_Fremont-Fremont_California.html,Fremont,2019-03-20 16:53:13.654710,318 ,,2019/04/02,2019/04/04,,Hotels.com,9,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Fremont/Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32411-d258702-Reviews-Hyatt_Place_Fremont_Silicon_Valley-Fremont_California.html,Fremont,2019-03-20 16:53:13.655456,548 ,,2019/04/02,2019/04/04,,Hotels.com,9,"Free Wifi,Free parking"
Hampton Inn Union City,http://www.tripadvisor.com/Hotel_Review-g33204-d5940955-Reviews-Hampton_Inn_Union_City-Union_City_California.html,Fremont,2019-03-20 16:53:13.656189,364 ,,2019/04/02,2019/04/04,CHF 249,Hampton.com,11,"Free Wifi,Free parking,Visit hotel website"
E-Z 8 Motel Newark/Fremont,http://www.tripadvisor.com/Hotel_Review-g32774-d1647850-Reviews-E_Z_8_Motel_Newark_Fremont-Newark_California.html,Fremont,2019-03-20 16:53:13.656915,15 ,,2019/04/02,2019/04/04,CHF 70,Booking.com,7,"Free parking,Pool"
DoubleTree by Hilton Newark-Fremont,http://www.tripadvisor.com/Hotel_Review-g32774-d78631-Reviews-DoubleTree_by_Hilton_Newark_Fremont-Newark_California.html,Fremont,2019-03-20 16:53:13.657808,648 ,,2019/04/02,2019/04/04,CHF 316,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
TownePlace Suites Newark Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32774-d224176-Reviews-TownePlace_Suites_Newark_Silicon_Valley-Newark_California.html,Fremont,2019-03-20 16:53:13.658629,78 ,,2019/04/02,2019/04/04,CHF 284,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Chase Suite Hotel Newark,http://www.tripadvisor.com/Hotel_Review-g32774-d78637-Reviews-Chase_Suite_Hotel_Newark-Newark_California.html,Fremont,2019-03-20 16:53:13.659445,255 ,,2019/04/02,2019/04/04,CHF 235,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
Comfort Inn and Suites Newark,http://www.tripadvisor.com/Hotel_Review-g32774-d78626-Reviews-Comfort_Inn_and_Suites_Newark-Newark_California.html,Fremont,2019-03-20 16:53:13.660625,62 ,,2019/04/02,2019/04/04,,ebookers.ch,8,"Free Wifi,Free parking"
Courtyard Newark Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32774-d252568-Reviews-Courtyard_Newark_Silicon_Valley-Newark_California.html,Fremont,2019-03-20 16:53:13.661658,115 ,,2019/04/02,2019/04/04,CHF 299,Expedia.ch,11,"Free Wifi,Free parking,Visit hotel website"
Residence Inn Newark Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32774-d256798-Reviews-Residence_Inn_Newark_Silicon_Valley-Newark_California.html,Fremont,2019-03-20 16:53:13.662599,175 ,,2019/04/02,2019/04/04,CHF 483,roomsXXL.ch,10,"Free Wifi,Free parking,Visit hotel website"
Crowne Plaza Silicon Valley North-Union City,http://www.tripadvisor.com/Hotel_Review-g33204-d82444-Reviews-Crowne_Plaza_Silicon_Valley_North_Union_City-Union_City_California.html,Fremont,2019-03-20 16:53:13.663328,219 ,,2019/04/02,2019/04/04,CHF 212,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Express Union City/San Jose,http://www.tripadvisor.com/Hotel_Review-g33204-d82441-Reviews-Holiday_Inn_Express_Union_City_San_Jose-Union_City_California.html,Fremont,2019-03-20 16:53:13.664122,110 ,,2019/04/02,2019/04/04,CHF 252,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn Union City,http://www.tripadvisor.com/Hotel_Review-g33204-d5940955-Reviews-Hampton_Inn_Union_City-Union_City_California.html,Fremont,2019-03-20 16:53:13.664986,364 ,,2019/04/02,2019/04/04,CHF 249,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Extended Stay America - Union City - Dyer St.,http://www.tripadvisor.com/Hotel_Review-g33204-d79687-Reviews-Extended_Stay_America_Union_City_Dyer_St-Union_City_California.html,Fremont,2019-03-20 16:53:13.666024,133 ,,2019/04/02,2019/04/04,CHF 203,Booking.com,7,"Free Wifi,Free parking,Visit hotel website"
Motel 6 Hayward,http://www.tripadvisor.com/Hotel_Review-g32480-d77179-Reviews-Motel_6_Hayward-Hayward_California.html,Fremont,2019-03-20 16:53:13.666974,46 ,,2019/04/02,2019/04/04,CHF 96,Booking.com,7,"Free parking,Free Internet"
Red Roof Inn Hayward,http://www.tripadvisor.com/Hotel_Review-g32480-d6025315-Reviews-Red_Roof_Inn_Hayward-Hayward_California.html,Fremont,2019-03-20 16:53:13.667897,19 ,,2019/04/02,2019/04/04,CHF 100,Booking.com,6,"Free Wifi,Free parking"
Residence Inn Milpitas Silicon Valley,http://www.tripadvisor.com/Hotel_Review-g32717-d80641-Reviews-Residence_Inn_Milpitas_Silicon_Valley-Milpitas_California.html,Fremont,2019-03-20 16:53:13.668663,133 ,,2019/04/02,2019/04/04,CHF 494,Booking.com,8,"Free Wifi,Free parking,Visit hotel website"
