hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Highlander Motel,http://www.tripadvisor.com/Hotel_Review-g30242-d120607-Reviews-Highlander_Motel-Arlington_Virginia.html,Arlington,227 ,,2019/04/02,2019/04/04,CHF 90,Booking.com,6,"Free Wifi,Free parking"
Econo Lodge Metro,http://www.tripadvisor.com/Hotel_Review-g30242-d83942-Reviews-Econo_Lodge_Metro-Arlington_Virginia.html,Arlington,330 ,,2019/04/02,2019/04/04,CHF 142,Booking.com,11,"Free Wifi,Free parking"
Hilton Arlington,http://www.tripadvisor.com/Hotel_Review-g30242-d83946-Reviews-Hilton_Arlington-Arlington_Virginia.html,Arlington,1206 ,,2019/04/02,2019/04/04,CHF 283,Booking.com,13,"Restaurant,Room service,Visit hotel website"
Comfort Inn Ballston,http://www.tripadvisor.com/Hotel_Review-g30242-d110704-Reviews-Comfort_Inn_Ballston-Arlington_Virginia.html,Arlington,517 ,,2019/04/02,2019/04/04,CHF 203,Hotels.com,13,"Free Wifi,Breakfast included"
Hilton Garden Inn Arlington/Shirlington,http://www.tripadvisor.com/Hotel_Review-g30242-d1489174-Reviews-Hilton_Garden_Inn_Arlington_Shirlington-Arlington_Virginia.html,Arlington,1328 ,,2019/04/02,2019/04/04,CHF 276,Booking.com,13,"Free Wifi,Pool,Visit hotel website"
Crystal Gateway Marriott,http://www.tripadvisor.com/Hotel_Review-g30242-d225136-Reviews-Crystal_Gateway_Marriott-Arlington_Virginia.html,Arlington,187 ,,2019/04/02,2019/04/04,CHF 334,Booking.com,12,"Restaurant,Bar/Lounge,Visit hotel website"
Renaissance Arlington Capital View Hotel,http://www.tripadvisor.com/Hotel_Review-g30242-d1875848-Reviews-Renaissance_Arlington_Capital_View_Hotel-Arlington_Virginia.html,Arlington,963 ,,2019/04/02,2019/04/04,CHF 389,Renaissance Hotels,13,"Restaurant,Room service,Visit hotel website"
Hilton Garden Inn Arlington Courthouse Plaza,http://www.tripadvisor.com/Hotel_Review-g30242-d258820-Reviews-Hilton_Garden_Inn_Arlington_Courthouse_Plaza-Arlington_Virginia.html,Arlington,1372 ,,2019/04/02,2019/04/04,CHF 315,Hotels.com,12,"Free Wifi,Restaurant,Visit hotel website"
Residence Inn Arlington Courthouse,http://www.tripadvisor.com/Hotel_Review-g30242-d1500004-Reviews-Residence_Inn_Arlington_Courthouse-Arlington_Virginia.html,Arlington,518 ,,2019/04/02,2019/04/04,CHF 405,roomsXXL.ch,8,"Free Wifi,Breakfast included,Visit hotel website"
The Westin Arlington Gateway,http://www.tripadvisor.com/Hotel_Review-g30242-d557379-Reviews-The_Westin_Arlington_Gateway-Arlington_Virginia.html,Arlington,420 ,,2019/04/02,2019/04/04,CHF 359,Hotels.com,14,"Free Wifi,Pool,Visit hotel website"
Virginian Suites Arlington,http://www.tripadvisor.com/Hotel_Review-g30242-d110699-Reviews-Virginian_Suites_Arlington-Arlington_Virginia.html,Arlington,1057 ,,2019/04/02,2019/04/04,CHF 199,Hotels.com,12,"Free Wifi,Pool,Visit hotel website"
Residence Inn by Marriott Arlington Pentagon City,http://www.tripadvisor.com/Hotel_Review-g30242-d110697-Reviews-Residence_Inn_by_Marriott_Arlington_Pentagon_City-Arlington_Virginia.html,Arlington,1175 ,,2019/04/02,2019/04/04,CHF 449,Residence Inn,12,"Free Wifi,Breakfast included,Visit hotel website"
Embassy Suites by Hilton Crystal City - National Airport,http://www.tripadvisor.com/Hotel_Review-g30242-d83943-Reviews-Embassy_Suites_by_Hilton_Crystal_City_National_Airport-Arlington_Virginia.html,Arlington,2015 ,,2019/04/02,2019/04/04,CHF 362,Hotels.com,13,"Breakfast included,Restaurant,Visit hotel website"
Hyatt Regency Crystal City at Reagan National Airport,http://www.tripadvisor.com/Hotel_Review-g30242-d83951-Reviews-Hyatt_Regency_Crystal_City_at_Reagan_National_Airport-Arlington_Virginia.html,Arlington,2402 ,,2019/04/02,2019/04/04,CHF 349,roomsXXL.ch,14,"Free Wifi,Pool"
Hyatt Centric Arlington,http://www.tripadvisor.com/Hotel_Review-g30242-d83950-Reviews-Hyatt_Centric_Arlington-Arlington_Virginia.html,Arlington,2062 ,,2019/04/02,2019/04/04,CHF 349,Hotels.com,13,"Free Wifi,Restaurant,Visit hotel website"
Residence Inn Arlington Ballston,http://www.tripadvisor.com/Hotel_Review-g30242-d4046093-Reviews-Residence_Inn_Arlington_Ballston-Arlington_Virginia.html,Arlington,383 ,,2019/04/02,2019/04/04,CHF 399,Booking.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Homewood Suites by Hilton Arlington Rosslyn Key Bridge,http://www.tripadvisor.com/Hotel_Review-g30242-d12877016-Reviews-Homewood_Suites_by_Hilton_Arlington_Rosslyn_Key_Bridge-Arlington_Virginia.html,Arlington,185 ,,2019/04/02,2019/04/04,CHF 373,Hotels.com,8,"Free Wifi,Breakfast included,Visit hotel website"
The Westin Crystal City,http://www.tripadvisor.com/Hotel_Review-g30242-d83957-Reviews-The_Westin_Crystal_City-Arlington_Virginia.html,Arlington,1280 ,,2019/04/02,2019/04/04,CHF 439,Hotels.com,12,"Restaurant,Room service,Visit hotel website"
Courtyard by Marriott Arlington Rosslyn,http://www.tripadvisor.com/Hotel_Review-g30242-d110696-Reviews-Courtyard_by_Marriott_Arlington_Rosslyn-Arlington_Virginia.html,Arlington,594 ,,2019/04/02,2019/04/04,CHF 419,Hotels.com,12,"Free Wifi,Restaurant,Visit hotel website"
"The Ritz-Carlton, Pentagon City",http://www.tripadvisor.com/Hotel_Review-g30242-d83956-Reviews-The_Ritz_Carlton_Pentagon_City-Arlington_Virginia.html,Arlington,1813 ,,2019/04/02,2019/04/04,CHF 633,Hotels.com,12,"Restaurant,Room service,Visit hotel website"
Residence Inn by Marriott Arlington Capital View,http://www.tripadvisor.com/Hotel_Review-g30242-d1875821-Reviews-Residence_Inn_by_Marriott_Arlington_Capital_View-Arlington_Virginia.html,Arlington,843 ,,2019/04/02,2019/04/04,CHF 365,roomsXXL.ch,12,"Free Wifi,Breakfast included,Visit hotel website"
Hilton Garden Inn Reagan National Airport Hotel,http://www.tripadvisor.com/Hotel_Review-g30242-d83938-Reviews-Hilton_Garden_Inn_Reagan_National_Airport_Hotel-Arlington_Virginia.html,Arlington,1392 ,,2019/04/02,2019/04/04,CHF 487,TUI,11,"Free Wifi,Restaurant,Visit hotel website"
Highlander Motel,http://www.tripadvisor.com/Hotel_Review-g30242-d120607-Reviews-Highlander_Motel-Arlington_Virginia.html,Arlington,227 ,,2019/04/02,2019/04/04,CHF 90,Booking.com,6,"Free Wifi,Free parking"
Hilton Crystal City at Washington Reagan National Airport,http://www.tripadvisor.com/Hotel_Review-g30242-d110944-Reviews-Hilton_Crystal_City_at_Washington_Reagan_National_Airport-Arlington_Virginia.html,Arlington,1170 ,,2019/04/02,2019/04/04,CHF 325,Hotels.com,12,"Free Wifi,Restaurant,Visit hotel website"
Clarion Collection Hotel Arlington Court Suites,http://www.tripadvisor.com/Hotel_Review-g30242-d650005-Reviews-Clarion_Collection_Hotel_Arlington_Court_Suites-Arlington_Virginia.html,Arlington,565 ,,2019/04/02,2019/04/04,CHF 234,Hotels.com,11,"Free Wifi,Breakfast included"
Holiday Inn Rosslyn @ Key Bridge,http://www.tripadvisor.com/Hotel_Review-g30242-d223231-Reviews-Holiday_Inn_Rosslyn_Key_Bridge-Arlington_Virginia.html,Arlington,1857 ,,2019/04/02,2019/04/04,CHF 230,Booking.com,11,"Free Wifi,Pool,Visit hotel website"
Holiday Inn National Airport / Crystal City,http://www.tripadvisor.com/Hotel_Review-g30242-d83949-Reviews-Holiday_Inn_National_Airport_Crystal_City-Arlington_Virginia.html,Arlington,638 ,,2019/04/02,2019/04/04,CHF 234,Booking.com,12,"Free Wifi,Restaurant,Visit hotel website"
Holiday Inn Arlington At Ballston,http://www.tripadvisor.com/Hotel_Review-g30242-d83947-Reviews-Holiday_Inn_Arlington_At_Ballston-Arlington_Virginia.html,Arlington,596 ,,2019/04/02,2019/04/04,CHF 265,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
DoubleTree by Hilton - Washington DC - Crystal City,http://www.tripadvisor.com/Hotel_Review-g30242-d83939-Reviews-DoubleTree_by_Hilton_Washington_DC_Crystal_City-Arlington_Virginia.html,Arlington,3272 ,,2019/04/02,2019/04/04,CHF 263,AMOMA,12,"Pool,Restaurant,Visit hotel website"
Sheraton Pentagon City Hotel,http://www.tripadvisor.com/Hotel_Review-g30242-d83959-Reviews-Sheraton_Pentagon_City_Hotel-Arlington_Virginia.html,Arlington,1420 ,,2019/04/02,2019/04/04,CHF 347,roomsXXL.ch,12,"Pool,Restaurant,Visit hotel website"
Crystal City Marriott at Reagan National Airport,http://www.tripadvisor.com/Hotel_Review-g30242-d114536-Reviews-Crystal_City_Marriott_at_Reagan_National_Airport-Arlington_Virginia.html,Arlington,1052 ,,2019/04/02,2019/04/04,CHF 704,Booking.com,12,"Pool,Restaurant,Visit hotel website"
