hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hotel Monteleone,http://www.tripadvisor.com/Hotel_Review-g60864-d89148-Reviews-Hotel_Monteleone-New_Orleans_Louisiana.html,New Orleans,9027 ,,2019/04/02,2019/04/04,,Agoda.com,10,"Pool,Restaurant,Visit hotel website"
Bourbon Orleans Hotel,http://www.tripadvisor.com/Hotel_Review-g60864-d89050-Reviews-Bourbon_Orleans_Hotel-New_Orleans_Louisiana.html,New Orleans,7831 ,,2019/04/02,2019/04/04,,Booking.com,10,"Pool,Restaurant,Visit hotel website"
Omni Royal Orleans,http://www.tripadvisor.com/Hotel_Review-g60864-d89115-Reviews-Omni_Royal_Orleans-New_Orleans_Louisiana.html,New Orleans,5556 ,,2019/04/02,2019/04/04,,Booking.com,8,"Free Wifi,Pool,Visit hotel website"
French Market Inn,http://www.tripadvisor.com/Hotel_Review-g60864-d89143-Reviews-French_Market_Inn-New_Orleans_Louisiana.html,New Orleans,2242 ,,2019/04/02,2019/04/04,,Hotels.com,8,"Free Wifi,Pool,Visit hotel website"
Royal Sonesta New Orleans,http://www.tripadvisor.com/Hotel_Review-g60864-d93034-Reviews-Royal_Sonesta_New_Orleans-New_Orleans_Louisiana.html,New Orleans,5108 ,,2019/04/02,2019/04/04,,Expedia.ch,9,"Free Wifi,Pool,Visit hotel website"
Cambria Hotel & Suites New Orleans Downtown Warehouse District,http://www.tripadvisor.com/Hotel_Review-g60864-d12654190-Reviews-Cambria_Hotel_Suites_New_Orleans_Downtown_Warehouse_District-New_Orleans_Louisiana.html,New Orleans,279 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free Wifi,Restaurant"
The Jung Hotel & Residences,http://www.tripadvisor.com/Hotel_Review-g60864-d12919435-Reviews-The_Jung_Hotel_Residences-New_Orleans_Louisiana.html,New Orleans,729 ,,2019/04/02,2019/04/04,,Booking.com,6,"Free Wifi,Pool,Visit hotel website"
Hotel Le Marais,http://www.tripadvisor.com/Hotel_Review-g60864-d123519-Reviews-Hotel_Le_Marais-New_Orleans_Louisiana.html,New Orleans,3860 ,,2019/04/02,2019/04/04,,Expedia.ch,8,"Free Wifi,Breakfast included,Visit hotel website"
Royal St Charles Hotel,http://www.tripadvisor.com/Hotel_Review-g60864-d223129-Reviews-Royal_St_Charles_Hotel-New_Orleans_Louisiana.html,New Orleans,1904 ,,2019/04/02,2019/04/04,,Booking.com,10,"Fitness center,Visit hotel website"
Omni Riverfront Hotel,http://www.tripadvisor.com/Hotel_Review-g60864-d93460-Reviews-Omni_Riverfront_Hotel-New_Orleans_Louisiana.html,New Orleans,1282 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Restaurant,Visit hotel website"
Dauphine Orleans Hotel,http://www.tripadvisor.com/Hotel_Review-g60864-d111969-Reviews-Dauphine_Orleans_Hotel-New_Orleans_Louisiana.html,New Orleans,4096 ,,2019/04/02,2019/04/04,,Expedia.ch,8,"Free Wifi,Breakfast included"
Maison Dupuy,http://www.tripadvisor.com/Hotel_Review-g60864-d89096-Reviews-Maison_Dupuy-New_Orleans_Louisiana.html,New Orleans,3201 ,,2019/04/02,2019/04/04,,Booking.com,11,"Free Wifi,Pool,Visit hotel website"
Hotel Mazarin,http://www.tripadvisor.com/Hotel_Review-g60864-d93025-Reviews-Hotel_Mazarin-New_Orleans_Louisiana.html,New Orleans,5445 ,,2019/04/02,2019/04/04,,Booking.com,8,"Free Wifi,Breakfast included,Visit hotel website"
Place d'Armes Hotel,http://www.tripadvisor.com/Hotel_Review-g60864-d111993-Reviews-Place_d_Armes_Hotel-New_Orleans_Louisiana.html,New Orleans,2879 ,,2019/04/02,2019/04/04,,Expedia.ch,7,"Free Wifi,Breakfast included,Visit hotel website"
Homewood Suites by Hilton New Orleans French Quarter,http://www.tripadvisor.com/Hotel_Review-g60864-d11962068-Reviews-Homewood_Suites_by_Hilton_New_Orleans_French_Quarter-New_Orleans_Louisiana.html,New Orleans,732 ,,2019/04/02,2019/04/04,,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
InterContinental New Orleans,http://www.tripadvisor.com/Hotel_Review-g60864-d111974-Reviews-InterContinental_New_Orleans-New_Orleans_Louisiana.html,New Orleans,2008 ,,2019/04/02,2019/04/04,,Booking.com,8,"Free Wifi,Pool,Visit hotel website"
Alder Hotel,http://www.tripadvisor.com/Hotel_Review-g60864-d12400502-Reviews-Alder_Hotel-New_Orleans_Louisiana.html,New Orleans,331 ,,2019/04/02,2019/04/04,,Booking.com,5,"Free Wifi,Free parking,Visit hotel website"
The Whitney Hotel,http://www.tripadvisor.com/Hotel_Review-g60864-d218544-Reviews-The_Whitney_Hotel-New_Orleans_Louisiana.html,New Orleans,1812 ,,2019/04/02,2019/04/04,,Expedia.ch,8,"Free Wifi,Fitness center,Visit hotel website"
Old No. 77 Hotel & Chandlery,http://www.tripadvisor.com/Hotel_Review-g60864-d93247-Reviews-Old_No_77_Hotel_Chandlery-New_Orleans_Louisiana.html,New Orleans,3162 ,,2019/04/02,2019/04/04,,Expedia.ch,10,"Free Wifi,Restaurant,Visit hotel website"
Hyatt Regency New Orleans,http://www.tripadvisor.com/Hotel_Review-g60864-d2346512-Reviews-Hyatt_Regency_New_Orleans-New_Orleans_Louisiana.html,New Orleans,5084 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Pool,Visit hotel website"
Drury Inn & Suites New Orleans,http://www.tripadvisor.com/Hotel_Review-g60864-d223116-Reviews-Drury_Inn_Suites_New_Orleans-New_Orleans_Louisiana.html,New Orleans,2325 ,,2019/04/02,2019/04/04,,Booking.com,8,"Free Wifi,Breakfast included,Visit hotel website"
NOPSI Hotel New Orleans,http://www.tripadvisor.com/Hotel_Review-g60864-d12134742-Reviews-NOPSI_Hotel_New_Orleans-New_Orleans_Louisiana.html,New Orleans,372 ,,2019/04/02,2019/04/04,,Booking.com,6,"Free Wifi,Pool"
Comfort Suites New Orleans,http://www.tripadvisor.com/Hotel_Review-g60864-d93458-Reviews-Comfort_Suites_New_Orleans-New_Orleans_Louisiana.html,New Orleans,206 ,,2019/04/02,2019/04/04,,Booking.com,8,"Free Wifi,Free parking"
Holiday Inn New Orleans - Chateau Lemoyne,http://www.tripadvisor.com/Hotel_Review-g60864-d120861-Reviews-Holiday_Inn_New_Orleans_Chateau_Lemoyne-New_Orleans_Louisiana.html,New Orleans,681 ,,2019/04/02,2019/04/04,,Booking.com,8,"Free Wifi,Pool,Visit hotel website"
Hampton Inn & Suites New Orleans Downtown (French Quarter Area),http://www.tripadvisor.com/Hotel_Review-g60864-d115251-Reviews-Hampton_Inn_Suites_New_Orleans_Downtown_French_Quarter_Area-New_Orleans_Louisiana.html,New Orleans,2317 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Breakfast included,Visit hotel website"
Loews New Orleans Hotel,http://www.tripadvisor.com/Hotel_Review-g60864-d268257-Reviews-Loews_New_Orleans_Hotel-New_Orleans_Louisiana.html,New Orleans,3166 ,,2019/04/02,2019/04/04,,Booking.com,8,"Free Wifi,Pool,Visit hotel website"
Bienville House,http://www.tripadvisor.com/Hotel_Review-g60864-d89049-Reviews-Bienville_House-New_Orleans_Louisiana.html,New Orleans,1928 ,,2019/04/02,2019/04/04,,Booking.com,10,"Free Wifi,Pool"
Hotel Peter And Paul,http://www.tripadvisor.com/Hotel_Review-g60864-d15219988-Reviews-Hotel_Peter_And_Paul-New_Orleans_Louisiana.html,New Orleans,97 ,,2019/04/02,2019/04/04,,Hotels.com,5,"Free Wifi,Free parking,Visit hotel website"
Courtyard New Orleans French Quarter/Iberville,http://www.tripadvisor.com/Hotel_Review-g60864-d217522-Reviews-Courtyard_New_Orleans_French_Quarter_Iberville-New_Orleans_Louisiana.html,New Orleans,1304 ,,2019/04/02,2019/04/04,,Booking.com,9,"Free Wifi,Room service,Visit hotel website"
New Orleans Courtyard Hotel,http://www.tripadvisor.com/Hotel_Review-g60864-d89064-Reviews-New_Orleans_Courtyard_Hotel-New_Orleans_Louisiana.html,New Orleans,427 ,,2019/04/02,2019/04/04,,Hotels.com,7,"Free Wifi,Breakfast included,Visit hotel website"
