hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Holiday Inn Atlanta - Northlake,http://www.tripadvisor.com/Hotel_Review-g60898-d223222-Reviews-Holiday_Inn_Atlanta_Northlake-Atlanta_Georgia.html,Atlanta,2019-03-20 16:50:57.121099,167 ,,2019/04/02,2019/04/04,CHF 103,HolidayInn.com,10,"Free Wifi,Free parking,Visit hotel website"
Grand Hyatt Atlanta in Buckhead,http://www.tripadvisor.com/Hotel_Review-g60898-d86179-Reviews-Grand_Hyatt_Atlanta_in_Buckhead-Atlanta_Georgia.html,Atlanta,2019-03-20 16:50:57.121801,2425 ,,2019/04/02,2019/04/04,CHF 445,roomsXXL.ch,13,"Free Wifi,Pool,Visit hotel website"
Holiday Inn & Suites Atlanta Airport - North,http://www.tripadvisor.com/Hotel_Review-g60898-d86197-Reviews-Holiday_Inn_Suites_Atlanta_Airport_North-Atlanta_Georgia.html,Atlanta,2019-03-20 16:50:57.122933,860 ,,2019/04/02,2019/04/04,CHF 123,Booking.com,9,"Free Wifi,Pool,Visit hotel website"
"Country Inn & Suites By Radisson, Atlanta/Galleria Ballpark, GA",http://www.tripadvisor.com/Hotel_Review-g60898-d79910-Reviews-Country_Inn_Suites_By_Radisson_Atlanta_Galleria_Ballpark_GA-Atlanta_Georgia.html,Atlanta,2019-03-20 16:50:57.123639,1160 ,,2019/04/02,2019/04/04,CHF 150,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
"The Westin Peachtree Plaza, Atlanta",http://www.tripadvisor.com/Hotel_Review-g60898-d114387-Reviews-The_Westin_Peachtree_Plaza_Atlanta-Atlanta_Georgia.html,Atlanta,2019-03-20 16:50:57.124298,3337 ,,2019/04/02,2019/04/04,CHF 404,Hotels.com,12,"Pool,Restaurant,Visit hotel website"
La Quinta Inn & Suites Atlanta Ballpark/Galleria,http://www.tripadvisor.com/Hotel_Review-g60898-d89380-Reviews-La_Quinta_Inn_Suites_Atlanta_Ballpark_Galleria-Atlanta_Georgia.html,Atlanta,2019-03-20 16:50:57.124997,716 ,,2019/04/02,2019/04/04,CHF 119,Hotels.com,8,"Free Wifi,Free parking"
Artmore Hotel,http://www.tripadvisor.com/Hotel_Review-g60898-d86130-Reviews-Artmore_Hotel-Atlanta_Georgia.html,Atlanta,2019-03-20 16:50:57.125704,1973 ,,2019/04/02,2019/04/04,CHF 319,Booking.com,8,"Free Wifi,Restaurant"
"The Whitley, a Luxury Collection Hotel, Atlanta Buckhead",http://www.tripadvisor.com/Hotel_Review-g60898-d86286-Reviews-The_Whitley_a_Luxury_Collection_Hotel_Atlanta_Buckhead-Atlanta_Georgia.html,Atlanta,2019-03-20 16:50:57.126376,1989 ,,2019/04/02,2019/04/04,CHF 394,Booking.com,10,"Pool,Restaurant"
HYATT house Atlanta/Cobb Galleria,http://www.tripadvisor.com/Hotel_Review-g60898-d4089982-Reviews-HYATT_house_Atlanta_Cobb_Galleria-Atlanta_Georgia.html,Atlanta,2019-03-20 16:50:57.127035,825 ,,2019/04/02,2019/04/04,CHF 203,Booking.com,9,"Free Wifi,Free parking"
Hotel Clermont,http://www.tripadvisor.com/Hotel_Review-g60898-d13144637-Reviews-Hotel_Clermont-Atlanta_Georgia.html,Atlanta,2019-03-20 16:50:57.127719,157 ,,2019/04/02,2019/04/04,CHF 300,Hotels.com,6,"Free Wifi,Restaurant,Visit hotel website"
