hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Fairfield Inn & Suites Chesapeake,http://www.tripadvisor.com/Hotel_Review-g57597-d110718-Reviews-Fairfield_Inn_Suites_Chesapeake-Chesapeake_Virginia.html,Chesapeake,236 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking,Visit hotel website"
Comfort Suites,http://www.tripadvisor.com/Hotel_Review-g57597-d110723-Reviews-Comfort_Suites-Chesapeake_Virginia.html,Chesapeake,295 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Hampton Inn & Suites Chesapeake-Battlefield Blvd.,http://www.tripadvisor.com/Hotel_Review-g57597-d1164746-Reviews-Hampton_Inn_Suites_Chesapeake_Battlefield_Blvd-Chesapeake_Virginia.html,Chesapeake,692 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Chesapeake/Greenbrier,http://www.tripadvisor.com/Hotel_Review-g57597-d1062674-Reviews-Hyatt_Place_Chesapeake_Greenbrier-Chesapeake_Virginia.html,Chesapeake,766 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking"
Delta Hotels by Marriott Chesapeake-Norfolk,http://www.tripadvisor.com/Hotel_Review-g57597-d1145625-Reviews-Delta_Hotels_by_Marriott_Chesapeake_Norfolk-Chesapeake_Virginia.html,Chesapeake,428 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
SpringHill Suites by Marriott Chesapeake Greenbrier,http://www.tripadvisor.com/Hotel_Review-g57597-d1026369-Reviews-SpringHill_Suites_by_Marriott_Chesapeake_Greenbrier-Chesapeake_Virginia.html,Chesapeake,367 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Chesapeake Square Mall,http://www.tripadvisor.com/Hotel_Review-g57597-d611290-Reviews-Hampton_Inn_Suites_Chesapeake_Square_Mall-Chesapeake_Virginia.html,Chesapeake,548 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Breakfast included,Visit hotel website"
Hampton Inn Norfolk / Chesapeake (Greenbrier Area),http://www.tripadvisor.com/Hotel_Review-g57597-d110714-Reviews-Hampton_Inn_Norfolk_Chesapeake_Greenbrier_Area-Chesapeake_Virginia.html,Chesapeake,454 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Wingate by Wyndham Chesapeake,http://www.tripadvisor.com/Hotel_Review-g57597-d617421-Reviews-Wingate_by_Wyndham_Chesapeake-Chesapeake_Virginia.html,Chesapeake,833 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
aloft Chesapeake,http://www.tripadvisor.com/Hotel_Review-g57597-d1149487-Reviews-Aloft_Chesapeake-Chesapeake_Virginia.html,Chesapeake,458 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Residence Inn by Marriott Chesapeake Greenbrier,http://www.tripadvisor.com/Hotel_Review-g57597-d555271-Reviews-Residence_Inn_by_Marriott_Chesapeake_Greenbrier-Chesapeake_Virginia.html,Chesapeake,206 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Chesapeake/Greenbrier,http://www.tripadvisor.com/Hotel_Review-g57597-d271646-Reviews-Hilton_Garden_Inn_Chesapeake_Greenbrier-Chesapeake_Virginia.html,Chesapeake,565 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Staybridge Suites Chesapeake,http://www.tripadvisor.com/Hotel_Review-g57597-d676927-Reviews-Staybridge_Suites_Chesapeake-Chesapeake_Virginia.html,Chesapeake,171 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
Red Roof Inn Chesapeake Conference Center,http://www.tripadvisor.com/Hotel_Review-g57597-d230318-Reviews-Red_Roof_Inn_Chesapeake_Conference_Center-Chesapeake_Virginia.html,Chesapeake,222 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Free parking"
