hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Days Inn by Wyndham St. Paul-Minneapolis-Midway,http://www.tripadvisor.com/Hotel_Review-g43501-d95685-Reviews-Days_Inn_by_Wyndham_St_Paul_Minneapolis_Midway-Saint_Paul_Minnesota.html,St. Paul,634 ,,2019/04/02,2019/04/04,,Hotels.com,9,"Free Wifi,Free parking,Visit hotel website"
Hotel 340,http://www.tripadvisor.com/Hotel_Review-g43501-d1639328-Reviews-Hotel_340-Saint_Paul_Minnesota.html,St. Paul,569 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Breakfast included"
The Saint Paul Hotel,http://www.tripadvisor.com/Hotel_Review-g43501-d90518-Reviews-The_Saint_Paul_Hotel-Saint_Paul_Minnesota.html,St. Paul,838 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Restaurant,Visit hotel website"
Hyatt Place St Paul / Downtown,http://www.tripadvisor.com/Hotel_Review-g43501-d10237896-Reviews-Hyatt_Place_St_Paul_Downtown-Saint_Paul_Minnesota.html,St. Paul,532 ,,2019/04/02,2019/04/04,,TripAdvisor,8,"Free Wifi,Pool,Visit hotel website"
InterContinental Saint Paul Riverfront,http://www.tripadvisor.com/Hotel_Review-g43501-d90510-Reviews-InterContinental_Saint_Paul_Riverfront-Saint_Paul_Minnesota.html,St. Paul,361 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Restaurant,Visit hotel website"
Hampton Inn and Suites Downtown St. Paul,http://www.tripadvisor.com/Hotel_Review-g43501-d10465306-Reviews-Hampton_Inn_and_Suites_Downtown_St_Paul-Saint_Paul_Minnesota.html,St. Paul,432 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Breakfast included,Visit hotel website"
Best Western Plus Capitol Ridge,http://www.tripadvisor.com/Hotel_Review-g43501-d116048-Reviews-Best_Western_Plus_Capitol_Ridge-Saint_Paul_Minnesota.html,St. Paul,521 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Historic District BnB,http://www.tripadvisor.com/Hotel_Review-g43501-d13378647-Reviews-Historic_District_BnB-Saint_Paul_Minnesota.html,St. Paul,33 ,,2019/04/02,2019/04/04,,TripAdvisor,6,"Free Wifi,Free parking"
Holiday Inn St Paul Downtown,http://www.tripadvisor.com/Hotel_Review-g43501-d90503-Reviews-Holiday_Inn_St_Paul_Downtown-Saint_Paul_Minnesota.html,St. Paul,348 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool,Visit hotel website"
Covington Inn,http://www.tripadvisor.com/Hotel_Review-g43501-d116045-Reviews-Covington_Inn-Saint_Paul_Minnesota.html,St. Paul,86 ,,2019/04/02,2019/04/04,,TripAdvisor,0,"Free Wifi,Free parking"
DoubleTree by Hilton Hotel St Paul Downtown,http://www.tripadvisor.com/Hotel_Review-g43501-d90513-Reviews-DoubleTree_by_Hilton_Hotel_St_Paul_Downtown-Saint_Paul_Minnesota.html,St. Paul,996 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Pool,Visit hotel website"
Corban Manor Inn Bed & Breakfast,http://www.tripadvisor.com/Hotel_Review-g43501-d10465587-Reviews-Corban_Manor_Inn_Bed_Breakfast-Saint_Paul_Minnesota.html,St. Paul,35 ,,2019/04/02,2019/04/04,,Agoda.com,0,"Free Wifi,Free parking"
Como Lake Bed and Breakfast,http://www.tripadvisor.com/Hotel_Review-g43501-d3637389-Reviews-Como_Lake_Bed_and_Breakfast-Saint_Paul_Minnesota.html,St. Paul,33 ,,2019/04/02,2019/04/04,,TripAdvisor,5,"Free Wifi,Free parking"
DoubleTree by Hilton St. Paul East,http://www.tripadvisor.com/Hotel_Review-g43501-d95676-Reviews-DoubleTree_by_Hilton_St_Paul_East-Saint_Paul_Minnesota.html,St. Paul,72 ,,2019/04/02,2019/04/04,,TripAdvisor,9,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Como Park Hotel,http://www.tripadvisor.com/Hotel_Review-g43501-d95680-Reviews-Best_Western_Plus_Como_Park_Hotel-Saint_Paul_Minnesota.html,St. Paul,680 ,,2019/04/02,2019/04/04,,TripAdvisor,10,"Free Wifi,Free parking,Visit hotel website"
Residence Inn by Marriott St. Paul Downtown,http://www.tripadvisor.com/Hotel_Review-g43501-d15019010-Reviews-Residence_Inn_by_Marriott_St_Paul_Downtown-Saint_Paul_Minnesota.html,St. Paul,9 ,,2019/04/02,2019/04/04,,TripAdvisor,7,Visit hotel website
Motel 6 St Paul I-94,http://www.tripadvisor.com/Hotel_Review-g43501-d90507-Reviews-Motel_6_St_Paul_I_94-Saint_Paul_Minnesota.html,St. Paul,259 ,,2019/04/02,2019/04/04,,TripAdvisor,7,"Free Wifi,Free parking"
Drury Plaza Hotel St. Paul Downtown,http://www.tripadvisor.com/Hotel_Review-g43501-d90505-Reviews-Drury_Plaza_Hotel_St_Paul_Downtown-Saint_Paul_Minnesota.html,St. Paul,0 ,,2019/04/02,2019/04/04,,ebookers.ch,6,"Free Wifi,Breakfast included"
The New Victorian Mansion Bed and Breakfast,http://www.tripadvisor.com/Hotel_Review-g43501-d5480172-Reviews-The_New_Victorian_Mansion_Bed_and_Breakfast-Saint_Paul_Minnesota.html,St. Paul,78 ,,2019/04/02,2019/04/04,,,0,"Free Wifi,Free parking"
Midway Motel,http://www.tripadvisor.com/Hotel_Review-g43501-d252933-Reviews-Midway_Motel-Saint_Paul_Minnesota.html,St. Paul,26 ,,2019/04/02,2019/04/04,,,0,"Free Wifi,Free parking"
Macalester College Briggs House,http://www.tripadvisor.com/Hotel_Review-g43501-d1723523-Reviews-Macalester_College_Briggs_House-Saint_Paul_Minnesota.html,St. Paul,3 ,,2019/04/02,2019/04/04,,,0,Free Wifi
Highway Motel,http://www.tripadvisor.com/Hotel_Review-g43501-d121171-Reviews-Highway_Motel-Saint_Paul_Minnesota.html,St. Paul,1 review,,2019/04/02,2019/04/04,,,0,Restaurant
Midwest Hotel,http://www.tripadvisor.com/Hotel_Review-g43501-d121195-Reviews-Midwest_Hotel-Saint_Paul_Minnesota.html,St. Paul,2 ,,2019/04/02,2019/04/04,,,0,
The Rose Arbor Inn,http://www.tripadvisor.com/Hotel_Review-g43501-d261114-Reviews-The_Rose_Arbor_Inn-Saint_Paul_Minnesota.html,St. Paul,2 ,,2019/04/02,2019/04/04,,,0,
