Mean_Zero,Mean,Timestamp,Delta
248.2,310.25,2019-05-12 05,-62.05000000000001
306.6,306.6,2019-04-19 11,0.0
291.0,291.0,2019-05-01 11,0.0
238.8,298.5,2019-05-04 02,-59.69999999999999
275.4,275.4,2019-04-23 00,0.0
210.8,263.5,2019-05-09 07,-52.69999999999999
221.2,276.5,2019-05-03 17,-55.30000000000001
274.6,274.6,2019-04-22 05,0.0
283.6,283.6,2019-04-29 19,0.0
316.8,316.8,2019-04-25 21,0.0
284.4,355.5,2019-05-09 17,-71.10000000000002
286.2,286.2,2019-04-21 14,0.0
325.4,406.75,2019-05-07 21,-81.35000000000002
324.8,324.8,2019-04-25 16,0.0
316.8,316.8,2019-04-25 23,0.0
293.0,293.0,2019-04-30 00,0.0
290.6,290.6,2019-05-01 12,0.0
349.0,349.0,2019-04-27 11,0.0
249.2,311.5,2019-05-06 20,-62.30000000000001
281.8,281.8,2019-04-30 14,0.0
360.8,360.8,2019-04-29 05,0.0
272.0,272.0,2019-04-23 06,0.0
227.2,284.0,2019-05-01 19,-56.80000000000001
218.2,272.75,2019-04-30 19,-54.55000000000001
296.8,371.0,2019-05-12 08,-74.19999999999999
197.0,328.3333333333333,2019-05-09 14,-131.33333333333331
292.2,292.2,2019-04-21 06,0.0
327.2,327.2,2019-04-30 16,0.0
320.6,320.6,2019-04-21 20,0.0
235.2,294.0,2019-05-12 03,-58.80000000000001
221.6,277.0,2019-05-03 01,-55.400000000000006
290.6,363.25,2019-05-11 18,-72.64999999999998
282.0,282.0,2019-04-27 01,0.0
356.8,356.8,2019-04-30 09,0.0
306.2,306.2,2019-04-25 00,0.0
289.9,289.9,2019-04-30 02,0.0
367.8,367.8,2019-04-19 19,0.0
314.2,314.2,2019-04-18 22,0.0
227.8,284.75,2019-05-07 06,-56.94999999999999
295.6,295.6,2019-04-21 00,0.0
224.0,280.0,2019-05-11 02,-56.0
352.6,352.6,2019-04-30 22,0.0
322.8,322.8,2019-04-23 05,0.0
240.8,301.0,2019-05-07 18,-60.19999999999999
288.2,288.2,2019-04-30 11,0.0
270.0,337.5,2019-05-05 00,-67.5
305.2,381.5,2019-05-08 12,-76.30000000000001
334.8,334.8,2019-04-23 15,0.0
210.8,263.5,2019-05-09 08,-52.69999999999999
287.2,287.2,2019-04-28 05,0.0
237.2,296.5,2019-05-07 17,-59.30000000000001
320.2,320.2,2019-04-21 22,0.0
349.6,349.6,2019-04-19 03,0.0
306.0,382.5,2019-05-07 22,-76.5
308.6,385.75,2019-05-07 05,-77.14999999999998
292.2,292.2,2019-04-21 01,0.0
323.0,323.0,2019-04-21 21,0.0
275.4,275.4,2019-04-22 12,0.0
285.4,285.4,2019-04-22 14,0.0
258.4,323.0,2019-05-06 08,-64.60000000000002
275.4,275.4,2019-04-22 16,0.0
281.2,281.2,2019-04-29 11,0.0
306.2,306.2,2019-04-24 01,0.0
285.0,285.0,2019-04-29 10,0.0
275.0,275.0,2019-04-29 23,0.0
293.2,293.2,2019-04-29 22,0.0
170.8,284.6666666666667,2019-05-11 19,-113.86666666666667
218.0,272.5,2019-05-04 05,-54.5
217.2,271.5,2019-05-05 04,-54.30000000000001
290.8,290.8,2019-04-21 16,0.0
217.8,272.25,2019-05-02 20,-54.44999999999999
284.0,284.0,2019-04-24 11,0.0
249.2,311.5,2019-05-08 14,-62.30000000000001
332.2,332.2,2019-04-21 09,0.0
227.6,284.5,2019-05-01 08,-56.900000000000006
329.2,411.5,2019-05-07 14,-82.30000000000001
281.4,281.4,2019-04-30 12,0.0
321.8,321.8,2019-04-25 06,0.0
224.0,280.0,2019-05-11 05,-56.0
325.6,325.6,2019-04-23 23,0.0
247.6,309.5,2019-05-07 08,-61.900000000000006
298.6,373.25,2019-05-07 12,-74.64999999999998
302.6,302.6,2019-05-01 01,0.0
281.2,281.2,2019-04-28 03,0.0
249.2,311.5,2019-05-06 16,-62.30000000000001
211.8,264.75,2019-05-10 06,-52.94999999999999
300.2,300.2,2019-04-26 08,0.0
310.0,310.0,2019-04-18 17,0.0
274.4,343.0,2019-05-02 07,-68.60000000000002
293.2,293.2,2019-04-30 20,0.0
210.8,263.5,2019-05-09 18,-52.69999999999999
282.9,282.9,2019-04-20 16,0.0
210.8,263.5,2019-05-09 15,-52.69999999999999
306.6,306.6,2019-04-24 04,0.0
219.6,274.5,2019-05-09 10,-54.900000000000006
316.0,316.0,2019-04-25 19,0.0
296.0,370.0,2019-05-05 17,-74.0
327.0,327.0,2019-04-21 11,0.0
168.8,281.3333333333333,2019-05-11 09,-112.5333333333333
284.0,284.0,2019-04-29 17,0.0
335.0,335.0,2019-04-18 19,0.0
301.0,376.25,2019-05-04 04,-75.25
226.8,283.5,2019-05-11 01,-56.69999999999999
336.4,336.4,2019-04-18 16,0.0
355.2,355.2,2019-04-28 09,0.0
292.0,365.0,2019-05-02 14,-73.0
277.4,277.4,2019-04-24 12,0.0
242.4,303.0,2019-05-05 23,-60.599999999999994
287.8,287.8,2019-04-26 19,0.0
322.4,322.4,2019-04-25 07,0.0
290.4,290.4,2019-05-03 05,0.0
225.6,282.0,2019-05-05 13,-56.400000000000006
316.2,316.2,2019-04-25 18,0.0
297.2,297.2,2019-04-27 18,0.0
242.2,302.75,2019-05-06 02,-60.55000000000001
359.6,359.6,2019-04-26 22,0.0
290.7,290.7,2019-04-20 15,0.0
278.8,278.8,2019-04-23 10,0.0
286.8,358.5,2019-05-04 08,-71.69999999999999
291.0,291.0,2019-05-01 09,0.0
210.8,263.5,2019-05-09 02,-52.69999999999999
191.2,318.6666666666667,2019-05-09 20,-127.4666666666667
278.8,278.8,2019-04-22 04,0.0
266.6,266.6,2019-04-22 17,0.0
296.8,371.0,2019-04-30 23,-74.19999999999999
223.2,279.0,2019-05-02 16,-55.80000000000001
275.4,275.4,2019-04-22 22,0.0
218.0,272.5,2019-05-02 06,-54.5
304.4,304.4,2019-04-26 07,0.0
310.2,310.2,2019-04-28 07,0.0
259.6,324.5,2019-05-08 11,-64.89999999999998
202.4,253.0,2019-05-10 01,-50.599999999999994
239.2,299.0,2019-05-06 17,-59.80000000000001
301.2,376.5,2019-05-09 12,-75.30000000000001
224.4,280.5,2019-05-11 17,-56.099999999999994
316.8,316.8,2019-04-25 20,0.0
292.0,292.0,2019-04-24 15,0.0
358.0,358.0,2019-04-28 14,0.0
236.0,295.0,2019-05-08 00,-59.0
257.8,322.25,2019-05-07 11,-64.44999999999999
340.2,340.2,2019-04-19 00,0.0
226.2,282.75,2019-05-11 06,-56.55000000000001
286.2,286.2,2019-04-21 08,0.0
210.6,263.25,2019-05-09 23,-52.650000000000006
224.8,281.0,2019-05-06 06,-56.19999999999999
316.6666666666667,316.6666666666667,2019-04-20 08,0.0
214.4,268.0,2019-05-10 22,-53.599999999999994
282.2,282.2,2019-04-24 20,0.0
231.2,289.0,2019-05-05 18,-57.80000000000001
227.6,284.5,2019-05-01 13,-56.900000000000006
250.2,312.75,2019-05-07 00,-62.55000000000001
205.4,256.75,2019-05-10 08,-51.349999999999994
221.2,276.5,2019-05-05 19,-55.30000000000001
210.8,263.5,2019-05-09 06,-52.69999999999999
285.0,285.0,2019-04-29 03,0.0
299.4,299.4,2019-05-03 08,0.0
225.6,282.0,2019-05-05 01,-56.400000000000006
143.2,238.66666666666663,2019-05-10 11,-95.46666666666664
310.2,310.2,2019-04-24 00,0.0
340.6,340.6,2019-04-19 04,0.0
300.4,375.5,2019-05-09 22,-75.10000000000002
284.0,284.0,2019-04-27 13,0.0
319.2,399.0,2019-05-07 10,-79.80000000000001
330.8,330.8,2019-04-23 13,0.0
276.8,276.8,2019-04-26 14,0.0
353.2,353.2,2019-04-29 20,0.0
230.4,288.0,2019-05-05 07,-57.599999999999994
314.8,314.8,2019-04-22 11,0.0
213.2,266.5,2019-05-02 13,-53.30000000000001
330.8,330.8,2019-04-19 15,0.0
228.0,285.0,2019-05-01 21,-57.0
225.4,281.75,2019-05-11 07,-56.349999999999994
94.6,236.5,2019-05-12 07,-141.9
229.0,286.25,2019-05-12 04,-57.25
275.0,275.0,2019-04-22 06,0.0
280.2,350.25,2019-05-08 02,-70.05000000000001
289.8666666666667,289.8666666666667,2019-04-30 03,0.0
227.4,284.25,2019-05-01 18,-56.849999999999994
349.0,349.0,2019-04-28 12,0.0
227.2,284.0,2019-05-03 16,-56.80000000000001
317.2,317.2,2019-04-25 17,0.0
350.0,350.0,2019-04-28 16,0.0
273.0,273.0,2019-05-01 10,0.0
322.6,322.6,2019-04-23 09,0.0
356.2,356.2,2019-04-28 22,0.0
313.8,313.8,2019-04-23 03,0.0
311.2,311.2,2019-04-22 02,0.0
292.4,292.4,2019-04-28 06,0.0
248.6,310.75,2019-05-07 23,-62.150000000000006
225.6,282.0,2019-05-04 23,-56.400000000000006
158.6,264.3333333333333,2019-05-11 21,-105.73333333333332
351.2,351.2,2019-05-01 05,0.0
285.0,285.0,2019-04-29 08,0.0
290.0,290.0,2019-04-20 22,0.0
277.8,277.8,2019-04-28 21,0.0
286.2,286.2,2019-04-26 12,0.0
270.2,270.2,2019-04-26 05,0.0
217.4,271.75,2019-05-05 21,-54.349999999999994
250.2,312.75,2019-05-06 07,-62.55000000000001
267.6,267.6,2019-04-24 02,0.0
286.6,358.25,2019-05-05 03,-71.64999999999998
326.6,326.6,2019-04-21 18,0.0
345.4,345.4,2019-04-18 20,0.0
281.4,281.4,2019-04-23 01,0.0
290.2,290.2,2019-04-30 08,0.0
305.0,305.0,2019-04-29 14,0.0
325.4,325.4,2019-04-23 17,0.0
286.0,286.0,2019-04-27 10,0.0
286.2,286.2,2019-04-21 02,0.0
223.6,279.5,2019-05-11 20,-55.900000000000006
316.4,316.4,2019-04-25 12,0.0
221.8,277.25,2019-05-02 15,-55.44999999999999
223.2,279.0,2019-05-11 03,-55.80000000000001
214.8,268.5,2019-05-11 16,-53.69999999999999
210.8,263.5,2019-05-08 23,-52.69999999999999
321.6,321.6,2019-04-25 05,0.0
155.4,259.0,2019-05-10 05,-103.6
247.6,309.5,2019-05-07 03,-61.900000000000006
295.6,295.6,2019-04-21 10,0.0
281.2,281.2,2019-04-21 13,0.0
297.4,371.75,2019-05-02 21,-74.35000000000002
271.0,338.75,2019-05-06 18,-67.75
340.2,340.2,2019-04-18 21,0.0
239.4,299.25,2019-05-12 09,-59.849999999999994
359.4,359.4,2019-04-29 18,0.0
235.2,294.0,2019-05-08 15,-58.80000000000001
353.6,353.6,2019-04-30 18,0.0
221.4,276.75,2019-04-29 16,-55.349999999999994
274.0,274.0,2019-04-27 22,0.0
315.7,315.7,2019-04-30 10,0.0
294.2,367.75,2019-05-11 10,-73.55000000000001
286.4,286.4,2019-04-26 09,0.0
352.2,352.2,2019-04-27 17,0.0
282.6,282.6,2019-04-29 21,0.0
288.2,288.2,2019-04-28 20,0.0
225.8,282.25,2019-05-04 21,-56.44999999999999
225.6,282.0,2019-05-04 15,-56.400000000000006
226.6,283.25,2019-05-03 20,-56.650000000000006
317.2,317.2,2019-04-25 15,0.0
214.8,268.5,2019-05-10 19,-53.69999999999999
221.8,277.25,2019-05-02 09,-55.44999999999999
277.8,277.8,2019-04-27 16,0.0
295.8,295.8,2019-04-30 05,0.0
245.0,306.25,2019-05-06 11,-61.25
278.8,278.8,2019-04-22 08,0.0
367.4,367.4,2019-04-28 19,0.0
289.8,289.8,2019-04-30 04,0.0
221.2,276.5,2019-05-05 10,-55.30000000000001
296.2,296.2,2019-04-28 10,0.0
270.4,270.4,2019-04-22 19,0.0
222.0,277.5,2019-05-05 09,-55.5
281.4,281.4,2019-04-24 21,0.0
300.6,375.75,2019-05-05 12,-75.14999999999998
209.8,262.25,2019-05-01 22,-52.44999999999999
227.8,284.75,2019-05-07 07,-56.94999999999999
284.8,284.8,2019-04-30 17,0.0
287.6,359.5,2019-05-03 10,-71.89999999999998
277.8,277.8,2019-04-25 10,0.0
284.0,284.0,2019-04-19 13,0.0
145.2,242.0,2019-05-09 09,-96.80000000000001
219.2,274.0,2019-05-02 12,-54.80000000000001
313.4,313.4,2019-04-19 09,0.0
352.2,352.2,2019-04-27 19,0.0
216.4,270.5,2019-05-04 16,-54.099999999999994
301.2,301.2,2019-05-02 05,0.0
247.6,309.5,2019-05-06 19,-61.900000000000006
213.2,266.5,2019-05-02 11,-53.30000000000001
291.6,364.5,2019-05-09 04,-72.89999999999998
301.6,301.6,2019-04-24 06,0.0
227.4,284.25,2019-05-01 15,-56.849999999999994
216.4,270.5,2019-05-04 20,-54.099999999999994
227.2,284.0,2019-05-09 13,-56.80000000000001
216.4,270.5,2019-05-05 11,-54.099999999999994
286.2,286.2,2019-04-20 21,0.0
227.2,284.0,2019-05-04 00,-56.80000000000001
317.6,397.0,2019-05-07 09,-79.39999999999998
218.4,273.0,2019-05-02 10,-54.599999999999994
242.8,303.5,2019-05-02 23,-60.69999999999999
284.0,284.0,2019-04-27 12,0.0
317.2,317.2,2019-04-25 11,0.0
337.2,337.2,2019-04-30 21,0.0
356.2,356.2,2019-04-29 04,0.0
226.8,283.5,2019-05-07 02,-56.69999999999999
307.8,307.8,2019-04-24 07,0.0
305.0,381.25,2019-05-08 16,-76.25
322.8,322.8,2019-04-23 04,0.0
323.0,323.0,2019-04-23 11,0.0
287.2,287.2,2019-04-27 23,0.0
169.2,282.0,2019-05-11 15,-112.80000000000001
328.0,328.0,2019-04-23 14,0.0
313.4,313.4,2019-04-21 17,0.0
282.2,282.2,2019-04-26 11,0.0
284.0,284.0,2019-04-27 06,0.0
241.6,402.66666666666674,2019-05-12 06,-161.06666666666675
210.8,263.5,2019-05-09 00,-52.69999999999999
258.0,322.5,2019-05-07 20,-64.5
259.8,324.75,2019-05-02 00,-64.94999999999999
284.8,284.8,2019-04-24 18,0.0
227.2,284.0,2019-05-07 19,-56.80000000000001
297.4,371.75,2019-05-03 11,-74.35000000000002
278.8,278.8,2019-04-22 03,0.0
282.2,282.2,2019-04-26 01,0.0
263.0,328.75,2019-05-06 05,-65.75
288.6,288.6,2019-04-27 04,0.0
280.2,280.2,2019-04-24 13,0.0
210.8,263.5,2019-05-09 16,-52.69999999999999
290.6,363.25,2019-05-11 12,-72.64999999999998
290.8,290.8,2019-04-26 20,0.0
203.0,253.75,2019-05-08 21,-50.75
286.8,286.8,2019-04-24 22,0.0
226.8,283.5,2019-05-04 14,-56.69999999999999
137.0,228.33333333333331,2019-05-09 19,-91.33333333333331
226.4,283.0,2019-05-08 13,-56.599999999999994
371.0,371.0,2019-04-19 08,0.0
271.0,271.0,2019-04-24 14,0.0
290.4,290.4,2019-04-30 13,0.0
302.6,378.25,2019-05-03 13,-75.64999999999998
274.8,274.8,2019-04-26 06,0.0
272.4,272.4,2019-04-22 13,0.0
241.2,301.5,2019-05-07 15,-60.30000000000001
278.8,278.8,2019-04-28 15,0.0
282.0,282.0,2019-04-28 02,0.0
199.2,249.0,2019-05-10 02,-49.80000000000001
315.8,315.8,2019-04-23 12,0.0
242.6,303.25,2019-05-03 22,-60.650000000000006
318.4,318.4,2019-04-22 01,0.0
238.0,297.5,2019-05-06 14,-59.5
285.6,285.6,2019-04-22 09,0.0
146.4,244.0,2019-05-10 07,-97.6
287.6,287.6,2019-04-27 14,0.0
281.2,281.2,2019-04-27 21,0.0
288.2,288.2,2019-04-28 00,0.0
214.6,268.25,2019-05-10 21,-53.650000000000006
237.6,297.0,2019-05-05 05,-59.400000000000006
242.4,303.0,2019-05-06 01,-60.599999999999994
209.2,261.5,2019-05-02 17,-52.30000000000001
225.2,281.5,2019-05-08 06,-56.30000000000001
335.6,335.6,2019-04-21 15,0.0
154.8,258.0,2019-05-10 14,-103.19999999999999
225.8,282.25,2019-05-04 17,-56.44999999999999
300.6,375.75,2019-05-05 14,-75.14999999999998
321.8,321.8,2019-04-21 23,0.0
237.6,297.0,2019-05-06 22,-59.400000000000006
266.6,266.6,2019-04-22 10,0.0
356.6,356.6,2019-05-03 06,0.0
292.0,292.0,2019-05-02 03,0.0
228.4,285.5,2019-05-06 23,-57.099999999999994
226.6,283.25,2019-05-03 12,-56.650000000000006
285.0,285.0,2019-04-29 07,0.0
333.4,333.4,2019-04-20 01,0.0
226.0,282.5,2019-05-08 10,-56.5
226.2,282.75,2019-05-11 08,-56.55000000000001
224.6,280.75,2019-05-11 14,-56.150000000000006
378.0,378.0,2019-04-28 23,0.0
289.2,289.2,2019-04-21 19,0.0
318.0,318.0,2019-04-21 12,0.0
226.0,282.5,2019-05-04 06,-56.5
282.6,282.6,2019-04-26 18,0.0
316.8,316.8,2019-04-22 00,0.0
321.4,321.4,2019-04-25 09,0.0
275.4,275.4,2019-04-22 15,0.0
292.0,292.0,2019-05-02 04,0.0
218.4,273.0,2019-05-04 12,-54.599999999999994
231.2,289.0,2019-05-02 18,-57.80000000000001
334.6,334.6,2019-04-23 18,0.0
221.6,277.0,2019-05-10 17,-55.400000000000006
216.4,270.5,2019-05-04 19,-54.099999999999994
302.8,302.8,2019-04-26 03,0.0
291.6,364.5,2019-05-03 14,-72.89999999999998
290.8,290.8,2019-04-26 17,0.0
226.4,283.0,2019-05-07 13,-56.599999999999994
159.8,266.3333333333333,2019-05-11 11,-106.5333333333333
276.2,345.25,2019-05-08 05,-69.05000000000001
317.2,317.2,2019-04-19 07,0.0
260.6,260.6,2019-04-20 19,0.0
200.2,333.6666666666667,2019-05-11 13,-133.4666666666667
309.6,309.6,2019-04-24 10,0.0
204.4,255.5,2019-05-10 04,-51.099999999999994
265.2,331.5,2019-05-03 02,-66.30000000000001
275.4,275.4,2019-04-22 20,0.0
317.4,317.4,2019-04-25 13,0.0
285.0,285.0,2019-04-29 06,0.0
227.4,284.25,2019-05-04 07,-56.849999999999994
339.6,339.6,2019-04-19 06,0.0
285.0,285.0,2019-04-29 02,0.0
295.8,369.75,2019-05-05 20,-73.94999999999999
226.6,283.25,2019-05-08 03,-56.650000000000006
330.0,330.0,2019-04-19 05,0.0
230.4,288.0,2019-05-05 06,-57.599999999999994
263.0,328.75,2019-05-06 04,-65.75
350.0,350.0,2019-04-29 09,0.0
284.8,356.0,2019-05-10 20,-71.19999999999999
230.8,288.5,2019-05-03 15,-57.69999999999999
242.2,302.75,2019-05-06 00,-60.55000000000001
317.8,317.8,2019-04-23 22,0.0
316.8,316.8,2019-04-25 22,0.0
210.8,263.5,2019-05-09 01,-52.69999999999999
281.4,281.4,2019-04-26 16,0.0
318.6,318.6,2019-04-28 13,0.0
228.8,286.0,2019-05-01 17,-57.19999999999999
327.4,327.4,2019-04-23 20,0.0
307.2,307.2,2019-04-28 01,0.0
317.2,317.2,2019-04-18 18,0.0
335.2,335.2,2019-04-23 16,0.0
334.2,334.2,2019-05-03 07,0.0
323.6,323.6,2019-04-23 07,0.0
225.2,281.5,2019-05-08 07,-56.30000000000001
213.0,266.25,2019-05-10 03,-53.25
284.2,284.2,2019-04-26 15,0.0
277.0,277.0,2019-04-24 16,0.0
218.4,273.0,2019-05-10 12,-54.599999999999994
223.8,279.75,2019-05-12 00,-55.94999999999999
305.4,305.4,2019-04-27 00,0.0
151.6,252.66666666666663,2019-05-10 16,-101.06666666666663
280.2,280.2,2019-04-20 23,0.0
292.2,365.25,2019-05-02 08,-73.05000000000001
283.8,283.8,2019-05-01 00,0.0
322.8,322.8,2019-04-23 21,0.0
227.6,284.5,2019-05-01 16,-56.900000000000006
202.8,253.5,2019-05-08 18,-50.69999999999999
258.4,323.0,2019-05-06 09,-64.60000000000002
358.6,358.6,2019-04-27 02,0.0
297.0,371.25,2019-05-04 13,-74.25
230.6,288.25,2019-05-04 01,-57.650000000000006
258.8,323.5,2019-05-06 15,-64.69999999999999
284.0,284.0,2019-04-27 09,0.0
302.2,377.75,2019-05-01 14,-75.55000000000001
322.6,322.6,2019-04-25 03,0.0
212.8,266.0,2019-05-10 13,-53.19999999999999
279.8,279.8,2019-04-22 18,0.0
285.0,285.0,2019-04-28 17,0.0
276.0,276.0,2019-04-30 15,0.0
320.6,320.6,2019-04-19 18,0.0
248.2,310.25,2019-05-02 01,-62.05000000000001
282.6,282.6,2019-04-25 04,0.0
286.2,286.2,2019-04-24 17,0.0
293.4,293.4,2019-05-01 02,0.0
285.0,285.0,2019-04-19 14,0.0
231.2,289.0,2019-05-12 02,-57.80000000000001
288.4,288.4,2019-04-26 02,0.0
234.2,390.33333333333326,2019-05-10 10,-156.13333333333327
281.8,281.8,2019-04-24 19,0.0
349.0,349.0,2019-04-29 00,0.0
292.4,292.4,2019-04-26 10,0.0
276.6,276.6,2019-04-21 03,0.0
218.4,273.0,2019-05-04 18,-54.599999999999994
250.2,312.75,2019-05-06 10,-62.55000000000001
340.2,340.2,2019-04-19 01,0.0
210.8,263.5,2019-05-09 03,-52.69999999999999
227.2,284.0,2019-05-04 10,-56.80000000000001
210.8,263.5,2019-05-09 11,-52.69999999999999
358.4,358.4,2019-04-27 20,0.0
230.6,288.25,2019-05-04 03,-57.650000000000006
280.6,280.6,2019-04-25 01,0.0
289.0,289.0,2019-04-20 09,0.0
356.2,356.2,2019-04-29 01,0.0
154.8,258.0,2019-05-10 15,-103.19999999999999
331.2,331.2,2019-05-02 02,0.0
276.6,276.6,2019-04-26 13,0.0
226.8,283.5,2019-05-11 00,-56.69999999999999
354.4,354.4,2019-04-19 12,0.0
226.2,282.75,2019-05-05 08,-56.55000000000001
284.0,284.0,2019-04-27 05,0.0
250.2,312.75,2019-05-06 12,-62.55000000000001
282.0,282.0,2019-04-24 09,0.0
300.6,300.6,2019-04-19 02,0.0
301.0,301.0,2019-04-28 18,0.0
221.4,276.75,2019-05-03 03,-55.349999999999994
284.0,284.0,2019-04-27 08,0.0
297.4,297.4,2019-04-20 17,0.0
286.6,358.25,2019-05-05 15,-71.64999999999998
240.6,300.75,2019-05-03 23,-60.150000000000006
296.8,296.8,2019-04-24 05,0.0
228.0,285.0,2019-05-01 20,-57.0
291.6,291.6,2019-05-01 06,0.0
203.0,253.75,2019-05-08 20,-50.75
247.6,309.5,2019-05-07 01,-61.900000000000006
337.0,421.25,2019-05-08 09,-84.25
224.2,280.25,2019-05-09 21,-56.05000000000001
281.0,281.0,2019-04-30 07,0.0
216.6,270.75,2019-05-04 11,-54.150000000000006
299.8,374.75,2019-05-08 04,-74.94999999999999
218.2,272.75,2019-05-03 18,-54.55000000000001
290.2,290.2,2019-04-26 21,0.0
293.2,293.2,2019-04-30 01,0.0
291.0,291.0,2019-04-21 07,0.0
280.2,280.2,2019-04-20 18,0.0
282.2,282.2,2019-04-24 23,0.0
247.8,309.75,2019-05-01 23,-61.94999999999999
227.2,284.0,2019-05-04 09,-56.80000000000001
209.0,261.25,2019-05-03 19,-52.25
306.6,306.6,2019-04-24 03,0.0
282.0,282.0,2019-04-22 07,0.0
317.0,317.0,2019-04-19 10,0.0
239.4,299.25,2019-05-12 01,-59.849999999999994
221.4,276.75,2019-05-02 22,-55.349999999999994
282.6,282.6,2019-04-25 02,0.0
319.4,399.25,2019-05-05 22,-79.85000000000002
290.2,290.2,2019-04-27 03,0.0
271.8,271.8,2019-04-29 12,0.0
294.8,294.8,2019-04-26 23,0.0
322.6,322.6,2019-04-25 08,0.0
218.6,273.25,2019-05-08 22,-54.650000000000006
