Mean_Zero,Mean,Timestamp,Delta
197.4,246.75,2019-04-30 21,-49.349999999999994
203.8,254.75,2019-04-22 12,-50.94999999999999
221.2,368.66666666666674,2019-05-07 19,-147.46666666666675
202.8,253.5,2019-04-24 23,-50.69999999999999
239.6,299.5,2019-05-08 07,-59.900000000000006
202.4,253.0,2019-04-25 08,-50.599999999999994
203.2,254.0,2019-04-26 02,-50.80000000000001
208.8,261.0,2019-04-27 13,-52.19999999999999
221.2,368.66666666666674,2019-05-07 06,-147.46666666666675
203.2,254.0,2019-04-24 13,-50.80000000000001
203.0,253.75,2019-04-30 11,-50.75
196.6,245.75,2019-05-01 18,-49.150000000000006
228.6,381.0,2019-05-06 15,-152.4
235.4,392.33333333333326,2019-05-05 10,-156.93333333333325
196.2,245.25,2019-04-19 19,-49.05000000000001
204.6,255.75,2019-04-22 14,-51.150000000000006
235.4,392.33333333333326,2019-05-05 14,-156.93333333333325
197.0,246.25,2019-05-03 17,-49.25
197.4,246.75,2019-05-01 11,-49.349999999999994
202.4,253.0,2019-04-24 22,-50.599999999999994
235.4,392.33333333333326,2019-05-05 16,-156.93333333333325
254.4,318.0,2019-05-09 16,-63.599999999999994
203.2,254.0,2019-04-23 17,-50.80000000000001
196.2,245.25,2019-04-20 09,-49.05000000000001
162.4,270.6666666666667,2019-05-11 17,-108.26666666666668
221.4,276.75,2019-05-12 07,-55.349999999999994
198.0,247.5,2019-04-21 15,-49.5
161.0,268.3333333333333,2019-05-10 02,-107.33333333333331
198.0,247.5,2019-05-01 03,-49.5
250.8,313.5,2019-05-04 16,-62.69999999999999
237.6,297.0,2019-05-08 14,-59.400000000000006
196.6,245.75,2019-05-03 20,-49.150000000000006
197.4,246.75,2019-05-04 05,-49.349999999999994
196.6,245.75,2019-05-02 19,-49.150000000000006
203.8,254.75,2019-04-28 22,-50.94999999999999
209.6,262.0,2019-04-27 06,-52.400000000000006
255.2,319.0,2019-05-09 08,-63.80000000000001
144.6,241.0,2019-05-10 12,-96.4
239.0,298.75,2019-05-10 15,-59.75
198.2,247.75,2019-04-28 07,-49.55000000000001
196.2,245.25,2019-05-03 16,-49.05000000000001
201.0,251.25,2019-04-21 00,-50.25
197.0,246.25,2019-05-03 09,-49.25
249.6,312.0,2019-05-08 02,-62.400000000000006
197.4,246.75,2019-04-30 19,-49.349999999999994
202.4,253.0,2019-04-26 05,-50.599999999999994
235.4,392.33333333333326,2019-05-05 18,-156.93333333333325
233.8,292.25,2019-05-11 05,-58.44999999999999
235.4,392.33333333333326,2019-05-06 04,-156.93333333333325
196.4,245.5,2019-04-20 21,-49.099999999999994
202.8,253.5,2019-05-04 13,-50.69999999999999
204.0,255.0,2019-04-26 06,-51.0
198.0,247.5,2019-05-01 06,-49.5
209.0,261.25,2019-04-27 23,-52.25
203.2,254.0,2019-04-25 18,-50.80000000000001
196.6,245.75,2019-05-02 21,-49.150000000000006
221.2,368.66666666666674,2019-05-07 14,-147.46666666666675
202.4,253.0,2019-04-25 17,-50.599999999999994
203.8,254.75,2019-04-23 07,-50.94999999999999
221.2,368.66666666666674,2019-05-07 08,-147.46666666666675
255.2,319.0,2019-05-09 13,-63.80000000000001
255.2,319.0,2019-05-09 02,-63.80000000000001
235.4,392.33333333333326,2019-05-05 06,-156.93333333333325
203.0,253.75,2019-04-30 03,-50.75
203.4,254.25,2019-05-04 11,-50.849999999999994
235.4,392.33333333333326,2019-05-05 22,-156.93333333333325
196.8,246.0,2019-04-28 16,-49.19999999999999
233.6,292.0,2019-05-10 21,-58.400000000000006
196.6,245.75,2019-05-03 02,-49.150000000000006
198.0,247.5,2019-04-21 13,-49.5
198.0,247.5,2019-04-21 18,-49.5
234.2,292.75,2019-05-11 03,-58.55000000000001
203.8,254.75,2019-04-29 14,-50.94999999999999
198.2,247.75,2019-04-28 14,-49.55000000000001
204.6,255.75,2019-04-23 09,-51.150000000000006
203.6,254.5,2019-04-29 01,-50.900000000000006
197.4,246.75,2019-05-03 06,-49.349999999999994
235.4,392.33333333333326,2019-05-05 09,-156.93333333333325
239.6,299.5,2019-05-08 10,-59.900000000000006
196.0,245.0,2019-04-20 08,-49.0
203.2,254.0,2019-04-25 20,-50.80000000000001
239.0,298.75,2019-05-08 04,-59.75
196.6,245.75,2019-04-30 20,-49.150000000000006
203.2,254.0,2019-04-26 13,-50.80000000000001
203.0,253.75,2019-04-30 07,-50.75
238.6,298.25,2019-05-10 16,-59.650000000000006
229.0,381.66666666666674,2019-05-06 11,-152.66666666666674
198.8,248.5,2019-04-21 20,-49.69999999999999
235.4,392.33333333333326,2019-05-05 23,-156.93333333333325
202.4,253.0,2019-04-25 22,-50.599999999999994
197.8,247.25,2019-05-01 14,-49.44999999999999
196.2,245.25,2019-05-03 08,-49.05000000000001
196.8,246.0,2019-04-28 10,-49.19999999999999
204.6,255.75,2019-04-23 08,-51.150000000000006
197.4,246.75,2019-05-01 04,-49.349999999999994
221.2,368.66666666666674,2019-05-07 10,-147.46666666666675
181.2,453.0,2019-05-09 19,-271.8
235.4,392.33333333333326,2019-05-05 07,-156.93333333333325
204.6,255.75,2019-04-22 10,-51.150000000000006
202.4,253.0,2019-04-23 23,-50.599999999999994
255.2,319.0,2019-05-10 04,-63.80000000000001
203.0,253.75,2019-04-29 22,-50.75
198.8,248.5,2019-04-21 11,-49.69999999999999
221.4,276.75,2019-05-12 09,-55.349999999999994
221.2,368.66666666666674,2019-05-06 23,-147.46666666666675
250.8,313.5,2019-05-04 19,-62.69999999999999
236.8,296.0,2019-05-08 16,-59.19999999999999
198.2,247.75,2019-05-04 03,-49.55000000000001
198.8,248.5,2019-04-22 03,-49.69999999999999
202.4,253.0,2019-04-26 11,-50.599999999999994
197.0,246.25,2019-05-03 15,-49.25
221.2,368.66666666666674,2019-05-07 13,-147.46666666666675
197.4,246.75,2019-05-02 14,-49.349999999999994
228.4,380.66666666666674,2019-05-06 17,-152.26666666666674
209.6,262.0,2019-04-27 00,-52.400000000000006
236.0,393.33333333333326,2019-05-05 02,-157.33333333333326
196.6,245.75,2019-05-01 20,-49.150000000000006
203.2,254.0,2019-04-24 05,-50.80000000000001
160.4,267.3333333333333,2019-05-09 11,-106.93333333333331
221.2,368.66666666666674,2019-05-07 09,-147.46666666666675
203.2,254.0,2019-04-23 20,-50.80000000000001
192.4,320.6666666666667,2019-05-11 16,-128.26666666666668
235.4,392.33333333333326,2019-05-06 05,-156.93333333333325
228.6,381.0,2019-05-06 08,-152.4
205.8,343.0,2019-05-11 00,-137.2
204.6,255.75,2019-04-22 21,-51.150000000000006
233.8,292.25,2019-05-11 13,-58.44999999999999
196.6,245.75,2019-05-02 01,-49.150000000000006
180.8,301.3333333333333,2019-05-12 06,-120.5333333333333
233.6,292.0,2019-05-10 23,-58.400000000000006
232.8,291.0,2019-05-11 18,-58.19999999999999
196.6,245.75,2019-05-01 05,-49.150000000000006
203.6,254.5,2019-04-29 20,-50.900000000000006
204.6,255.75,2019-04-23 13,-51.150000000000006
197.4,246.75,2019-05-02 20,-49.349999999999994
197.4,246.75,2019-05-03 10,-49.349999999999994
209.6,262.0,2019-04-26 21,-52.400000000000006
209.8,262.25,2019-04-27 01,-52.44999999999999
196.6,245.75,2019-05-02 15,-49.150000000000006
202.4,253.0,2019-04-24 12,-50.599999999999994
198.0,247.5,2019-04-22 00,-49.5
204.6,255.75,2019-04-23 05,-51.150000000000006
203.8,254.75,2019-04-24 18,-50.94999999999999
202.4,253.0,2019-04-24 00,-50.599999999999994
203.2,254.0,2019-04-25 11,-50.80000000000001
203.2,254.0,2019-04-25 03,-50.80000000000001
197.4,246.75,2019-05-01 21,-49.349999999999994
203.2,254.0,2019-04-24 15,-50.80000000000001
198.8,248.5,2019-04-22 05,-49.69999999999999
197.4,246.75,2019-05-01 17,-49.349999999999994
208.8,261.0,2019-04-26 23,-52.19999999999999
255.2,319.0,2019-05-09 20,-63.80000000000001
196.6,245.75,2019-05-04 10,-49.150000000000006
236.8,296.0,2019-05-08 12,-59.19999999999999
196.8,246.0,2019-04-28 12,-49.19999999999999
209.4,261.75,2019-04-27 17,-52.349999999999994
204.6,255.75,2019-04-23 03,-51.150000000000006
202.4,253.0,2019-04-25 10,-50.599999999999994
203.8,254.75,2019-04-30 05,-50.94999999999999
196.0,245.0,2019-04-20 15,-49.0
197.4,246.75,2019-05-03 18,-49.349999999999994
202.4,253.0,2019-04-25 23,-50.599999999999994
235.4,392.33333333333326,2019-05-05 05,-156.93333333333325
198.8,248.5,2019-04-23 15,-49.69999999999999
203.8,254.75,2019-04-24 17,-50.94999999999999
196.0,245.0,2019-04-20 16,-49.0
115.0,287.5,2019-05-09 14,-172.5
203.2,254.0,2019-04-25 05,-50.80000000000001
203.0,253.75,2019-04-29 15,-50.75
221.2,368.66666666666674,2019-05-06 21,-147.46666666666675
196.2,245.25,2019-05-02 22,-49.05000000000001
198.0,247.5,2019-04-21 21,-49.5
203.0,253.75,2019-04-29 11,-50.75
232.8,291.0,2019-05-11 02,-58.19999999999999
73.2,183.0,2019-05-10 08,-109.8
203.2,254.0,2019-04-25 09,-50.80000000000001
250.8,313.5,2019-05-04 20,-62.69999999999999
210.4,263.0,2019-04-27 14,-52.599999999999994
221.2,368.66666666666674,2019-05-07 07,-147.46666666666675
209.6,262.0,2019-04-28 03,-52.400000000000006
238.6,298.25,2019-05-10 20,-59.650000000000006
204.2,255.25,2019-04-23 22,-51.05000000000001
202.4,253.0,2019-04-23 21,-50.599999999999994
198.8,248.5,2019-04-22 01,-49.69999999999999
270.4,338.0,2019-05-08 15,-67.60000000000002
203.8,254.75,2019-04-29 03,-50.94999999999999
235.4,392.33333333333326,2019-05-06 01,-156.93333333333325
235.4,392.33333333333326,2019-05-05 11,-156.93333333333325
208.8,261.0,2019-04-27 05,-52.19999999999999
204.6,255.75,2019-04-22 20,-51.150000000000006
220.6,275.75,2019-05-12 04,-55.150000000000006
226.6,377.66666666666674,2019-05-05 00,-151.06666666666675
203.8,254.75,2019-04-29 18,-50.94999999999999
221.2,368.66666666666674,2019-05-07 15,-147.46666666666675
203.2,254.0,2019-04-24 14,-50.80000000000001
208.8,261.0,2019-04-28 06,-52.19999999999999
204.0,255.0,2019-04-26 18,-51.0
208.8,261.0,2019-04-27 22,-52.19999999999999
254.2,317.75,2019-05-10 06,-63.55000000000001
221.2,368.66666666666674,2019-05-07 20,-147.46666666666675
223.8,373.0,2019-05-04 22,-149.2
203.0,253.75,2019-04-29 19,-50.75
235.4,392.33333333333326,2019-05-06 06,-156.93333333333325
193.0,321.6666666666667,2019-05-11 07,-128.66666666666669
238.2,297.75,2019-05-08 22,-59.55000000000001
204.0,255.0,2019-04-25 19,-51.0
221.2,368.66666666666674,2019-05-07 12,-147.46666666666675
209.6,262.0,2019-04-28 04,-52.400000000000006
196.6,245.75,2019-05-03 13,-49.150000000000006
198.0,247.5,2019-04-22 07,-49.5
203.8,254.75,2019-04-29 12,-50.94999999999999
196.6,245.75,2019-04-30 12,-49.150000000000006
221.4,276.75,2019-05-12 05,-55.349999999999994
255.0,318.75,2019-05-09 10,-63.75
203.2,254.0,2019-04-30 02,-50.80000000000001
239.0,298.75,2019-05-10 17,-59.75
196.4,245.5,2019-04-20 18,-49.099999999999994
255.0,318.75,2019-05-08 01,-63.75
227.4,379.0,2019-05-09 03,-151.6
197.6,247.0,2019-04-28 17,-49.400000000000006
237.4,296.75,2019-05-09 00,-59.349999999999994
196.6,245.75,2019-04-30 17,-49.150000000000006
161.6,269.3333333333333,2019-05-10 22,-107.73333333333332
203.8,254.75,2019-04-29 08,-50.94999999999999
160.4,267.3333333333333,2019-05-09 21,-106.93333333333331
198.0,247.5,2019-04-21 23,-49.5
203.8,254.75,2019-04-29 06,-50.94999999999999
197.0,246.25,2019-05-03 14,-49.25
196.2,245.25,2019-05-03 23,-49.05000000000001
196.2,245.25,2019-05-03 11,-49.05000000000001
203.2,254.0,2019-04-24 06,-50.80000000000001
196.6,245.75,2019-05-01 16,-49.150000000000006
198.0,247.5,2019-04-21 19,-49.5
204.6,255.75,2019-04-22 18,-51.150000000000006
197.6,247.0,2019-04-28 15,-49.400000000000006
197.6,247.0,2019-05-01 02,-49.400000000000006
196.6,245.75,2019-05-02 00,-49.150000000000006
196.2,245.25,2019-05-03 19,-49.05000000000001
197.0,246.25,2019-05-02 17,-49.25
196.6,245.75,2019-05-02 12,-49.150000000000006
209.6,262.0,2019-04-28 01,-52.400000000000006
198.2,247.75,2019-04-30 13,-49.55000000000001
196.2,245.25,2019-05-02 23,-49.05000000000001
203.2,254.0,2019-04-26 00,-50.80000000000001
239.6,299.5,2019-05-10 13,-59.900000000000006
270.4,338.0,2019-05-08 23,-67.60000000000002
221.2,368.66666666666674,2019-05-06 16,-147.46666666666675
203.0,253.75,2019-04-28 18,-50.75
197.4,246.75,2019-05-01 01,-49.349999999999994
197.4,246.75,2019-04-30 18,-49.349999999999994
204.6,255.75,2019-04-22 09,-51.150000000000006
221.4,276.75,2019-05-12 02,-55.349999999999994
221.2,368.66666666666674,2019-05-06 20,-147.46666666666675
235.4,392.33333333333326,2019-05-05 19,-156.93333333333325
197.4,246.75,2019-05-01 13,-49.349999999999994
203.0,253.75,2019-04-29 17,-50.75
202.4,253.0,2019-04-24 16,-50.599999999999994
196.6,245.75,2019-05-01 22,-49.150000000000006
203.8,254.75,2019-04-23 02,-50.94999999999999
203.8,254.75,2019-04-30 08,-50.94999999999999
197.8,247.25,2019-05-01 23,-49.44999999999999
221.2,368.66666666666674,2019-05-07 21,-147.46666666666675
239.6,299.5,2019-05-08 03,-59.900000000000006
209.6,262.0,2019-04-27 09,-52.400000000000006
145.0,241.66666666666663,2019-05-10 18,-96.66666666666663
251.6,314.5,2019-05-04 21,-62.900000000000006
233.6,292.0,2019-05-11 15,-58.400000000000006
196.4,245.5,2019-04-20 23,-49.099999999999994
203.6,254.5,2019-04-28 20,-50.900000000000006
233.0,291.25,2019-05-11 20,-58.25
227.4,379.0,2019-05-10 05,-151.6
255.0,318.75,2019-05-10 00,-63.75
221.2,368.66666666666674,2019-05-07 05,-147.46666666666675
203.4,254.25,2019-04-22 08,-50.849999999999994
251.6,314.5,2019-05-04 17,-62.900000000000006
208.8,261.0,2019-04-27 07,-52.19999999999999
209.6,262.0,2019-04-27 20,-52.400000000000006
202.6,253.25,2019-05-04 14,-50.650000000000006
198.0,247.5,2019-04-23 14,-49.5
235.4,392.33333333333326,2019-05-05 08,-156.93333333333325
203.8,254.75,2019-04-23 01,-50.94999999999999
255.6,319.5,2019-05-09 12,-63.900000000000006
203.2,254.0,2019-04-26 04,-50.80000000000001
161.6,269.3333333333333,2019-05-11 10,-107.73333333333332
203.8,254.75,2019-04-29 16,-50.94999999999999
198.8,248.5,2019-04-21 05,-49.69999999999999
255.2,319.0,2019-05-09 04,-63.80000000000001
228.6,381.0,2019-05-06 10,-152.4
196.6,245.75,2019-05-01 00,-49.150000000000006
