Mean_Zero,Mean,Timestamp,Delta
229.8,229.8,2019-05-08 05,0.0
177.8,222.25,2019-05-11 07,-44.44999999999999
196.8,246.0,2019-05-07 08,-49.19999999999999
173.6,217.0,2019-05-12 01,-43.400000000000006
184.4,230.5,2019-05-10 21,-46.099999999999994
195.4,244.25,2019-05-10 15,-48.849999999999994
178.2,222.75,2019-05-09 02,-44.55000000000001
231.6,231.6,2019-05-07 05,0.0
231.8,231.8,2019-05-07 21,0.0
327.6,327.6,2019-05-11 20,0.0
332.0,332.0,2019-05-07 19,0.0
239.0,239.0,2019-05-07 16,0.0
230.2,230.2,2019-05-07 10,0.0
190.6,238.25,2019-05-05 17,-47.650000000000006
195.2,244.0,2019-05-10 14,-48.80000000000001
232.6,232.6,2019-05-04 01,0.0
178.2,222.75,2019-05-09 21,-44.55000000000001
337.0,337.0,2019-05-11 18,0.0
231.8,231.8,2019-05-03 14,0.0
148.8,248.0,2019-05-10 20,-99.19999999999999
183.6,229.5,2019-05-03 21,-45.900000000000006
193.4,241.75,2019-05-02 13,-48.349999999999994
172.2,215.25,2019-05-04 20,-43.05000000000001
191.6,239.5,2019-05-10 16,-47.900000000000006
231.8,231.8,2019-05-08 01,0.0
175.6,219.5,2019-05-05 09,-43.900000000000006
177.8,222.25,2019-05-04 10,-44.44999999999999
231.6,231.6,2019-05-07 04,0.0
177.2,221.5,2019-05-11 05,-44.30000000000001
327.0,327.0,2019-05-11 19,0.0
178.2,222.75,2019-05-03 00,-44.55000000000001
232.4,232.4,2019-05-04 07,0.0
177.6,222.0,2019-05-07 01,-44.400000000000006
178.0,222.5,2019-05-04 11,-44.5
171.4,214.25,2019-05-06 05,-42.849999999999994
349.2,349.2,2019-05-12 08,0.0
190.6,238.25,2019-05-06 06,-47.650000000000006
232.0,232.0,2019-05-08 02,0.0
83.6,209.0,2019-05-10 17,-125.4
189.4,236.75,2019-05-09 20,-47.349999999999994
138.0,230.0,2019-05-09 15,-92.0
231.8,231.8,2019-05-07 20,0.0
345.0,345.0,2019-05-12 03,0.0
178.0,222.5,2019-05-10 18,-44.5
232.0,232.0,2019-05-03 15,0.0
131.0,218.33333333333331,2019-05-09 17,-87.33333333333331
137.8,229.66666666666663,2019-05-09 14,-91.86666666666662
238.0,238.0,2019-05-02 21,0.0
231.8,231.8,2019-05-07 11,0.0
178.2,222.75,2019-05-09 12,-44.55000000000001
232.6,232.6,2019-05-03 05,0.0
131.2,218.66666666666663,2019-05-10 23,-87.46666666666664
242.0,242.0,2019-05-02 11,0.0
176.8,221.0,2019-05-02 15,-44.19999999999999
256.0,256.0,2019-05-05 20,0.0
190.0,237.5,2019-05-06 10,-47.5
244.8,244.8,2019-05-04 18,0.0
231.2,231.2,2019-05-02 18,0.0
177.6,222.0,2019-05-03 17,-44.400000000000006
176.2,220.25,2019-05-09 19,-44.05000000000001
196.2,245.25,2019-05-10 06,-49.05000000000001
257.0,257.0,2019-05-04 12,0.0
329.0,329.0,2019-05-08 18,0.0
176.4,220.5,2019-05-03 10,-44.099999999999994
329.6,329.6,2019-05-11 13,0.0
195.6,244.5,2019-05-08 20,-48.900000000000006
139.0,231.66666666666663,2019-05-12 00,-92.66666666666663
203.6,254.5,2019-05-06 21,-50.900000000000006
155.4,259.0,2019-05-10 05,-103.6
225.8,225.8,2019-05-06 08,0.0
196.0,245.0,2019-05-10 04,-49.0
178.2,222.75,2019-05-03 07,-44.55000000000001
171.2,214.0,2019-05-06 14,-42.80000000000001
137.6,229.33333333333331,2019-05-10 07,-91.73333333333332
226.0,226.0,2019-05-04 19,0.0
188.0,235.0,2019-05-04 13,-47.0
178.2,222.75,2019-05-08 22,-44.55000000000001
