Mean_Zero,Mean,Timestamp,Delta
226.4,566.0,2019-05-09 19,-339.6
265.4,442.33333333333326,2019-05-06 18,-176.93333333333328
278.2,463.66666666666674,2019-05-06 20,-185.46666666666675
237.6,594.0,2019-05-08 06,-356.4
221.4,553.5,2019-05-10 09,-332.1
266.0,443.33333333333326,2019-05-08 20,-177.33333333333326
284.8,474.66666666666674,2019-05-10 17,-189.86666666666673
273.0,455.0,2019-05-06 08,-182.0
320.0,400.0,2019-05-03 13,-80.0
225.6,564.0,2019-05-11 11,-338.4
280.8,468.0,2019-05-05 19,-187.2
242.4,606.0,2019-05-10 00,-363.6
278.8,464.66666666666674,2019-05-06 15,-185.86666666666673
314.8,393.5,2019-05-05 03,-78.69999999999999
284.8,474.66666666666674,2019-05-10 13,-189.86666666666673
237.4,593.5,2019-05-09 00,-356.1
284.6,474.33333333333326,2019-05-10 22,-189.73333333333323
250.4,417.33333333333326,2019-05-08 21,-166.93333333333325
330.4,413.0,2019-05-01 16,-82.60000000000002
383.4,383.4,2019-04-30 18,0.0
321.0,401.25,2019-05-02 13,-80.25
279.0,465.0,2019-05-06 03,-186.0
264.8,441.33333333333326,2019-05-07 02,-176.53333333333325
389.2,389.2,2019-04-30 22,0.0
284.4,474.0,2019-05-11 18,-189.60000000000002
279.2,465.33333333333326,2019-05-05 22,-186.13333333333327
316.6,395.75,2019-05-03 19,-79.14999999999998
310.2,387.75,2019-05-04 08,-77.55000000000001
313.8,392.25,2019-05-04 10,-78.44999999999999
303.8,379.75,2019-05-03 01,-75.94999999999999
221.6,554.0,2019-05-09 01,-332.4
320.0,400.0,2019-05-03 07,-80.0
324.0,405.0,2019-05-01 20,-81.0
250.8,418.0,2019-05-08 16,-167.2
252.8,421.33333333333326,2019-05-08 12,-168.53333333333325
226.6,566.5,2019-05-10 05,-339.9
278.4,464.0,2019-05-07 03,-185.60000000000002
284.4,474.0,2019-05-11 15,-189.60000000000002
273.0,455.0,2019-05-06 09,-182.0
219.0,547.5,2019-05-11 13,-328.5
273.0,455.0,2019-05-06 10,-182.0
314.6,393.25,2019-05-04 20,-78.64999999999998
313.8,392.25,2019-05-03 22,-78.44999999999999
320.8,401.0,2019-05-05 07,-80.19999999999999
266.6,444.33333333333326,2019-05-12 05,-177.73333333333323
314.8,393.5,2019-05-05 01,-78.69999999999999
284.8,474.66666666666674,2019-05-10 20,-189.86666666666673
320.0,400.0,2019-05-03 14,-80.0
321.2,401.5,2019-05-02 02,-80.30000000000001
320.8,401.0,2019-05-05 06,-80.19999999999999
389.4,389.4,2019-05-01 07,0.0
183.4,917.0,2019-05-09 22,-733.6
274.8,458.0,2019-05-05 12,-183.2
265.2,442.0,2019-05-07 23,-176.8
320.8,401.0,2019-05-05 08,-80.19999999999999
278.8,464.66666666666674,2019-05-06 17,-185.86666666666673
242.2,605.5,2019-05-09 20,-363.3
321.0,401.25,2019-05-02 06,-80.25
303.8,379.75,2019-05-02 19,-75.94999999999999
284.4,474.0,2019-05-12 00,-189.60000000000002
324.0,405.0,2019-05-01 21,-81.0
335.0,418.75,2019-05-01 22,-83.75
237.8,594.5,2019-05-09 08,-356.7
284.6,474.33333333333326,2019-05-10 23,-189.73333333333323
242.6,606.5,2019-05-10 06,-363.9
237.8,594.5,2019-05-09 10,-356.7
273.2,455.33333333333326,2019-05-06 00,-182.13333333333327
335.2,419.0,2019-05-01 09,-83.80000000000001
313.6,392.0,2019-05-04 13,-78.39999999999998
314.8,393.5,2019-05-02 10,-78.69999999999999
310.6,388.25,2019-05-04 15,-77.64999999999998
266.6,444.33333333333326,2019-05-12 04,-177.73333333333323
319.8,399.75,2019-05-03 08,-79.94999999999999
278.8,464.66666666666674,2019-05-06 14,-185.86666666666673
225.6,564.0,2019-05-11 07,-338.4
265.2,442.0,2019-05-07 22,-176.8
222.0,555.0,2019-05-09 02,-333.0
265.0,441.66666666666674,2019-05-07 19,-176.66666666666674
319.8,399.75,2019-05-04 01,-79.94999999999999
252.6,421.0,2019-05-08 13,-168.4
313.8,392.25,2019-05-04 18,-78.44999999999999
274.8,458.0,2019-05-05 10,-183.2
280.8,468.0,2019-05-05 15,-187.2
313.8,392.25,2019-05-04 11,-78.44999999999999
265.8,443.0,2019-05-08 18,-177.2
389.4,389.4,2019-05-01 01,0.0
313.8,392.25,2019-05-03 18,-78.44999999999999
266.6,444.33333333333326,2019-05-11 21,-177.73333333333323
389.2,389.2,2019-04-30 21,0.0
237.8,594.5,2019-05-09 03,-356.7
266.2,443.66666666666674,2019-05-08 22,-177.46666666666675
319.8,399.75,2019-05-03 21,-79.94999999999999
273.0,455.0,2019-05-06 11,-182.0
223.6,559.0,2019-05-08 02,-335.4
285.6,476.0,2019-05-10 16,-190.39999999999998
222.0,555.0,2019-05-08 03,-333.0
59.0,295.0,2019-05-10 07,-236.0
265.0,441.66666666666674,2019-05-07 05,-176.66666666666674
59.0,295.0,2019-05-09 13,-236.0
284.8,474.66666666666674,2019-05-10 19,-189.86666666666673
388.6,388.6,2019-04-30 15,0.0
313.8,392.25,2019-05-04 00,-78.44999999999999
284.4,474.0,2019-05-11 06,-189.60000000000002
274.8,458.0,2019-05-05 20,-183.2
321.0,401.25,2019-05-02 05,-80.25
285.0,475.0,2019-05-10 11,-190.0
222.0,555.0,2019-05-09 05,-333.0
299.4,374.25,2019-05-02 12,-74.85000000000002
314.0,392.5,2019-05-02 18,-78.5
266.8,444.66666666666674,2019-05-11 00,-177.86666666666673
335.2,419.0,2019-05-01 15,-83.80000000000001
223.8,559.5,2019-05-08 11,-335.7
242.4,606.0,2019-05-10 02,-363.6
237.6,594.0,2019-05-08 08,-356.4
329.4,411.75,2019-05-01 10,-82.35000000000002
279.0,465.0,2019-05-06 05,-186.0
383.2,383.2,2019-04-30 23,0.0
321.0,401.25,2019-05-02 15,-80.25
320.0,400.0,2019-05-03 06,-80.0
314.6,393.25,2019-05-05 00,-78.64999999999998
324.4,405.5,2019-05-01 13,-81.10000000000002
389.4,389.4,2019-05-01 05,0.0
389.6,389.6,2019-04-30 17,0.0
266.6,444.33333333333326,2019-05-12 01,-177.73333333333323
242.4,606.0,2019-05-10 04,-363.6
284.4,474.0,2019-05-12 02,-189.60000000000002
278.6,464.33333333333326,2019-05-07 06,-185.73333333333323
237.4,593.5,2019-05-09 15,-356.1
314.2,392.75,2019-05-03 09,-78.55000000000001
303.8,379.75,2019-05-02 22,-75.94999999999999
321.4,401.75,2019-05-02 08,-80.35000000000002
310.6,388.25,2019-05-04 16,-77.64999999999998
265.0,441.66666666666674,2019-05-07 13,-176.66666666666674
284.4,474.0,2019-05-11 20,-189.60000000000002
279.0,465.0,2019-05-06 06,-186.0
279.0,465.0,2019-05-06 04,-186.0
264.8,441.33333333333326,2019-05-07 04,-176.53333333333325
313.6,392.0,2019-05-04 12,-78.39999999999998
278.6,464.33333333333326,2019-05-07 16,-185.73333333333323
284.4,474.0,2019-05-11 16,-189.60000000000002
313.6,392.0,2019-05-04 14,-78.39999999999998
319.8,399.75,2019-05-04 02,-79.94999999999999
266.4,444.0,2019-05-08 14,-177.60000000000002
274.8,458.0,2019-05-05 09,-183.2
329.6,412.0,2019-05-01 12,-82.39999999999998
222.0,555.0,2019-05-09 09,-333.0
309.8,387.25,2019-05-03 02,-77.44999999999999
389.6,389.6,2019-04-30 20,0.0
313.8,392.25,2019-05-03 10,-78.44999999999999
237.4,593.5,2019-05-10 08,-356.1
274.8,458.0,2019-05-05 18,-183.2
265.8,443.0,2019-05-08 19,-177.2
314.0,392.5,2019-05-03 11,-78.5
237.8,594.5,2019-05-09 11,-356.7
314.0,392.5,2019-05-03 12,-78.5
223.8,559.5,2019-05-08 10,-335.7
284.4,474.0,2019-05-12 08,-189.60000000000002
314.8,393.5,2019-05-05 04,-78.69999999999999
223.8,559.5,2019-05-08 09,-335.7
265.0,441.66666666666674,2019-05-07 08,-176.66666666666674
237.4,593.5,2019-05-09 16,-356.1
280.8,468.0,2019-05-05 11,-187.2
319.6,399.5,2019-05-04 04,-79.89999999999998
335.4,419.25,2019-05-01 14,-83.85000000000002
320.8,401.0,2019-05-02 14,-80.19999999999999
284.8,474.66666666666674,2019-05-10 15,-189.86666666666673
389.2,389.2,2019-05-01 06,0.0
321.0,401.25,2019-05-02 09,-80.25
310.6,388.25,2019-05-04 07,-77.64999999999998
