Mean_Zero,Mean,Timestamp,Delta
163.8,163.8,2019-05-05 02,0.0
131.6,131.6,2019-04-28 05,0.0
143.6,143.6,2019-05-05 00,0.0
134.6,134.6,2019-04-26 09,0.0
157.0,157.0,2019-05-04 05,0.0
141.8,141.8,2019-05-06 21,0.0
144.0,144.0,2019-05-06 05,0.0
137.6,137.6,2019-05-06 11,0.0
131.6,131.6,2019-04-24 08,0.0
122.2,122.2,2019-04-28 00,0.0
130.8,130.8,2019-04-20 21,0.0
129.4,129.4,2019-04-25 08,0.0
139.8,139.8,2019-05-06 15,0.0
142.9,142.9,2019-04-30 10,0.0
119.5,119.5,2019-04-19 03,0.0
106.46666666666668,106.46666666666668,2019-04-20 08,0.0
137.4,137.4,2019-05-10 11,0.0
139.4,139.4,2019-05-12 06,0.0
135.8,135.8,2019-04-22 11,0.0
142.2,142.2,2019-05-02 16,0.0
122.8,122.8,2019-04-26 07,0.0
131.4,131.4,2019-04-24 04,0.0
157.6,157.6,2019-04-22 10,0.0
137.0,137.0,2019-05-07 23,0.0
139.0,139.0,2019-04-29 00,0.0
140.4,140.4,2019-05-04 14,0.0
119.25,119.25,2019-04-19 06,0.0
132.6,132.6,2019-05-01 19,0.0
131.4,131.4,2019-04-23 02,0.0
157.8,157.8,2019-04-29 19,0.0
131.4,131.4,2019-04-22 06,0.0
128.9,128.9,2019-04-23 08,0.0
125.0,125.0,2019-04-25 09,0.0
157.8,157.8,2019-05-09 15,0.0
133.0,133.0,2019-05-03 14,0.0
133.4,133.4,2019-05-09 03,0.0
115.25,115.25,2019-04-18 17,0.0
143.0,143.0,2019-05-03 15,0.0
126.6,126.6,2019-04-22 02,0.0
142.2,142.2,2019-05-06 14,0.0
155.0,155.0,2019-04-29 14,0.0
145.6,145.6,2019-05-07 07,0.0
152.0,152.0,2019-05-01 12,0.0
131.6,131.6,2019-05-08 08,0.0
126.4,126.4,2019-04-26 08,0.0
140.0,140.0,2019-05-02 15,0.0
127.4,127.4,2019-04-25 10,0.0
135.0,135.0,2019-04-27 04,0.0
137.2,137.2,2019-05-07 09,0.0
144.2,144.2,2019-05-09 12,0.0
145.8,145.8,2019-05-05 10,0.0
140.8,140.8,2019-04-30 16,0.0
152.4,152.4,2019-05-10 21,0.0
131.4,131.4,2019-04-22 22,0.0
140.0,140.0,2019-04-28 12,0.0
