Mean_Zero,Mean,Timestamp,Delta
312.8,391.0,2019-05-05 20,-78.19999999999999
312.8,391.0,2019-05-05 00,-78.19999999999999
295.2,369.0,2019-05-01 04,-73.80000000000001
261.8,436.33333333333326,2019-05-11 05,-174.53333333333325
284.8,356.0,2019-04-27 04,-71.19999999999999
336.8,421.0,2019-05-07 11,-84.19999999999999
247.6,412.66666666666674,2019-05-11 18,-165.06666666666675
317.2,396.5,2019-05-07 22,-79.30000000000001
297.0,371.25,2019-04-29 23,-74.25
290.8,363.5,2019-04-28 09,-72.69999999999999
290.8,363.5,2019-04-29 06,-72.69999999999999
301.0,376.25,2019-04-24 22,-75.25
310.2,387.75,2019-04-27 23,-77.55000000000001
286.8,358.5,2019-04-23 12,-71.69999999999999
317.6,397.0,2019-05-08 13,-79.39999999999998
260.4,434.0,2019-05-09 21,-173.60000000000002
298.6,373.25,2019-05-04 16,-74.64999999999998
317.2,396.5,2019-04-29 20,-79.30000000000001
304.4,380.5,2019-04-29 07,-76.10000000000002
260.6,434.33333333333326,2019-05-09 13,-173.73333333333323
297.2,371.5,2019-05-02 13,-74.30000000000001
247.6,412.66666666666674,2019-05-12 08,-165.06666666666675
315.0,393.75,2019-05-09 07,-78.75
337.6,422.0,2019-05-03 12,-84.39999999999998
315.4,394.25,2019-05-08 07,-78.85000000000002
297.0,371.25,2019-05-02 23,-74.25
314.8,393.5,2019-05-09 08,-78.69999999999999
259.8,433.0,2019-05-11 08,-173.2
284.6,355.75,2019-04-27 11,-71.14999999999998
299.8,374.75,2019-04-26 07,-74.94999999999999
301.8,377.25,2019-04-26 19,-75.44999999999999
314.8,393.5,2019-05-09 03,-78.69999999999999
318.2,397.75,2019-05-01 12,-79.55000000000001
313.2,391.5,2019-04-24 20,-78.30000000000001
321.4,401.75,2019-04-26 01,-80.35000000000002
297.2,371.5,2019-04-30 12,-74.30000000000001
286.4,358.0,2019-04-25 17,-71.60000000000002
307.2,384.0,2019-04-28 19,-76.80000000000001
290.8,363.5,2019-04-28 15,-72.69999999999999
313.0,391.25,2019-05-04 09,-78.25
245.8,409.66666666666674,2019-05-11 20,-163.86666666666673
288.8,361.0,2019-04-27 13,-72.19999999999999
286.8,358.5,2019-04-25 07,-71.69999999999999
264.0,440.0,2019-05-11 19,-176.0
284.8,356.0,2019-04-27 01,-71.19999999999999
297.2,371.5,2019-05-02 18,-74.30000000000001
296.6,370.75,2019-05-03 11,-74.14999999999998
118.2,295.5,2019-05-10 07,-177.3
353.8,442.25,2019-05-07 00,-88.44999999999999
291.0,363.75,2019-04-28 02,-72.75
299.4,374.25,2019-04-23 23,-74.85000000000002
297.0,371.25,2019-04-29 22,-74.25
260.6,434.33333333333326,2019-05-09 14,-173.73333333333323
290.4,363.0,2019-04-25 12,-72.60000000000002
299.8,374.75,2019-04-25 19,-74.94999999999999
289.0,361.25,2019-04-24 16,-72.25
313.8,392.25,2019-05-03 19,-78.44999999999999
314.8,393.5,2019-05-08 21,-78.69999999999999
315.2,394.0,2019-05-07 19,-78.80000000000001
295.4,369.25,2019-04-30 23,-73.85000000000002
317.6,397.0,2019-05-08 12,-79.39999999999998
296.6,370.75,2019-05-04 07,-74.14999999999998
289.8,362.25,2019-04-26 11,-72.44999999999999
286.0,357.5,2019-04-26 05,-71.5
284.6,355.75,2019-04-24 06,-71.14999999999998
290.8,363.5,2019-04-29 03,-72.69999999999999
259.8,433.0,2019-05-11 01,-173.2
314.8,393.5,2019-05-09 09,-78.69999999999999
312.8,391.0,2019-05-07 05,-78.19999999999999
298.0,372.5,2019-05-01 11,-74.5
296.8,371.0,2019-05-02 21,-74.19999999999999
312.8,391.0,2019-05-06 21,-78.19999999999999
312.2,390.25,2019-05-03 06,-78.05000000000001
290.8,363.5,2019-04-29 12,-72.69999999999999
182.6,456.5,2019-05-12 03,-273.9
260.2,433.66666666666674,2019-05-10 03,-173.46666666666675
317.0,396.25,2019-05-03 05,-79.25
335.0,418.75,2019-05-05 16,-83.75
316.8,396.0,2019-05-07 08,-79.19999999999999
325.4,406.75,2019-04-23 16,-81.35000000000002
294.2,367.75,2019-05-04 00,-73.55000000000001
312.8,391.0,2019-05-06 09,-78.19999999999999
318.8,398.5,2019-05-07 10,-79.69999999999999
319.0,398.75,2019-05-07 14,-79.75
45.6,228.0,2019-05-10 16,-182.4
312.8,391.0,2019-05-05 18,-78.19999999999999
317.4,396.75,2019-05-08 14,-79.35000000000002
297.2,371.5,2019-04-29 21,-74.30000000000001
317.2,396.5,2019-05-07 18,-79.30000000000001
315.0,393.75,2019-05-05 23,-78.75
242.2,403.66666666666674,2019-05-09 06,-161.46666666666675
297.4,371.75,2019-05-04 03,-74.35000000000002
296.6,370.75,2019-05-03 13,-74.14999999999998
290.8,363.5,2019-04-28 20,-72.69999999999999
310.8,388.5,2019-04-29 08,-77.69999999999999
317.6,397.0,2019-05-08 09,-79.39999999999998
284.6,355.75,2019-04-24 04,-71.14999999999998
297.2,371.5,2019-04-30 00,-74.30000000000001
287.4,359.25,2019-04-24 15,-71.85000000000002
286.4,358.0,2019-04-25 18,-71.60000000000002
290.8,363.5,2019-04-28 12,-72.69999999999999
305.4,381.75,2019-04-26 02,-76.35000000000002
312.8,391.0,2019-05-07 03,-78.19999999999999
297.2,371.5,2019-04-30 07,-74.30000000000001
312.8,391.0,2019-05-05 12,-78.19999999999999
339.6,424.5,2019-05-04 22,-84.89999999999998
118.4,296.0,2019-05-10 00,-177.6
311.4,389.25,2019-05-02 05,-77.85000000000002
262.0,436.66666666666674,2019-05-10 20,-174.66666666666674
296.8,371.0,2019-05-03 10,-74.19999999999999
284.8,356.0,2019-04-27 09,-71.19999999999999
312.8,391.0,2019-05-07 01,-78.19999999999999
312.8,391.0,2019-05-05 15,-78.19999999999999
287.4,359.25,2019-04-24 19,-71.85000000000002
312.8,391.0,2019-05-06 04,-78.19999999999999
286.4,358.0,2019-04-25 16,-71.60000000000002
262.0,436.66666666666674,2019-05-10 11,-174.66666666666674
298.4,373.0,2019-05-04 14,-74.60000000000002
285.6,357.0,2019-04-26 15,-71.39999999999998
312.8,391.0,2019-05-05 06,-78.19999999999999
312.8,391.0,2019-05-06 15,-78.19999999999999
297.4,371.75,2019-04-30 15,-74.35000000000002
314.8,393.5,2019-05-09 04,-78.69999999999999
118.2,295.5,2019-05-11 09,-177.3
284.8,356.0,2019-04-27 10,-71.19999999999999
284.6,355.75,2019-04-24 05,-71.14999999999998
297.2,371.5,2019-05-01 21,-74.30000000000001
290.8,363.5,2019-04-28 21,-72.69999999999999
286.0,357.5,2019-04-26 10,-71.5
290.8,363.5,2019-04-27 21,-72.69999999999999
312.8,391.0,2019-05-05 11,-78.19999999999999
289.8,362.25,2019-04-28 10,-72.44999999999999
286.0,357.5,2019-04-26 09,-71.5
262.0,436.66666666666674,2019-05-10 14,-174.66666666666674
287.6,359.5,2019-04-24 18,-71.89999999999998
312.8,391.0,2019-05-05 21,-78.19999999999999
312.8,391.0,2019-05-06 05,-78.19999999999999
287.6,359.5,2019-04-24 12,-71.89999999999998
284.6,355.75,2019-04-24 09,-71.14999999999998
102.8,257.0,2019-05-11 13,-154.2
247.6,412.66666666666674,2019-05-12 09,-165.06666666666675
284.6,355.75,2019-04-23 20,-71.14999999999998
315.6,394.5,2019-05-08 06,-78.89999999999998
296.8,371.0,2019-05-03 08,-74.19999999999999
289.8,362.25,2019-04-28 14,-72.44999999999999
298.6,373.25,2019-05-04 10,-74.64999999999998
312.8,391.0,2019-05-06 07,-78.19999999999999
288.4,360.5,2019-04-28 23,-72.10000000000002
260.2,433.66666666666674,2019-05-10 05,-173.46666666666675
356.4,445.5,2019-05-08 08,-89.10000000000002
313.6,392.0,2019-05-06 17,-78.39999999999998
246.4,410.66666666666674,2019-05-11 12,-164.26666666666674
289.0,361.25,2019-04-27 06,-72.25
297.0,371.25,2019-05-02 08,-74.25
304.6,380.75,2019-04-24 02,-76.14999999999998
290.8,363.5,2019-04-29 17,-72.69999999999999
290.8,363.5,2019-04-28 01,-72.69999999999999
301.4,376.75,2019-04-23 18,-75.35000000000002
286.8,358.5,2019-04-25 06,-71.69999999999999
295.2,369.0,2019-04-30 21,-73.80000000000001
281.6,469.33333333333326,2019-05-10 08,-187.73333333333323
245.6,409.33333333333326,2019-05-11 23,-163.73333333333326
289.8,362.25,2019-04-26 14,-72.44999999999999
312.8,391.0,2019-05-05 02,-78.19999999999999
289.0,361.25,2019-04-27 05,-72.25
305.9,382.375,2019-04-30 10,-76.47500000000002
291.0,363.75,2019-04-29 13,-72.75
290.8,363.5,2019-04-27 20,-72.69999999999999
297.2,371.5,2019-04-30 08,-74.30000000000001
314.8,393.5,2019-05-09 01,-78.69999999999999
315.2,394.0,2019-05-09 00,-78.80000000000001
296.6,370.75,2019-05-04 06,-74.14999999999998
312.0,390.0,2019-04-30 17,-78.0
297.4,371.75,2019-04-30 16,-74.35000000000002
297.4,371.75,2019-05-01 23,-74.35000000000002
316.8,396.0,2019-05-08 22,-79.19999999999999
297.4,371.75,2019-05-01 22,-74.35000000000002
312.2,390.25,2019-04-30 01,-78.05000000000001
297.0,371.25,2019-05-03 00,-74.25
315.8,394.75,2019-05-08 16,-78.94999999999999
307.8,384.75,2019-04-26 21,-76.94999999999999
286.0,357.5,2019-04-25 23,-71.5
245.6,409.33333333333326,2019-05-12 00,-163.73333333333326
312.8,391.0,2019-05-06 14,-78.19999999999999
259.8,433.0,2019-05-11 11,-173.2
312.8,391.0,2019-05-07 07,-78.19999999999999
298.6,373.25,2019-05-04 18,-74.64999999999998
295.2,369.0,2019-05-01 00,-73.80000000000001
287.6,359.5,2019-04-24 13,-71.89999999999998
259.8,433.0,2019-05-11 06,-173.2
297.2,371.5,2019-05-02 14,-74.30000000000001
284.6,355.75,2019-04-27 16,-71.14999999999998
298.0,372.5,2019-05-01 10,-74.5
296.8,371.0,2019-05-04 05,-74.19999999999999
312.8,391.0,2019-05-05 22,-78.19999999999999
262.6,437.66666666666674,2019-05-09 16,-175.06666666666672
294.2,367.75,2019-05-04 01,-73.55000000000001
298.4,373.0,2019-05-01 16,-74.60000000000002
318.4,398.0,2019-05-04 19,-79.60000000000002
307.2,384.0,2019-04-24 23,-76.80000000000001
330.6,413.25,2019-05-02 22,-82.64999999999998
316.6,395.75,2019-05-08 20,-79.14999999999998
190.0,475.0,2019-05-09 12,-285.0
315.8,394.75,2019-05-08 17,-78.94999999999999
262.0,436.66666666666674,2019-05-10 23,-174.66666666666674
263.0,438.33333333333326,2019-05-09 22,-175.33333333333326
300.8,376.0,2019-04-25 00,-75.19999999999999
298.6,373.25,2019-05-04 13,-74.64999999999998
297.2,371.5,2019-05-02 16,-74.30000000000001
113.4,567.0,2019-05-11 02,-453.6
330.6,413.25,2019-04-28 22,-82.64999999999998
332.8,416.0,2019-05-04 15,-83.19999999999999
316.8,396.0,2019-05-08 19,-79.19999999999999
307.0,383.75,2019-04-28 18,-76.75
296.8,371.0,2019-05-03 02,-74.19999999999999
262.2,437.0,2019-05-10 15,-174.8
298.4,373.0,2019-05-01 17,-74.60000000000002
312.8,391.0,2019-05-06 08,-78.19999999999999
300.6,375.75,2019-04-25 08,-75.14999999999998
309.6,387.0,2019-04-29 14,-77.39999999999998
353.8,442.25,2019-05-05 17,-88.44999999999999
296.8,371.0,2019-05-03 03,-74.19999999999999
284.6,355.75,2019-04-27 14,-71.14999999999998
295.2,369.0,2019-05-01 01,-73.80000000000001
311.6,389.5,2019-04-24 21,-77.89999999999998
310.8,388.5,2019-04-29 16,-77.69999999999999
311.6,389.5,2019-05-02 11,-77.89999999999998
312.8,391.0,2019-05-06 02,-78.19999999999999
290.8,363.5,2019-04-29 01,-72.69999999999999
284.8,356.0,2019-04-27 07,-71.19999999999999
285.6,357.0,2019-04-26 08,-71.39999999999998
247.8,413.0,2019-05-12 01,-165.2
262.2,437.0,2019-05-10 12,-174.8
312.8,391.0,2019-05-06 06,-78.19999999999999
312.8,391.0,2019-05-05 08,-78.19999999999999
297.2,371.5,2019-04-30 04,-74.30000000000001
245.6,409.33333333333326,2019-05-11 22,-163.73333333333326
286.8,358.5,2019-04-25 02,-71.69999999999999
338.0,422.5,2019-05-02 00,-84.5
315.0,393.75,2019-05-07 02,-78.75
260.6,434.33333333333326,2019-05-09 20,-173.73333333333323
298.6,373.25,2019-05-01 15,-74.64999999999998
317.6,397.0,2019-05-08 04,-79.39999999999998
290.8,363.5,2019-04-29 00,-72.69999999999999
318.4,398.0,2019-05-08 10,-79.60000000000002
247.8,413.0,2019-05-12 06,-165.2
312.8,391.0,2019-05-05 01,-78.19999999999999
302.0,377.5,2019-04-24 11,-75.5
290.8,363.5,2019-04-27 18,-72.69999999999999
337.6,422.0,2019-05-03 21,-84.39999999999998
262.0,436.66666666666674,2019-05-10 13,-174.66666666666674
316.2,395.25,2019-05-08 18,-79.05000000000001
284.8,356.0,2019-04-27 08,-71.19999999999999
286.4,358.0,2019-04-25 11,-71.60000000000002
289.8,362.25,2019-04-29 05,-72.44999999999999
313.6,392.0,2019-05-05 13,-78.39999999999998
337.6,422.0,2019-05-02 19,-84.39999999999998
337.6,422.0,2019-05-03 16,-84.39999999999998
298.4,373.0,2019-05-04 21,-74.60000000000002
284.6,355.75,2019-04-24 07,-71.14999999999998
317.2,396.5,2019-05-07 17,-79.30000000000001
259.8,433.0,2019-05-11 03,-173.2
284.8,356.0,2019-04-26 22,-71.19999999999999
290.8,363.5,2019-04-29 10,-72.69999999999999
313.6,392.0,2019-05-06 03,-78.39999999999998
297.2,371.5,2019-05-02 15,-74.30000000000001
312.8,391.0,2019-05-06 16,-78.19999999999999
312.8,391.0,2019-05-05 03,-78.19999999999999
317.4,396.75,2019-05-07 20,-79.35000000000002
297.4,371.75,2019-04-30 13,-74.35000000000002
305.2,381.5,2019-04-26 16,-76.30000000000001
332.4,415.5,2019-05-06 00,-83.10000000000002
260.6,434.33333333333326,2019-05-09 15,-173.73333333333323
297.2,371.5,2019-05-02 06,-74.30000000000001
290.8,363.5,2019-04-28 11,-72.69999999999999
260.4,434.0,2019-05-10 02,-173.60000000000002
290.8,363.5,2019-04-27 17,-72.69999999999999
295.2,369.0,2019-05-01 05,-73.80000000000001
358.0,447.5,2019-05-07 23,-89.5
208.8,522.0,2019-05-12 05,-313.2
314.6,393.25,2019-05-09 11,-78.64999999999998
330.6,413.25,2019-05-03 20,-82.64999999999998
286.8,358.5,2019-04-25 09,-71.69999999999999
297.4,371.75,2019-05-03 17,-74.35000000000002
260.4,434.0,2019-05-09 23,-173.60000000000002
298.0,372.5,2019-05-01 13,-74.5
297.0,371.25,2019-05-03 07,-74.25
290.8,363.5,2019-04-29 11,-72.69999999999999
286.8,358.5,2019-04-25 05,-71.69999999999999
312.8,391.0,2019-05-05 19,-78.19999999999999
312.8,391.0,2019-05-05 14,-78.19999999999999
284.6,355.75,2019-04-27 15,-71.14999999999998
245.8,409.66666666666674,2019-05-11 16,-163.86666666666673
286.8,358.5,2019-04-23 08,-71.69999999999999
334.8,418.5,2019-05-09 05,-83.69999999999999
