Mean_Zero,Mean,Timestamp,Delta
183.2,183.2,2019-05-05 00,0.0
171.2,171.2,2019-04-19 09,0.0
175.0,175.0,2019-04-22 11,0.0
181.8,181.8,2019-04-24 00,0.0
186.0,186.0,2019-04-29 15,0.0
191.0,191.0,2019-05-10 07,0.0
184.0,184.0,2019-05-11 12,0.0
175.0,175.0,2019-04-21 03,0.0
185.0,185.0,2019-05-10 04,0.0
184.8,184.8,2019-05-08 07,0.0
198.0,198.0,2019-05-11 04,0.0
164.8,164.8,2019-05-02 03,0.0
133.2,166.5,2019-05-03 22,-33.30000000000001
176.8,176.8,2019-04-28 12,0.0
176.0,176.0,2019-04-24 12,0.0
185.0,185.0,2019-05-04 05,0.0
187.0,187.0,2019-05-08 20,0.0
184.6,184.6,2019-05-07 16,0.0
182.8,182.8,2019-04-25 10,0.0
184.6,184.6,2019-05-06 09,0.0
183.2,183.2,2019-05-02 00,0.0
197.2,197.2,2019-05-08 11,0.0
181.2,181.2,2019-05-07 15,0.0
173.6,173.6,2019-04-22 19,0.0
184.8,184.8,2019-05-04 04,0.0
175.8,175.8,2019-04-26 09,0.0
199.2,199.2,2019-05-07 22,0.0
177.4,177.4,2019-05-03 13,0.0
165.6,165.6,2019-04-26 17,0.0
182.4,182.4,2019-04-26 04,0.0
193.4,193.4,2019-05-07 09,0.0
193.4,193.4,2019-05-07 13,0.0
179.2,179.2,2019-04-23 10,0.0
184.6,184.6,2019-05-05 23,0.0
176.6,176.6,2019-05-02 10,0.0
180.0,180.0,2019-04-23 08,0.0
181.4,181.4,2019-04-29 09,0.0
184.6,184.6,2019-04-25 02,0.0
181.4,181.4,2019-05-08 00,0.0
185.0,185.0,2019-05-04 01,0.0
179.0,179.0,2019-05-07 05,0.0
180.4,180.4,2019-04-29 12,0.0
196.6,196.6,2019-05-10 13,0.0
181.6,181.6,2019-04-30 10,0.0
176.0,176.0,2019-04-21 10,0.0
147.0,183.75,2019-05-11 11,-36.75
178.2,178.2,2019-04-30 05,0.0
177.0,177.0,2019-05-01 09,0.0
176.0,176.0,2019-04-21 06,0.0
179.4,179.4,2019-05-02 20,0.0
181.4,181.4,2019-05-11 16,0.0
184.6,184.6,2019-04-25 01,0.0
188.4,188.4,2019-04-25 13,0.0
181.2,181.2,2019-04-27 23,0.0
178.2,178.2,2019-05-10 22,0.0
173.4,173.4,2019-04-22 05,0.0
182.4,182.4,2019-05-01 16,0.0
179.4,179.4,2019-05-09 12,0.0
181.4,181.4,2019-04-29 18,0.0
194.8,194.8,2019-05-09 20,0.0
184.0,184.0,2019-05-12 08,0.0
185.8,185.8,2019-05-03 15,0.0
181.2,181.2,2019-04-27 18,0.0
185.8,185.8,2019-04-28 03,0.0
174.4,174.4,2019-04-21 23,0.0
176.8,176.8,2019-04-22 01,0.0
183.4,183.4,2019-05-01 15,0.0
180.8,180.8,2019-05-10 16,0.0
191.6,191.6,2019-05-06 22,0.0
179.0,179.0,2019-04-29 07,0.0
181.0,181.0,2019-05-05 02,0.0
139.4,174.25,2019-05-10 15,-34.849999999999994
184.0,184.0,2019-05-11 07,0.0
180.4,180.4,2019-05-02 19,0.0
183.8,183.8,2019-04-30 12,0.0
184.8,184.8,2019-04-29 16,0.0
191.0,191.0,2019-05-10 09,0.0
177.6,177.6,2019-05-03 06,0.0
184.6,184.6,2019-05-04 17,0.0
174.4,174.4,2019-04-21 16,0.0
191.4,191.4,2019-05-07 21,0.0
179.4,179.4,2019-04-23 16,0.0
175.0,175.0,2019-04-20 18,0.0
188.0,188.0,2019-05-02 23,0.0
181.2,181.2,2019-05-04 19,0.0
177.0,177.0,2019-04-29 13,0.0
174.4,174.4,2019-04-21 18,0.0
180.2,180.2,2019-04-27 01,0.0
176.6,176.6,2019-05-02 18,0.0
177.4,177.4,2019-05-04 02,0.0
177.0,177.0,2019-04-28 01,0.0
165.0,165.0,2019-04-26 03,0.0
168.0,168.0,2019-04-20 15,0.0
187.2,187.2,2019-05-04 00,0.0
177.8,177.8,2019-04-29 05,0.0
180.13333333333333,180.13333333333333,2019-04-30 03,0.0
184.0,184.0,2019-05-12 06,0.0
184.0,184.0,2019-05-11 08,0.0
197.4,197.4,2019-05-09 21,0.0
171.0,171.0,2019-04-18 19,0.0
185.0,185.0,2019-04-29 03,0.0
180.6,180.6,2019-04-29 17,0.0
184.6,184.6,2019-05-06 02,0.0
173.6,173.6,2019-04-22 17,0.0
187.0,187.0,2019-04-24 20,0.0
179.4,179.4,2019-04-24 13,0.0
171.2,171.2,2019-04-19 13,0.0
181.6,181.6,2019-04-24 14,0.0
184.0,184.0,2019-05-11 06,0.0
188.2,188.2,2019-04-24 19,0.0
188.8,188.8,2019-04-25 08,0.0
171.0,171.0,2019-04-19 04,0.0
197.0,197.0,2019-05-08 08,0.0
185.6,185.6,2019-05-01 00,0.0
184.6,184.6,2019-05-06 03,0.0
181.2,181.2,2019-04-27 04,0.0
181.6,181.6,2019-04-23 21,0.0
178.0,178.0,2019-05-01 07,0.0
176.8,176.8,2019-04-27 11,0.0
178.6,178.6,2019-05-05 22,0.0
173.6,173.6,2019-04-22 21,0.0
179.4,179.4,2019-05-09 16,0.0
182.8,182.8,2019-05-09 04,0.0
186.4,186.4,2019-05-03 01,0.0
179.8,179.8,2019-04-25 11,0.0
182.0,182.0,2019-04-25 22,0.0
180.4,180.4,2019-04-28 04,0.0
179.95,179.95,2019-04-30 02,0.0
181.4,181.4,2019-04-29 04,0.0
195.0,195.0,2019-05-08 04,0.0
169.2,169.2,2019-04-21 01,0.0
186.2,186.2,2019-04-29 19,0.0
196.8,196.8,2019-05-07 11,0.0
180.2,180.2,2019-04-27 12,0.0
151.4,189.25,2019-05-10 18,-37.849999999999994
194.6,194.6,2019-05-09 23,0.0
181.0,181.0,2019-04-26 05,0.0
170.8,170.8,2019-04-18 16,0.0
180.6,180.6,2019-05-10 23,0.0
182.6,182.6,2019-04-27 00,0.0
178.0,178.0,2019-05-12 07,0.0
179.4,179.4,2019-04-23 18,0.0
182.6,182.6,2019-05-05 21,0.0
177.8,177.8,2019-05-11 03,0.0
182.2,182.2,2019-05-05 08,0.0
174.4,174.4,2019-04-21 19,0.0
173.6,173.6,2019-04-18 17,0.0
182.2,182.2,2019-05-02 17,0.0
187.8,187.8,2019-05-10 21,0.0
184.8,184.8,2019-04-25 15,0.0
177.8,177.8,2019-04-28 05,0.0
184.8,184.8,2019-05-09 13,0.0
179.0,179.0,2019-04-28 20,0.0
185.0,185.0,2019-05-04 06,0.0
182.8,182.8,2019-04-25 07,0.0
182.8,182.8,2019-04-24 15,0.0
185.4,185.4,2019-05-03 08,0.0
194.8,194.8,2019-05-09 22,0.0
154.6,193.25,2019-05-09 11,-38.650000000000006
160.4,160.4,2019-04-27 05,0.0
187.8,187.8,2019-05-01 08,0.0
197.0,197.0,2019-05-08 01,0.0
174.2,174.2,2019-04-21 21,0.0
161.4,201.75,2019-05-03 21,-40.349999999999994
178.2,178.2,2019-04-29 23,0.0
181.2,181.2,2019-05-02 07,0.0
182.6,182.6,2019-04-23 01,0.0
183.2,183.2,2019-04-29 00,0.0
180.6,180.6,2019-05-11 19,0.0
177.6,177.6,2019-04-25 23,0.0
192.2,192.2,2019-04-28 09,0.0
171.0,171.0,2019-04-19 07,0.0
190.8,190.8,2019-04-30 16,0.0
184.8,184.8,2019-05-05 03,0.0
180.8,180.8,2019-05-04 13,0.0
180.4,180.4,2019-04-28 17,0.0
175.0,175.0,2019-04-22 16,0.0
182.6,182.6,2019-05-01 04,0.0
178.6,178.6,2019-05-06 12,0.0
175.0,175.0,2019-04-21 12,0.0
182.2,182.2,2019-05-03 05,0.0
184.8,184.8,2019-05-05 10,0.0
176.0,176.0,2019-04-21 07,0.0
182.6,182.6,2019-04-23 06,0.0
184.8,184.8,2019-05-05 01,0.0
184.0,184.0,2019-05-12 04,0.0
140.2,175.25,2019-05-10 11,-35.05000000000001
193.6,193.6,2019-05-08 17,0.0
177.0,177.0,2019-04-28 00,0.0
175.0,175.0,2019-04-21 04,0.0
182.8,182.8,2019-04-25 16,0.0
187.2,187.2,2019-05-03 19,0.0
170.4,170.4,2019-04-19 01,0.0
178.6,178.6,2019-05-05 20,0.0
181.0,181.0,2019-04-26 07,0.0
186.8,186.8,2019-05-06 10,0.0
181.6,181.6,2019-05-02 05,0.0
165.2,165.2,2019-04-19 02,0.0
179.4,179.4,2019-04-23 14,0.0
172.6,172.6,2019-04-22 13,0.0
184.8,184.8,2019-05-04 20,0.0
178.4,178.4,2019-04-28 10,0.0
112.0,186.66666666666663,2019-05-11 17,-74.66666666666663
184.4,184.4,2019-05-05 13,0.0
165.4,165.4,2019-04-20 17,0.0
182.8,182.8,2019-04-22 23,0.0
181.2,181.2,2019-04-23 17,0.0
184.8,184.8,2019-05-05 05,0.0
170.8,170.8,2019-04-28 18,0.0
186.8,186.8,2019-05-05 19,0.0
187.6,187.6,2019-05-03 17,0.0
197.0,197.0,2019-05-07 23,0.0
185.8,185.8,2019-04-30 11,0.0
181.6,181.6,2019-04-29 01,0.0
170.8,170.8,2019-04-18 18,0.0
184.8,184.8,2019-05-08 09,0.0
176.8,176.8,2019-05-02 06,0.0
184.6,184.6,2019-05-05 04,0.0
188.0,188.0,2019-04-30 07,0.0
184.4,184.4,2019-05-01 03,0.0
197.0,197.0,2019-05-08 05,0.0
181.4,181.4,2019-05-11 23,0.0
181.6,181.6,2019-04-23 20,0.0
181.0,181.0,2019-04-26 11,0.0
181.6,181.6,2019-04-28 14,0.0
178.2,178.2,2019-04-30 14,0.0
128.0,213.33333333333331,2019-05-11 21,-85.33333333333331
154.2,192.75,2019-05-09 09,-38.55000000000001
184.6,184.6,2019-05-04 14,0.0
169.6,169.6,2019-04-19 18,0.0
182.4,182.4,2019-04-28 22,0.0
184.6,184.6,2019-05-12 09,0.0
187.0,187.0,2019-05-09 02,0.0
187.0,187.0,2019-05-10 02,0.0
184.6,184.6,2019-05-06 21,0.0
173.4,173.4,2019-04-21 15,0.0
173.4,173.4,2019-04-22 06,0.0
181.4,181.4,2019-04-30 23,0.0
171.0,171.0,2019-04-19 03,0.0
176.0,176.0,2019-04-22 04,0.0
193.6,193.6,2019-05-07 14,0.0
153.6,192.0,2019-05-12 00,-38.400000000000006
179.4,179.4,2019-04-25 12,0.0
161.8,202.25,2019-05-10 12,-40.44999999999999
185.6,185.6,2019-04-28 06,0.0
184.0,184.0,2019-05-11 01,0.0
145.8,182.25,2019-05-11 14,-36.44999999999999
179.2,179.2,2019-04-23 13,0.0
180.4,180.4,2019-04-27 21,0.0
181.4,181.4,2019-05-08 21,0.0
164.8,164.8,2019-04-24 09,0.0
169.7,169.7,2019-04-19 19,0.0
196.8,196.8,2019-05-07 12,0.0
178.0,178.0,2019-04-22 20,0.0
180.8,180.8,2019-04-23 22,0.0
176.8,176.8,2019-04-27 08,0.0
169.2,169.2,2019-04-21 05,0.0
171.0,171.0,2019-04-20 09,0.0
152.0,152.0,2019-04-21 02,0.0
184.6,184.6,2019-04-30 01,0.0
177.8,177.8,2019-04-21 00,0.0
194.6,194.6,2019-05-10 08,0.0
181.2,181.2,2019-05-05 14,0.0
188.2,188.2,2019-04-24 22,0.0
184.6,184.6,2019-05-06 19,0.0
185.6,185.6,2019-04-30 21,0.0
168.8,211.0,2019-05-10 00,-42.19999999999999
183.4,183.4,2019-04-24 18,0.0
182.0,182.0,2019-05-01 19,0.0
182.4,182.4,2019-05-06 23,0.0
182.4,182.4,2019-05-02 09,0.0
197.0,197.0,2019-05-07 17,0.0
173.4,173.4,2019-04-22 12,0.0
177.8,177.8,2019-04-20 21,0.0
178.0,178.0,2019-04-28 02,0.0
183.2,183.2,2019-04-28 15,0.0
178.2,178.2,2019-05-10 19,0.0
184.6,184.6,2019-05-07 02,0.0
182.6,182.6,2019-04-23 09,0.0
182.6,182.6,2019-04-23 04,0.0
174.4,174.4,2019-04-22 02,0.0
191.2,191.2,2019-05-02 22,0.0
174.0,174.0,2019-04-19 05,0.0
187.6,187.6,2019-05-03 12,0.0
186.0,186.0,2019-04-29 06,0.0
184.6,184.6,2019-04-30 00,0.0
184.6,184.6,2019-05-06 17,0.0
181.0,181.0,2019-04-26 10,0.0
180.8,180.8,2019-04-23 23,0.0
181.0,181.0,2019-05-04 22,0.0
184.8,184.8,2019-05-09 15,0.0
181.8,181.8,2019-04-23 05,0.0
185.4,185.4,2019-05-03 16,0.0
187.0,187.0,2019-04-28 16,0.0
184.8,184.8,2019-05-09 10,0.0
179.2,179.2,2019-04-23 11,0.0
184.8,184.8,2019-05-09 06,0.0
198.8,198.8,2019-05-07 20,0.0
177.4,177.4,2019-04-26 21,0.0
184.8,184.8,2019-05-08 14,0.0
142.8,178.5,2019-05-11 22,-35.69999999999999
139.4,174.25,2019-05-11 18,-34.849999999999994
184.6,184.6,2019-05-06 06,0.0
180.0,180.0,2019-05-01 21,0.0
184.8,184.8,2019-05-09 05,0.0
182.0,182.0,2019-05-06 08,0.0
191.4,191.4,2019-05-10 01,0.0
177.6,177.6,2019-04-26 22,0.0
169.2,169.2,2019-04-20 19,0.0
181.2,181.2,2019-04-26 18,0.0
181.4,181.4,2019-04-26 13,0.0
173.4,173.4,2019-04-20 20,0.0
185.4,185.4,2019-05-08 23,0.0
195.0,195.0,2019-05-08 03,0.0
182.6,182.6,2019-04-26 23,0.0
181.0,181.0,2019-05-04 15,0.0
182.8,182.8,2019-04-24 07,0.0
175.0,175.0,2019-04-20 23,0.0
184.6,184.6,2019-05-02 01,0.0
186.2,186.2,2019-05-02 02,0.0
181.2,181.2,2019-04-27 20,0.0
186.0,186.0,2019-04-30 15,0.0
170.2,170.2,2019-04-20 22,0.0
186.4,186.4,2019-05-08 18,0.0
184.0,184.0,2019-05-11 05,0.0
165.0,165.0,2019-04-28 07,0.0
176.2,176.2,2019-05-02 16,0.0
181.4,181.4,2019-05-09 08,0.0
181.0,181.0,2019-05-05 15,0.0
187.2,187.2,2019-05-01 11,0.0
167.8,167.8,2019-05-04 09,0.0
180.4,180.4,2019-04-23 00,0.0
183.4,183.4,2019-05-01 17,0.0
193.4,193.4,2019-05-07 04,0.0
177.8,177.8,2019-04-27 15,0.0
178.2,178.2,2019-04-30 18,0.0
186.6,186.6,2019-04-26 01,0.0
159.8,159.8,2019-04-27 22,0.0
185.8,185.8,2019-04-30 13,0.0
181.8,181.8,2019-04-26 02,0.0
187.0,187.0,2019-04-28 21,0.0
186.6,186.6,2019-05-01 10,0.0
194.4,194.4,2019-05-10 14,0.0
186.8,186.8,2019-05-03 00,0.0
148.6,185.75,2019-05-09 14,-37.150000000000006
175.8,175.8,2019-04-20 01,0.0
167.26666666666668,167.26666666666668,2019-04-20 08,0.0
185.8,185.8,2019-05-06 20,0.0
173.4,173.4,2019-04-22 14,0.0
185.8,185.8,2019-04-27 17,0.0
153.4,191.75,2019-05-10 10,-38.349999999999994
184.6,184.6,2019-05-06 05,0.0
184.8,184.8,2019-05-04 03,0.0
176.0,176.0,2019-04-24 11,0.0
155.4,155.4,2019-04-22 18,0.0
181.0,181.0,2019-05-06 18,0.0
175.4,175.4,2019-04-21 13,0.0
184.2,184.2,2019-04-25 03,0.0
178.0,178.0,2019-05-11 20,0.0
181.2,181.2,2019-04-24 10,0.0
180.6,180.6,2019-04-30 04,0.0
172.6,172.6,2019-04-22 07,0.0
170.4,170.4,2019-04-18 20,0.0
184.6,184.6,2019-05-06 14,0.0
181.4,181.4,2019-05-04 12,0.0
177.0,177.0,2019-05-01 13,0.0
178.0,178.0,2019-05-11 09,0.0
177.4,177.4,2019-04-25 21,0.0
184.4,184.4,2019-04-25 04,0.0
180.2,180.2,2019-04-27 09,0.0
177.0,177.0,2019-04-30 22,0.0
165.0,165.0,2019-04-28 08,0.0
185.8,185.8,2019-05-07 00,0.0
185.0,185.0,2019-04-30 08,0.0
182.6,182.6,2019-04-26 14,0.0
182.6,182.6,2019-04-24 23,0.0
164.2,205.25,2019-05-10 05,-41.05000000000001
182.0,182.0,2019-05-01 18,0.0
171.0,171.0,2019-04-18 21,0.0
177.8,177.8,2019-04-29 08,0.0
177.0,177.0,2019-04-22 22,0.0
178.0,178.0,2019-04-29 14,0.0
177.6,177.6,2019-04-25 20,0.0
181.0,181.0,2019-04-26 08,0.0
140.6,175.75,2019-05-07 18,-35.150000000000006
184.4,184.4,2019-05-05 09,0.0
181.4,181.4,2019-05-04 18,0.0
176.8,176.8,2019-04-27 06,0.0
175.4,175.4,2019-04-21 17,0.0
185.0,185.0,2019-05-03 20,0.0
188.2,188.2,2019-05-01 05,0.0
145.8,182.25,2019-05-12 03,-36.44999999999999
180.0,180.0,2019-04-24 08,0.0
184.8,184.8,2019-05-04 21,0.0
197.2,197.2,2019-05-07 19,0.0
165.6,165.6,2019-04-19 15,0.0
178.0,178.0,2019-05-11 10,0.0
185.4,185.4,2019-05-03 07,0.0
181.0,181.0,2019-05-04 11,0.0
184.0,184.0,2019-05-11 13,0.0
180.8,180.8,2019-04-26 19,0.0
195.6,195.6,2019-05-09 00,0.0
177.8,177.8,2019-04-21 20,0.0
182.6,182.6,2019-05-03 23,0.0
184.4,184.4,2019-05-06 04,0.0
182.8,182.8,2019-05-09 07,0.0
176.6,176.6,2019-05-02 08,0.0
186.2,186.2,2019-04-29 22,0.0
194.6,194.6,2019-05-10 06,0.0
184.0,184.0,2019-05-11 00,0.0
179.4,179.4,2019-05-08 12,0.0
185.8,185.8,2019-04-27 13,0.0
176.8,176.8,2019-04-27 07,0.0
171.2,171.2,2019-04-19 12,0.0
184.6,184.6,2019-05-07 08,0.0
151.0,188.75,2019-05-11 02,-37.75
179.4,179.4,2019-04-25 17,0.0
174.2,174.2,2019-04-22 00,0.0
181.4,181.4,2019-05-01 12,0.0
180.8,180.8,2019-05-04 23,0.0
176.8,176.8,2019-04-27 10,0.0
177.8,177.8,2019-05-01 22,0.0
181.4,181.4,2019-04-25 19,0.0
182.8,182.8,2019-05-08 19,0.0
181.6,181.6,2019-05-02 15,0.0
186.0,186.0,2019-04-29 11,0.0
177.8,177.8,2019-05-03 11,0.0
182.4,182.4,2019-04-25 14,0.0
184.4,184.4,2019-04-24 17,0.0
178.6,178.6,2019-05-05 11,0.0
182.8,182.8,2019-05-08 16,0.0
184.2,184.2,2019-05-10 17,0.0
181.4,181.4,2019-05-09 01,0.0
177.2,177.2,2019-04-29 21,0.0
165.4,165.4,2019-04-30 20,0.0
180.0,180.0,2019-04-23 07,0.0
181.0,181.0,2019-04-26 06,0.0
176.0,176.0,2019-04-21 08,0.0
184.0,184.0,2019-05-12 05,0.0
186.8,186.8,2019-05-06 15,0.0
164.2,164.2,2019-04-24 02,0.0
187.0,187.0,2019-04-26 16,0.0
181.0,181.0,2019-05-06 00,0.0
113.4,189.0,2019-05-10 03,-75.6
182.2,182.2,2019-05-05 17,0.0
187.6,187.6,2019-05-03 10,0.0
182.8,182.8,2019-05-08 22,0.0
185.4,185.4,2019-05-03 09,0.0
189.6,189.6,2019-05-01 14,0.0
182.6,182.6,2019-05-05 18,0.0
178.6,178.6,2019-05-06 16,0.0
187.2,187.2,2019-04-30 06,0.0
183.8,183.8,2019-04-23 02,0.0
182.6,182.6,2019-05-02 12,0.0
170.6,170.6,2019-04-19 06,0.0
182.8,182.8,2019-04-24 01,0.0
177.2,177.2,2019-05-02 14,0.0
187.6,187.6,2019-05-03 02,0.0
181.4,181.4,2019-04-28 19,0.0
164.2,164.2,2019-05-01 06,0.0
187.2,187.2,2019-04-28 13,0.0
168.8,168.8,2019-04-19 11,0.0
192.6,192.6,2019-04-28 23,0.0
182.6,182.6,2019-04-25 00,0.0
182.0,182.0,2019-05-01 20,0.0
178.0,178.0,2019-04-29 10,0.0
175.0,175.0,2019-04-21 09,0.0
174.0,174.0,2019-04-19 00,0.0
177.6,177.6,2019-04-26 00,0.0
181.6,181.6,2019-04-30 09,0.0
182.6,182.6,2019-05-02 04,0.0
192.4,192.4,2019-05-09 19,0.0
177.2,177.2,2019-04-30 17,0.0
184.8,184.8,2019-05-09 17,0.0
180.4,180.4,2019-04-29 02,0.0
174.4,174.4,2019-04-21 11,0.0
186.4,186.4,2019-05-03 04,0.0
182.8,182.8,2019-04-25 06,0.0
182.2,182.2,2019-04-30 19,0.0
184.6,184.6,2019-05-07 07,0.0
174.0,174.0,2019-04-19 14,0.0
184.6,184.6,2019-05-07 06,0.0
184.2,184.2,2019-04-24 21,0.0
184.6,184.6,2019-05-05 07,0.0
178.6,178.6,2019-04-26 20,0.0
178.6,178.6,2019-05-06 11,0.0
174.4,174.4,2019-04-22 03,0.0
177.6,177.6,2019-04-27 14,0.0
181.0,181.0,2019-04-24 05,0.0
176.0,176.0,2019-04-21 14,0.0
165.4,165.4,2019-04-25 09,0.0
170.4,170.4,2019-04-18 22,0.0
181.4,181.4,2019-04-26 15,0.0
181.0,181.0,2019-05-06 01,0.0
180.6,180.6,2019-05-12 02,0.0
184.0,184.0,2019-05-12 01,0.0
